D_3_adj.ChiSq.pval	D_3_logFC	D_5_adj.ChiSq.pval	D_5_logFC	D_7_adj.ChiSq.pval	D_7_logFC	D_9_adj.ChiSq.pval	D_9_logFC	D_11_adj.ChiSq.pval	D_11_logFC	D_13_adj.ChiSq.pval	D_13_logFC	gene_vers	gene	type
0.00782906241905379	-1.91427704386513	0.967036679485888	-0.227849469366226	0.958550978126798	-0.0950672609966885	0.979180442953242	-0.535289140081874	0.998682844793179	-0.324309688867677	0.978007666549162	-0.0398107079217165	TEKT4.3.3.m.61651	TEKT4	protein
5.30169894277229e-05	-2.35679527956608	0.967036679485888	-0.758364186065006	0.949671592008509	-0.773139166109326	0.979180442953242	-0.419811922661938	0.998682844793179	0.775225984683237	0.958428402785477	1.44561611924853	CRB.1.3.m.13594	CRB	protein
0.618382155144679	1.37112517499712	0.967036679485888	-0.602244984147724	0.949671592008509	-0.151650789363056	0.979180442953242	1.04967336063928	0.998682844793179	1.06800773391108	0.958428402785477	1.48625810374587	C1QL4.3.7.m.5968	C1QL4	protein
0.0206792614708957	-2.82527203780639	0.967036679485888	-1.67263431203912	0.949671592008509	-0.358101666830482	0.979180442953242	0.0496733606392824	0.998682844793179	-0.00238159398031423	0.958428402785477	-0.361738802809079	CRNS1.4.6.m.40244	CRNS1	protein
0.419063894107254	1.04919708010975	0.967036679485888	0.482643913438789	0.949671592008509	0.196487184847155	0.979180442953242	0.231876691860031	0.998682844793179	-0.364951673365022	0.987561306071855	-0.00810184819437776	CATA.1.3.m.11120	CATA.1.3.m.11120	protein
0.107669873184523	1.07667781653186	0.967036679485888	0.487392228336952	0.949671592008509	0.268083496617186	0.979180442953242	0.0297738032015777	0.998682844793179	-0.353853964481692	0.958428402785477	-0.240432506586946	CATA.3.3.m.21642	CATA.3.3.m.21642	protein
0.979445546193914	0.324831522723181	0.967036679485888	0.260251492102341	0.949671592008509	0.173089577449693	0.979180442953242	0.246710207698837	0.998682844793179	0.0125687474856573	0.958428402785477	0.150909493096187	CNDP2.3.4.m.30467	CNDP2	protein
0.979445546193914	0.78616267427596	0.979800274196179	-0.025744062174764	0.949671592008509	-0.165456588888086	0.979180442953242	-1.34264406213948	0.998682844793179	-1.26541599981411	0.958428402785477	-1.82117042144638	CDPK3.3.3.m.30615	CDPK3	protein
0.0121788674059575	-3.34312034266901	0.967036679485888	0.134720610018482	0.949671592008509	0.226860833890674	0.979180442953242	0.0496733606392824	0.998682844793179	-0.00238159398031423	0.958428402785477	-0.361738802809079	FUMA.m.9575	FUMA	protein
5.38037737658048e-06	-2.20953718829041	0.967036679485888	-1.03520439142383	0.949671592008509	-1.58049408816693	0.979180442953242	0.535100187809524	0.998682844793179	0.675690311132323	0.978007666549162	-0.0398107079217165	TITIN.m.27774	TITIN.m.27774	protein
0.979445546193914	0.148732753660668	0.967036679485888	-0.128313795815312	0.949671592008509	-0.110174153386897	0.979180442953242	-0.0534201323248213	0.998682844793179	0.747640153011337	0.958428402785477	0.290337893770614	SPI2.m.30260	SPI2	protein
0.979445546193914	0.54669673958057	0.967036679485888	-0.087671811317966	0.949671592008509	0.226860833890674	0.979180442953242	-0.687292233526923	0.998682844793179	-0.630412816593356	0.958428402785477	-0.27427596155874	TLP.m.37973	TLP	protein
0.00172674367642452	2.37112517499712	0.967036679485888	0.260251492102341	0.949671592008509	-0.0950672609966889	0.979180442953242	0.464710859918126	0.998682844793179	1.22001082735613	0.958428402785477	1.96018929207828	GC.m.62821	GC	protein
0.0156697300914678	-1.47804992275511	0.967036679485888	0.255014843736194	0.949671592008509	0.162730496470957	0.979180442953242	-0.60240333594041	0.998682844793179	0.0907278104111673	0.958428402785477	-0.522203475002326	DYH7.2.3.m.32353	DYH7.2.3.m.32353	protein
0.0122613163533607	-0.718142163099971	0.967036679485888	-0.335909215223679	0.949671592008509	-0.325680189138105	0.000142895413792934	-2.06580385678065	0.998682844793179	0.860114882269751	0.958428402785477	-0.212875416894597	DYH5.1.2.m.56799	DYH5.1.2.m.56799	protein
1.29886593001976e-05	-0.889402375226103	0.967036679485888	-0.269001576032528	0.949671592008509	-0.335559098179393	0.00279334465085504	-1.34887601585099	0.998682844793179	0.689496110657354	0.958428402785477	-0.239748278430469	DYH5.2.2.m.61452	DYH5.2.2.m.61452	protein
0.00239288643700569	-1.51268180749836	0.967036679485888	-0.252302513090766	0.949671592008509	-0.440563827022455	0.979180442953242	-1.53528914008187	0.998682844793179	0.675690311132323	0.958428402785477	-0.254823598892568	DYH6.2.3.m.21512	DYH6	protein
0.00162990694313556	-1.01273066903345	0.967036679485888	-0.0839196764568584	0.949671592008509	0.069319556904194	0.0998885450070142	-1.5028676623895	0.998682844793179	0.814754348869875	0.958428402785477	-0.213640163819946	DYH7.2.2.m.46648	DYH7.2.2.m.46648	protein
0.979445546193914	-0.109500665909304	0.974200621254942	0.0278054061019697	0.949671592008509	-0.603214164667014	0.979180442953242	0.232537417789093	0.998682844793179	-0.809736516037918	0.958428402785477	-0.116626304972548	H2B7.1.1.m.2757	H2B7	protein
4.20364227124027e-05	-1.78730418760737	0.967036679485888	-0.330942962330329	0.949671592008509	-0.528026668272795	0.979180442953242	-1.1982541528043	0.998682844793179	1.07562091802096	0.958428402785477	-0.602746902312874	DYH1.1.1.m.46156	DYH1	protein
0.000626665089178124	-1.5357654206114	0.967036679485888	-0.292700613716194	0.983037974432137	-0.0182516639458576	0.979180442953242	-1.12025164080303	0.998682844793179	0.319546500907048	0.958428402785477	-0.661299084667987	DYH2.1.1.m.28905	DYH2.1.1.m.28905	protein
4.27575411226174e-07	-0.858290781100709	0.967036679485888	0.074057828111858	0.964379727665063	-0.021066679552912	0.299425669831228	-0.656595436304007	0.998682844793179	0.516992565113265	0.50688713530372	-0.536068983371393	DYHC.1.3.m.10664	DYHC	protein
0.0292349727172184	0.288519897396078	0.967036679485888	0.0795227895659618	0.949671592008509	0.16195357101569	0.0658952685155962	0.30747111810693	0.998682844793179	-0.141493473572288	0.958428402785477	-0.150900608100713	EF1A.2.4.m.50858	EF1A.2.4.m.50858	protein
0.0121788674059575	0.529190021229367	0.967036679485888	-0.0658123773542272	0.949671592008509	0.257075446937681	0.209911026175075	0.45156976023006	0.998682844793179	-0.133626127258568	0.963455877066767	0.0196903038269447	EF1A.1.3.m.30022	EF1A.1.3.m.30022	protein
0.218815606576183	0.328173029812569	0.967036679485888	0.0658438054606858	0.949671592008509	-0.0890851029815636	0.0153224636985371	-0.439418231518255	0.998682844793179	-0.216825262201271	0.958428402785477	-0.2035387609523	EF2.4.5.m.30186	EF2.4.5.m.30186	protein
0.378859623880364	0.301523451897158	0.967036679485888	0.0422996785777361	0.949671592008509	-0.10128131959547	0.143411658454014	-0.37835615885888	0.998682844793179	-0.205115489546293	0.958428402785477	-0.216645654346702	EF2.5.5.m.39855	EF2.5.5.m.39855	protein
0.979445546193914	-0.0976443082195173	0.967036679485888	0.0643312821270836	0.958550978126798	0.0893573101407386	0.979180442953242	-1.12025164080303	0.998682844793179	-1.32430968886768	1.3261434859602e-09	-3.21971979793665	DAPLE.5.8.m.47580	DAPLE	protein
0.979445546193914	-0.211762997486181	0.967036679485888	0.179114729376936	0.949671592008509	0.530477050501094	0.979180442953242	0.202830148700703	0.998682844793179	-0.00238159398031446	0.958428402785477	0.107030680407554	ENO.1.2.m.7681	ENO	protein
0.979445546193914	-0.535765420611402	0.0927801726500003	-1.59319984454472	0.274140615014785	-1.38784901022453	0.0626016423911917	-1.3908992307467	0.998682844793179	-1.00238159398031	0.958428402785477	-1.12727354917206	FAS.3.4.m.60278	FAS	protein
0.979445546193914	0.125145933343052	0.967036679485888	0.186119762525125	0.949671592008509	0.28809846341254	0.979180442953242	0.220887058050167	0.998682844793179	0.190716520562095	0.958428402785477	0.0504104171449367	FLNA.2.6.m.11845	FLNA.2.6.m.11845	protein
0.979445546193914	0.133754190184684	0.967036679485888	0.178276976005222	0.949671592008509	0.257706800843433	0.532220046319808	0.254363780242272	0.998682844793179	0.198212237077573	0.958428402785477	0.0247860087273502	FLNA.2.5.m.37450	FLNA.2.5.m.37450	protein
0.979445546193914	-0.0534885838648096	0.967036679485888	0.0722565230718279	0.949671592008509	0.312108120509185	0.352493874461413	0.552173701168465	0.998682844793179	0.192530090934026	0.958428402785477	-0.197852717848107	GELS2.2.2.m.30443	GELS2	protein
0.00289250440400746	3.57275903616677	0.967036679485888	-0.0579244679239137	0.949671592008509	-0.609640433826447	0.979180442953242	-1.00477442338309	0.998682844793179	0.071618987463463	0.958428402785477	0.638261197190921	GIGA2.1.1.m.44916	GIGA2	protein
5.38037737658048e-06	2.27949469953155	0.967036679485888	0.262099916494709	0.949671592008509	0.140704190140959	0.979180442953242	0.384092399709842	0.998682844793179	-0.0454503158722002	0.958428402785477	0.203858373045145	GIGA6.1.1.m.38687	GIGA6	protein
0.979445546193914	0.63415958083091	0.967036679485888	1.94207553207609	0.949671592008509	0.127325160339759	0.401193050707441	1.20167645408433	0.998682844793179	0.997618406019686	0.059274789634321	1.29033789377061	HMCN1.28.44.m.47379	HMCN1	protein
0.979445546193914	-0.304439874504947	0.967036679485888	-0.343326686786162	0.949671592008509	-0.129282976334602	0.979180442953242	0.619989085396037	0.998682844793179	-0.360835564892791	0.958428402785477	-0.309271382914943	JUPI1.2.2.m.9837	JUPI1	protein
0.979445546193914	0.174727962193613	0.967036679485888	0.0394136499227544	0.00732111372322037	0.695247757762452	0.979180442953242	0.26379816599213	0.998682844793179	-0.244515919178218	0.958428402785477	0.350821478688849	HSP7D.2.3.m.34782	HSP7D	protein
0.613053027158169	0.330610015258402	0.967036679485888	0.122698081769269	0.983037974432137	0.00910730735774656	0.979180442953242	0.215259426357258	0.998682844793179	0.0907278104111677	0.958428402785477	0.0796328442832275	H90A1.1.1.m.14867	H90A1	protein
0.979445546193914	0.290205179613549	0.967036679485888	-0.464741460397789	0.949671592008509	-0.270638825580143	0.979180442953242	-0.480841356059497	0.998682844793179	-0.438480708786988	0.958428402785477	-0.683666897696441	ANM1.1.2.m.6506	ANM1	protein
0.553181458627951	-0.292722489965074	0.967036679485888	0.113025538919163	0.949671592008509	0.216013451653682	0.979180442953242	0.0867354548608281	0.998682844793179	0.255930401611076	0.958428402785477	-0.0366891162800069	KARG.2.11.m.2196	KARG	protein
0.979445546193914	0.142306484501235	0.967036679485888	0.0545502613344988	0.949671592008509	0.139397992640335	0.979180442953242	0.286712557940132	0.998682844793179	0.349090776521063	0.958428402785477	-0.265523487549777	KCY.1.1.m.29973	KCY	protein
0.979445546193914	0.371125174997116	0.967036679485888	-0.240318821328443	0.949671592008509	-0.194276864924588	0.979180442953242	0.154010020454018	0.998682844793179	-0.202319164489067	0.958428402785477	-0.291349474917681	RLA2.4.7.m.28172	RLA2	protein
0.000277944267363695	0.914895988398163	0.967036679485888	0.211963608950942	0.949671592008509	0.203144764916866	0.979180442953242	0.0133315135755625	0.998682844793179	0.157194719169537	0.958428402785477	0.195592578934886	FMRA.2.2.m.39076	FMRA.2.2.m.39076	protein
0.0635182493675882	-1.30443987450495	0.967036679485888	-0.187207484868881	0.949671592008509	0.0956163006124209	0.979180442953242	0.169967594356994	0.998682844793179	0.113095623439621	0.958428402785477	-0.0987043969752852	CFA45.1.1.m.22741	CFA45	protein
0.227354090423783	2.37112517499712	0.967036679485888	-0.268635084212726	0.768715684514548	-0.953711411751147	0.0998885450070142	-1.21336104519451	0.998682844793179	-1.08484375417229	0.162850725132297	-1.68366689769644	ASNS.2.2.m.45309	ASNS	protein
0.0320610241459941	-2.47436487594726	0.967036679485888	-0.450241890702674	0.949671592008509	0.226860833890674	0.979180442953242	0.0496733606392824	0.998682844793179	0.582580906740842	0.958428402785477	0.638261197190921	DYHC2.2.4.m.27857	DYHC2	protein
0.00729505179394603	-1.16712082681701	0.967036679485888	-0.195427991673848	0.981112629067225	-0.026895758355109	0.979180442953242	-0.60928972152565	0.998682844793179	1.14445979434896	0.958428402785477	0.223223697912077	CFA57.1.1.m.30745	CFA57	protein
0.979445546193914	0.0756692914709447	0.967036679485888	0.320276263174558	0.949671592008509	0.326396507441589	0.979180442953242	-0.0243272208044942	0.998682844793179	0.25477624551681	0.958428402785477	0.1884582797514	AN32A.1.1.m.31119	AN32A	protein
1.39276303050154e-07	-1.78537931068287	0.967036679485888	-0.18720748486888	0.949671592008509	-0.237086265869117	0.0690672125987501	-1.99472075871917	0.998682844793179	0.734584000185892	0.958428402785477	-0.568189680276506	DYH10.1.2.m.26376	DYH10	protein
0.0787520489530715	-1.20234168688621	0.967036679485888	-0.187207484868881	0.949671592008509	-0.325680189138105	0.0658952685155962	-2.88892609469657	0.998682844793179	0.997618406019686	0.958428402785477	0.1687759138897	HYDIN.2.6.m.7640	HYDIN.2.6.m.7640	protein
0.0382353709526609	-1.38690203469692	0.967036679485888	-0.324711008618815	0.949671592008509	-0.27563950663851	0.208458168164983	-2.61329165208315	0.998682844793179	0.997618406019686	0.958428402785477	0.338700915332013	HYDIN.4.6.m.27594	HYDIN.4.6.m.27594	protein
0.979445546193914	0.322762153435717	0.967036679485888	0.148934469238183	0.949671592008509	0.198005971218489	0.979180442953242	0.244051405806133	0.998682844793179	-0.0803841059815875	0.958428402785477	0.142492425799221	YD541.1.2.m.22540	YD541	protein
0.00811846987006872	-2.32003672955596	0.967036679485888	-1.18720748486888	0.949671592008509	0.226860833890674	0.979180442953242	-1.27225473424808	0.998682844793179	0.582580906740842	0.958428402785477	-0.361738802809079	TEKT1.1.2.m.37698	TEKT1	protein
0.337501345756319	0.985066742690038	0.967036679485888	0.942075532076086	0.829834004570872	1.44925325522712	0.0658952685155962	1.85702828269689	0.998682844793179	0.80497332807729	0.958428402785477	0.785102585520192	HSPB1.1.2.m.37699	HSPB1	protein
0.0655034294483349	0.869647659779042	0.967036679485888	0.264781150582855	0.983037974432137	-0.0116512528090507	0.979180442953242	0.147284157265704	0.998682844793179	0.265551611266318	0.958428402785477	0.364500384764068	SPTCB.1.2.m.4828	SPTCB	protein
0.00225418447939395	0.998571007039785	0.967036679485888	0.237082327648159	0.987268607212564	0.00617271876647418	0.979180442953242	0.060015304860741	0.998682844793179	0.236023145344764	0.958428402785477	0.399073533311495	SPTN5.2.2.m.52803	SPTN5	protein
0.979445546193914	-0.198730433333832	0.967036679485888	-0.132759700846504	0.949671592008509	-0.306571366190401	0.979180442953242	0.235229013795359	0.998682844793179	0.357160792706826	0.021525509909149	1.39569089391684	PMFBP.2.2.m.43339	PMFBP	protein
0.00505324705544778	-2.75815784194785	0.967036679485888	1.13472061001848	0.949671592008509	0.516367451085659	0.979180442953242	-0.950326639360718	0.998682844793179	0.412655905298529	0.958428402785477	-0.776776302087923	CFA61.1.1.m.63185	CFA61	protein
3.76215518023051e-13	-1.5357654206114	0.454215652639422	-1.19969842905208	0.949671592008509	-0.266179177389443	0.979180442953242	0.215683312078212	0.998682844793179	-0.0848437541722875	0.978007666549162	0.0215898367424261	SSPO.3.8.m.32060	SSPO.3.8.m.32060	protein
2.68406727370453e-14	-1.8078449660482	0.0201864498532799	-2.18720748486888	0.949671592008509	-0.510104760275532	0.979180442953242	0.102140780533418	0.998682844793179	-0.00238159398031446	0.958428402785477	0.223223697912077	SSPO.6.8.m.41866	SSPO.6.8.m.41866	protein
2.99565998919555e-14	-1.58115732342542	0.345015840591738	-1.26382876647179	0.949671592008509	-0.303653882808106	0.979180442953242	0.149209034190197	0.998682844793179	-0.0825519426642973	0.958428402785477	0.0857201741621418	SSPO.7.8.m.41875	SSPO.7.8.m.41875	protein
0.979445546193914	0.128052500820994	0.967036679485888	0.382648123462068	0.892599229276518	0.448033217064865	0.979180442953242	-0.101392613551714	0.998682844793179	0.10655277757285	0.958428402785477	-0.325759505703513	CALR.1.3.m.35108	CALR	protein
0.979445546193914	0.237269428262326	0.967036679485888	0.245751922407226	0.949671592008509	0.232961033427092	0.979180442953242	0.203548868417103	0.998682844793179	-0.057876706572018	0.958428402785477	0.0386021852630627	IFEA.2.3.m.44496	IFEA	protein
0.00128604208195042	3.69305326988448	0.967036679485888	0.0733200653543387	0.974851250788574	0.0342157559482779	0.979180442953242	-0.365364138639561	0.998682844793179	-0.324309688867676	0.978007666549162	0.0341898735220596	ITIH4.1.1.m.39091	ITIH4	protein
0.982594375711283	0.00966871592311591	0.967036679485888	-0.16784216000195	0.949671592008509	0.26750281838802	0.886027110037934	-1.07960965630568	0.998682844793179	-1.13988511773025	0.0376903171714381	-1.51374189625413	DMBT1.1.4.m.5143	DMBT1	protein
0.00151959358888285	0.513010094173932	0.967036679485888	0.0192433925985451	0.949671592008509	0.0369369671434079	0.209911026175075	-0.352794042920662	0.998682844793179	0.0575609464759683	0.958428402785477	-0.0632153122566592	FAT4.1.1.m.65727	FAT4.1.1.m.65727	protein
0.979445546193914	0.216307065945012	0.967036679485888	0.154620167456186	0.949671592008509	-0.125440910040208	0.0118297110458932	0.875175629407146	0.998682844793179	-0.0705530966218939	0.958428402785477	0.174314097431131	TCTP.1.1.m.63490	TCTP	protein
0.979445546193914	-0.253365689910678	0.967036679485888	0.397755015852276	0.949671592008509	0.108540866701913	0.979180442953242	-0.430952480267138	0.0152987241870873	-1.34223159686494	0.958428402785477	-0.304405627743128	LAMA.1.1.m.8714	LAMA	protein
0.979445546193914	0.271589501446202	0.967036679485888	0.649293782848241	0.949671592008509	1.00446841255423	0.979180442953242	1.20167645408433	0.998682844793179	1.41265590529853	0.194801529484235	2.07122060446703	FAU1.1.3.m.5445	FAU1	protein
0.979445546193914	-0.186431168383389	0.967036679485888	-0.0421571520655979	0.949671592008509	0.226860833890673	0.979180442953242	0.498980762002873	0.998682844793179	0.471549594352098	0.958428402785477	0.164330008858508	MLRA.2.2.m.64935	MLRA	protein
0.979445546193914	0.172053827895287	0.967036679485888	0.341171487485908	0.949671592008509	0.58379537860595	0.85511025539621	-0.638382633045977	0.0152987241870873	-1.3701133784808	0.958428402785477	-0.217348893473905	ATPD.1.1.m.8800	ATPD	protein
0.979445546193914	-0.181286753580241	0.967036679485888	0.203983272455596	0.949671592008509	0.103286148772142	0.979180442953242	0.104955796140473	0.998682844793179	0.129866204318125	0.958428402785477	0.284152696554409	PPIA.2.2.m.22956	PPIA	protein
3.78575968087434e-10	2.41843088977547	0.967036679485888	0.402200920883468	0.949671592008509	-0.0254128771053352	0.979180442953242	0.0123923445598235	0.998682844793179	-0.536063589757777	0.958428402785477	-0.0923489019354617	CO6A3.2.4.m.33982	CO6A3	protein
0.0397751974017375	-1.71633766625322	0.967036679485888	-0.227849469366226	0.949671592008509	0.119945629974162	0.979180442953242	-0.950326639360717	0.998682844793179	0.457050024656983	0.963455877066767	0.123688024361162	DYH2.1.2.m.24785	DYH2.1.2.m.24785	protein
0.0962549751687834	1.68662700072505	0.967036679485888	-0.16226112773865	0.949671592008509	0.226860833890674	0.979180442953242	0.356334698873335	0.998682844793179	0.0256327821892821	0.958428402785477	0.0532986964697644	AMY1.3.3.m.27175	AMY1	protein
0.904290185128603	0.660631792192102	0.967036679485888	-0.0270304599781301	0.949671592008509	0.096800293326301	0.979180442953242	0.182123656662932	0.998682844793179	0.0214651479740526	0.978007666549162	-0.0159639659673489	FKB14.3.4.m.26463	FKB14	protein
0.979445546193914	0.0659867380736046	0.967036679485888	-0.0902140058804193	8.00802021814919e-05	-0.517125187953306	0.979180442953242	0.128086253824062	0.998682844793179	0.0664482579739669	0.958428402785477	-0.113415180350726	ACT.1.1.m.53937	ACT.1.1.m.53937	protein
0.0449774390989142	-0.466870339400335	0.967036679485888	-0.251696211320594	0.949671592008509	-0.46866004197818	0.979180442953242	-0.171014754484916	0.70458751436826	0.57381069711311	0.958428402785477	0.183257290594432	TBA.1.1.m.57578	TBA	protein
0.0223693818314752	-1.95080291989025	0.967036679485888	0.327365687960878	0.949671592008509	-0.773139166109326	0.979180442953242	-0.950326639360717	0.998682844793179	0.997618406019686	0.978007666549162	0.0532986964697646	EFCB6.1.1.m.9762	EFCB6	protein
0.0117324317673627	0.558669381246647	0.967036679485888	0.295456440006134	0.949671592008509	0.231507198747039	0.979180442953242	0.0976343990904507	0.998682844793179	0.098606213604512	0.988570254314213	0.00253558278787658	MATN1.3.5.m.46206	MATN1	protein
0.0469773294173633	-0.338049353121583	0.967036679485888	-0.107899619545666	0.949671592008509	-0.265655418065888	3.78072651934954e-16	-1.36839183133713	0.998682844793179	-0.463015959699269	2.20810258833755e-05	-0.765280663250094	FAT4.1.1.m.34344	FAT4.1.1.m.34344	protein
0.588517572148953	-0.489222834674372	0.967036679485888	0.152208036747323	0.949671592008509	0.337043751641096	0.979180442953242	0.408466749278507	0.998682844793179	0.0722572069124414	0.958428402785477	0.191859527002742	MLE.1.9.m.15462	MLE	protein
0.613053027158169	2.37112517499712	0.967036679485888	0.812792515131119	0.949671592008509	-0.58049408816693	0.979180442953242	-0.824795757276858	0.998682844793179	-1.11785881140025	0.0336863103329312	-2.68366689769644	SIDF.1.2.m.43407	SIDF	protein
0.979445546193914	0.0871355627696975	0.967036679485888	0.0654579475813684	0.949671592008509	0.0949233634997295	0.144651296044249	0.285161439587414	0.998682844793179	0.2319636301179	0.185200543016051	0.265617395793104	MYS.4.7.m.18188	MYS.4.7.m.18188	protein
0.400595585580515	-0.263291318891303	0.967036679485888	0.162376952921347	0.949671592008509	0.340817023187761	0.00336877170246717	0.504367060269916	0.998682844793179	0.163450652828116	0.958428402785477	0.055623749416009	MYS.7.7.m.44342	MYS.7.7.m.44342	protein
0.979445546193914	0.0894141801861554	0.967036679485888	0.185346683088451	0.949671592008509	0.168184926563066	0.979180442953242	-0.0169243880897412	0.998682844793179	0.0870174910727926	0.958428402785477	0.126251297243144	MYSP.8.9.m.44813	MYSP	protein
0.0223693818314752	-2.5357654206114	0.967036679485888	-0.18720748486888	0.983037974432137	0.0342157559482779	0.979180442953242	0.786638954805489	0.998682844793179	-0.00238159398031446	0.958428402785477	-1.94670130353024	EFCB5.1.2.m.20047	EFCB5	protein
0.979445546193914	-0.223821414296663	0.967036679485888	-0.128313795815312	0.949671592008509	-0.135709245494034	0.979180442953242	-0.47388859541773	0.998682844793179	-0.253920360976279	0.958428402785477	-0.71537575742378	PPIB.1.1.m.1745	PPIB	protein
0.979445546193914	0.0491970801097538	0.967036679485888	-2.45024189070267	0.949671592008509	-1.15165078936306	0.821405064983526	-1.79832354591567	0.998682844793179	-1.58734409470147	0.958428402785477	-0.361738802809079	SNO1.1.1.m.28341	SNO1	protein
0.979445546193914	0.0345997038967969	0.967036679485888	0.114542728080851	0.949671592008509	-0.0687879361978396	0.979180442953242	0.178956377584249	0.998682844793179	0.252585530585364	0.958428402785477	0.172084848920276	ACT.1.1.m.21817	ACT.1.1.m.21817	protein
0.0445558888020763	1.59351759633356	0.967036679485888	0.322347613194252	0.949671592008509	0.319970238282155	0.992630036656368	0.00386967102615809	0.998682844793179	0.412655905298529	0.958428402785477	0.400101459996156	NRP.2.4.m.39720	NRP	protein
0.979445546193914	-0.154943636670471	0.967036679485888	0.134720610018482	0.949671592008509	0.0956163006124218	0.979180442953242	0.433459925933686	0.998682844793179	0.25477624551681	0.962716876337103	0.0273034879368206	PCKG.1.2.m.43785	PCKG	protein
0.979445546193914	-0.56747428033874	0.967036679485888	0.0676064141599451	0.949671592008509	0.0707416319733918	0.979180442953242	-0.636218048932654	0.998682844793179	-1.65445829056001	0.0157536724622104	-1.63182796617682	PGBM.2.3.m.42178	PGBM	protein
0.979445546193914	0.101967555364922	0.967036679485888	0.12908507534905	0.949671592008509	0.0761551281597566	0.0843947848590309	0.33547674043087	0.314199290394508	0.313787231618363	0.958428402785477	0.0471068627554967	UNC22.2.7.m.2274	UNC22.2.7.m.2274	protein
0.979445546193914	0.102274132398716	0.967036679485888	0.112000533518398	0.949671592008509	0.0587710890765791	0.0998885450070142	0.329966966818681	0.314199290394508	0.311412073165869	0.958428402785477	0.0750404756238314	UNC22.3.7.m.20773	UNC22.3.7.m.20773	protein
0.979445546193914	-0.216041596650769	0.967036679485888	0.119290569448876	0.949671592008509	-0.267903857858903	0.979180442953242	0.175204242723141	0.998682844793179	0.461899424318378	0.0521608375980668	0.724675949008394	UNC22.5.7.m.43551	UNC22.5.7.m.43551	protein
0.979445546193914	0.107411694055051	0.967036679485888	0.112045172050586	0.949671592008509	0.0591333881526062	0.141023033298628	0.316820941150546	0.615828975454622	0.290517452295516	0.958428402785477	0.101972543205454	UNC22.7.7.m.54053	UNC22.7.7.m.54053	protein
0.0634913707950437	-3.03826576114059	0.967036679485888	0.134720610018482	0.949671592008509	0.226860833890674	0.979180442953242	0.0496733606392824	0.998682844793179	-0.00238159398031423	0.958428402785477	-0.361738802809079	PIDD1.1.1.m.54294	PIDD1	protein
