Var1	Var2	semsimValue	type
carbohydrate metabolic process	cellular amino acid metabolic proce...	0.509256357433032	term-term
DNA metabolic process	cellular amino acid metabolic proce...	0.565386695331276	term-term
tRNA metabolic process	cellular amino acid metabolic proce...	0.565386695331276	term-term
cellular protein modification proce...	lipid metabolic process	0.509256357433032	term-term
nucleobase-containing compound cata...	lipid metabolic process	0.509256357433032	term-term
mRNA processing	lipid metabolic process	0.509256357433032	term-term
translation	lipid metabolic process	0.509256357433032	term-term
small molecule metabolic process	lipid metabolic process	0.817941949811441	term-term
carbohydrate metabolic process	lipid metabolic process	0.509256357433032	term-term
DNA metabolic process	lipid metabolic process	0.509256357433032	term-term
tRNA metabolic process	lipid metabolic process	0.509256357433032	term-term
cellular amino acid metabolic proce...	lipid metabolic process	0.754628178716516	term-term
cellular nitrogen compound metaboli...	sulfur compound metabolic process	0.58061327982149	term-term
transport	protein targeting	0.722360419974855	term-term
nucleocytoplasmic transport	protein targeting	0.754628178716516	term-term
vesicle-mediated transport	protein targeting	0.565386695331276	term-term
cellular component assembly	membrane organization	0.58061327982149	term-term
ribonucleoprotein complex assembly	membrane organization	0.503403712296642	term-term
protein-containing complex assembly	membrane organization	0.549507752740901	term-term
cytoskeleton organization	membrane organization	0.503403712296642	term-term
cell morphogenesis	membrane organization	0.503403712296642	term-term
cellular component assembly	plasma membrane organization	0.529385261038077	term-term
protein-containing complex assembly	plasma membrane organization	0.503403712296642	term-term
membrane organization	plasma membrane organization	0.916099381283893	term-term
transport	vacuolar transport	0.722360419974855	term-term
nucleocytoplasmic transport	vacuolar transport	0.565386695331276	term-term
vesicle-mediated transport	vacuolar transport	0.565386695331276	term-term
protein targeting	vacuolar transport	0.565386695331276	term-term
cellular component assembly	cell junction organization	0.529385261038077	term-term
protein-containing complex assembly	cell junction organization	0.503403712296642	term-term
membrane organization	cell junction organization	0.503403712296642	term-term
cellular component assembly	chromosome organization	0.529385261038077	term-term
protein-containing complex assembly	chromosome organization	0.503403712296642	term-term
cytoskeleton organization	chromosome organization	0.754628178716516	term-term
membrane organization	chromosome organization	0.503403712296642	term-term
anatomical structure development	developmental maturation	0.612822988883425	term-term
embryo development	developmental maturation	0.640536779089365	term-term
anatomical structure formation invo...	developmental maturation	0.565386695331276	term-term
cell differentiation	developmental maturation	0.640536779089365	term-term
cell morphogenesis	developmental maturation	0.640536779089365	term-term
anatomical structure development	aging	0.612822988883425	term-term
embryo development	aging	0.640536779089365	term-term
anatomical structure formation invo...	aging	0.565386695331276	term-term
cell differentiation	aging	0.640536779089365	term-term
cell morphogenesis	aging	0.640536779089365	term-term
developmental maturation	aging	0.640536779089365	term-term
embryo development	nervous system process	0.754628178716516	term-term
transport	cytoskeleton-dependent intracellula...	0.722360419974855	term-term
nucleocytoplasmic transport	cytoskeleton-dependent intracellula...	0.754628178716516	term-term
vesicle-mediated transport	cytoskeleton-dependent intracellula...	0.565386695331276	term-term
protein targeting	cytoskeleton-dependent intracellula...	0.754628178716516	term-term
vacuolar transport	cytoskeleton-dependent intracellula...	0.565386695331276	term-term
enzyme binding	transcription factor binding	0.640536779089365	term-term
RNA binding	transcription factor binding	0.529385261038077	term-term
cytoskeletal protein binding	transcription factor binding	0.640536779089365	term-term
transport	transmembrane transport	0.722360419974855	term-term
nucleocytoplasmic transport	transmembrane transport	0.565386695331276	term-term
vesicle-mediated transport	transmembrane transport	0.565386695331276	term-term
protein targeting	transmembrane transport	0.565386695331276	term-term
vacuolar transport	transmembrane transport	0.565386695331276	term-term
cytoskeleton-dependent intracellula...	transmembrane transport	0.565386695331276	term-term
GTPase activity	hydrolase activity, acting on glyco...	0.599815795980748	term-term
peptidase activity	hydrolase activity, acting on glyco...	0.599815795980748	term-term
nuclease activity	hydrolase activity, acting on glyco...	0.599815795980748	term-term
ATPase activity	hydrolase activity, acting on glyco...	0.599815795980748	term-term
GTPase activity	hydrolase activity, acting on carbo...	0.599815795980748	term-term
peptidase activity	hydrolase activity, acting on carbo...	0.599815795980748	term-term
nuclease activity	hydrolase activity, acting on carbo...	0.599815795980748	term-term
ATPase activity	hydrolase activity, acting on carbo...	0.599815795980748	term-term
hydrolase activity, acting on glyco...	hydrolase activity, acting on carbo...	0.599815795980748	term-term
cellular component assembly	extracellular matrix organization	0.529385261038077	term-term
protein-containing complex assembly	extracellular matrix organization	0.503403712296642	term-term
membrane organization	extracellular matrix organization	0.503403712296642	term-term
cell motility	locomotion	0.916099381283893	term-term
embryo development	circulatory system process	0.754628178716516	term-term
nervous system process	circulatory system process	0.845187617264232	term-term
enzyme binding	histone binding	0.640536779089365	term-term
RNA binding	histone binding	0.529385261038077	term-term
cytoskeletal protein binding	histone binding	0.640536779089365	term-term
transcription factor binding	histone binding	0.640536779089365	term-term
enzyme binding	unfolded protein binding	0.640536779089365	term-term
RNA binding	unfolded protein binding	0.529385261038077	term-term
cytoskeletal protein binding	unfolded protein binding	0.640536779089365	term-term
transcription factor binding	unfolded protein binding	0.640536779089365	term-term
histone binding	unfolded protein binding	0.640536779089365	term-term
cellular component assembly	mitochondrion organization	0.529385261038077	term-term
protein-containing complex assembly	mitochondrion organization	0.503403712296642	term-term
cytoskeleton organization	mitochondrion organization	0.754628178716516	term-term
membrane organization	mitochondrion organization	0.503403712296642	term-term
chromosome organization	mitochondrion organization	0.754628178716516	term-term
RL3	cellular component assembly	NA	protein-term
RL3	ribonucleoprotein complex assembly	NA	protein-term
RL3	protein-containing complex assembly	NA	protein-term
ABCE1	transport	NA	protein-term
ABCE1	nucleocytoplasmic transport	NA	protein-term
SPTN5	signal transduction	NA	protein-term
SPTN5	cellular protein modification proce...	NA	protein-term
TPP2	cellular protein modification proce...	NA	protein-term
TBB4	cytoskeleton organization	NA	protein-term
TBA3.1.1.m.5111	cytoskeleton organization	NA	protein-term
TBA1	cytoskeleton organization	NA	protein-term
TBB.1.1.m.57452	cytoskeleton organization	NA	protein-term
TBA1A	cytoskeleton organization	NA	protein-term
TBA3.2.9.m.9962	cytoskeleton organization	NA	protein-term
PRP19	ribonucleoprotein complex assembly	NA	protein-term
PRP19	cellular component assembly	NA	protein-term
PRP19	protein-containing complex assembly	NA	protein-term
TBA3.2.9.m.9962	mitotic cell cycle	NA	protein-term
TBA3.2.9.m.9962	cell cycle	NA	protein-term
TBA3.1.1.m.5111	mitotic cell cycle	NA	protein-term
TBA3.1.1.m.5111	cell cycle	NA	protein-term
FLNA.2.6.m.11845	mitotic cell cycle	NA	protein-term
FLNA.2.6.m.11845	cell cycle	NA	protein-term
TBB4	mitotic cell cycle	NA	protein-term
TBB4	cell cycle	NA	protein-term
TBA1A	mitotic cell cycle	NA	protein-term
TBA1A	cell cycle	NA	protein-term
TBB.1.1.m.57452	mitotic cell cycle	NA	protein-term
TBB.1.1.m.57452	cell cycle	NA	protein-term
TBA1	mitotic cell cycle	NA	protein-term
TBA1	cell cycle	NA	protein-term
KS6A3	ion binding	NA	protein-term
IDHP	ion binding	NA	protein-term
PAN2	nucleobase-containing compound cata...	NA	protein-term
PAN2	cellular nitrogen compound metaboli...	NA	protein-term
PAN2	catabolic process	NA	protein-term
SODC	response to stress	NA	protein-term
U5S1	cellular nitrogen compound metaboli...	NA	protein-term
U5S1	mRNA processing	NA	protein-term
PRP19	cellular nitrogen compound metaboli...	NA	protein-term
PRP19	mRNA processing	NA	protein-term
PDC6I	cellular component assembly	NA	protein-term
PDC6I	cytoskeleton organization	NA	protein-term
KS6A3	anatomical structure development	NA	protein-term
SODC	anatomical structure development	NA	protein-term
PLOD3	anatomical structure development	NA	protein-term
PLOD3	embryo development	NA	protein-term
TITIN.8.19.m.35861	anatomical structure development	NA	protein-term
TITIN.8.19.m.35861	embryo development	NA	protein-term
EIF3D	ribonucleoprotein complex assembly	NA	protein-term
EIF3D	protein-containing complex assembly	NA	protein-term
EIF3D	cellular component assembly	NA	protein-term
TITIN.8.19.m.35861	anatomical structure formation invo...	NA	protein-term
TLN1	lipid binding	NA	protein-term
FAT4.1.1.m.65727	anatomical structure development	NA	protein-term
FAT4.1.1.m.34344	anatomical structure development	NA	protein-term
PRP19	cell proliferation	NA	protein-term
ROAA	cell differentiation	NA	protein-term
PLOD3	cell morphogenesis	NA	protein-term
SODC	homeostatic process	NA	protein-term
TITIN.8.19.m.35861	enzyme binding	NA	protein-term
TITIN.m.27774	enzyme binding	NA	protein-term
RS26	biosynthetic process	NA	protein-term
RS26	translation	NA	protein-term
RS26	cellular nitrogen compound metaboli...	NA	protein-term
KS6A3	immune system process	NA	protein-term
KS6A3	signal transduction	NA	protein-term
SODC	immune system process	NA	protein-term
ITIH4.1.1.m.39811	transport	NA	protein-term
ITIH4.1.1.m.39811	vesicle-mediated transport	NA	protein-term
TITIN.m.27774	transport	NA	protein-term
TITIN.m.27774	vesicle-mediated transport	NA	protein-term
TLN1	transport	NA	protein-term
TLN1	vesicle-mediated transport	NA	protein-term
FLNA.3.5.m.38669	transport	NA	protein-term
FLNA.3.5.m.38669	vesicle-mediated transport	NA	protein-term
FLNA.2.5.m.37450	transport	NA	protein-term
FLNA.2.5.m.37450	vesicle-mediated transport	NA	protein-term
CO6A3	cell morphogenesis	NA	protein-term
PAN2	DNA binding	NA	protein-term
PAN2	RNA binding	NA	protein-term
H2B7	DNA binding	NA	protein-term
PDCD5	DNA binding	NA	protein-term
HEXP	DNA binding	NA	protein-term
ZFR	DNA binding	NA	protein-term
FAS	DNA binding	NA	protein-term
FLNA.2.5.m.37450	translation factor activity, RNA bi...	NA	protein-term
FLNA.2.5.m.37450	rRNA binding	NA	protein-term
FLNA.2.5.m.37450	RNA binding	NA	protein-term
ZFR	translation factor activity, RNA bi...	NA	protein-term
ZFR	rRNA binding	NA	protein-term
ZFR	RNA binding	NA	protein-term
SYNE1.2.2.m.54514	translation factor activity, RNA bi...	NA	protein-term
SYNE1.2.2.m.54514	rRNA binding	NA	protein-term
SYNE1.2.2.m.54514	RNA binding	NA	protein-term
FLNA.3.5.m.38669	translation factor activity, RNA bi...	NA	protein-term
FLNA.3.5.m.38669	rRNA binding	NA	protein-term
FLNA.3.5.m.38669	RNA binding	NA	protein-term
VIGLN	translation factor activity, RNA bi...	NA	protein-term
VIGLN	rRNA binding	NA	protein-term
VIGLN	RNA binding	NA	protein-term
SYNE1.1.2.m.37063	translation factor activity, RNA bi...	NA	protein-term
SYNE1.1.2.m.37063	rRNA binding	NA	protein-term
SYNE1.1.2.m.37063	RNA binding	NA	protein-term
GRN	translation factor activity, RNA bi...	NA	protein-term
GRN	rRNA binding	NA	protein-term
GRN	RNA binding	NA	protein-term
U5S1	translation factor activity, RNA bi...	NA	protein-term
U5S1	rRNA binding	NA	protein-term
U5S1	RNA binding	NA	protein-term
ROAA	translation factor activity, RNA bi...	NA	protein-term
ROAA	rRNA binding	NA	protein-term
ROAA	RNA binding	NA	protein-term
EIF3D	translation factor activity, RNA bi...	NA	protein-term
EIF3D	rRNA binding	NA	protein-term
EIF3D	RNA binding	NA	protein-term
RS17	structural molecule activity	NA	protein-term
RS17	structural constituent of ribosome	NA	protein-term
RLA2	structural molecule activity	NA	protein-term
RLA2	structural constituent of ribosome	NA	protein-term
RS26	structural molecule activity	NA	protein-term
RS26	structural constituent of ribosome	NA	protein-term
RL3	structural molecule activity	NA	protein-term
RL3	structural constituent of ribosome	NA	protein-term
RS3A	structural molecule activity	NA	protein-term
RS3A	structural constituent of ribosome	NA	protein-term
RS13	structural molecule activity	NA	protein-term
RS13	structural constituent of ribosome	NA	protein-term
EF1A	translation factor activity, RNA bi...	NA	protein-term
EF1A	RNA binding	NA	protein-term
FKB14	isomerase activity	NA	protein-term
PDIA1	isomerase activity	NA	protein-term
CROCC	cytoskeletal protein binding	NA	protein-term
SPTN5	cytoskeletal protein binding	NA	protein-term
SPTCA.2.2.m.25615	cytoskeletal protein binding	NA	protein-term
SYNE1.1.2.m.37063	cytoskeletal protein binding	NA	protein-term
MYO15	cytoskeletal protein binding	NA	protein-term
SPTCA.1.2.m.1905	cytoskeletal protein binding	NA	protein-term
FLNA.2.6.m.11845	cytoskeletal protein binding	NA	protein-term
SPTCB	cytoskeletal protein binding	NA	protein-term
SYNE1.2.2.m.54514	cytoskeletal protein binding	NA	protein-term
ZASP	cytoskeletal protein binding	NA	protein-term
TBB.7.7.m.63980	GTPase activity	NA	protein-term
TBB4	GTPase activity	NA	protein-term
TBB.1.1.m.57452	GTPase activity	NA	protein-term
TBB.1.1.m.40048	GTPase activity	NA	protein-term
TBB.1.7.m.12262	GTPase activity	NA	protein-term
TBA1	GTPase activity	NA	protein-term
EF1A	GTPase activity	NA	protein-term
TBB.6.7.m.57854	GTPase activity	NA	protein-term
TBA3.1.1.m.5111	GTPase activity	NA	protein-term
U5S1	GTPase activity	NA	protein-term
TBA1A	GTPase activity	NA	protein-term
TBA3.2.9.m.9962	GTPase activity	NA	protein-term
THIM	transferase activity, transferring ...	NA	protein-term
KARG	kinase activity	NA	protein-term
TPP2	peptidase activity	NA	protein-term
CNDP2	peptidase activity	NA	protein-term
PCY2	nucleotidyltransferase activity	NA	protein-term
FAS	transferase activity, transferring ...	NA	protein-term
FAS	oxidoreductase activity	NA	protein-term
ALF	lyase activity	NA	protein-term
IDHP	oxidoreductase activity	NA	protein-term
PAN2	nuclease activity	NA	protein-term
KAD9.2.3.m.49697	kinase activity	NA	protein-term
KAD9.3.3.m.63103	kinase activity	NA	protein-term
RPN1	transferase activity, transferring ...	NA	protein-term
PDIA1	oxidoreductase activity	NA	protein-term
PCCA	ligase activity	NA	protein-term
KS6A3	kinase activity	NA	protein-term
TITIN.8.19.m.35861	kinase activity	NA	protein-term
UNC22.19.19.m.66288	kinase activity	NA	protein-term
UNC22.5.7.m.43551	kinase activity	NA	protein-term
TITIN.m.27774	kinase activity	NA	protein-term
SODC	oxidoreductase activity	NA	protein-term
SYRC	ligase activity	NA	protein-term
ITIH4.1.1.m.39811	enzyme regulator activity	NA	protein-term
ITIH4.1.1.m.39091	enzyme regulator activity	NA	protein-term
CO6A3	enzyme regulator activity	NA	protein-term
CRB	enzyme binding	NA	protein-term
COPG2	structural molecule activity	NA	protein-term
COPG2	structural constituent of ribosome	NA	protein-term
IFEA.1.1.m.42880	structural molecule activity	NA	protein-term
IFEA.1.1.m.42880	structural constituent of ribosome	NA	protein-term
CROCC	structural molecule activity	NA	protein-term
CROCC	structural constituent of ribosome	NA	protein-term
IFEA.2.3.m.44496	structural molecule activity	NA	protein-term
IFEA.2.3.m.44496	structural constituent of ribosome	NA	protein-term
TBA1	structural molecule activity	NA	protein-term
TITIN.8.19.m.35861	structural molecule activity	NA	protein-term
TLN1	structural molecule activity	NA	protein-term
TBA	structural molecule activity	NA	protein-term
TBB.1.1.m.40048	structural molecule activity	NA	protein-term
TBA1A	structural molecule activity	NA	protein-term
TBB4	structural molecule activity	NA	protein-term
TBA3.1.1.m.5111	structural molecule activity	NA	protein-term
TBB.1.7.m.12262	structural molecule activity	NA	protein-term
SPTCB	structural molecule activity	NA	protein-term
TBA3.2.9.m.9962	structural molecule activity	NA	protein-term
TBB.7.7.m.63980	structural molecule activity	NA	protein-term
TBB.6.7.m.57854	structural molecule activity	NA	protein-term
TBB.1.1.m.57452	structural molecule activity	NA	protein-term
CMC	transmembrane transporter activity	NA	protein-term
AT2B3	transmembrane transporter activity	NA	protein-term
AT2B3	ATPase activity	NA	protein-term
AT1A	transmembrane transporter activity	NA	protein-term
AT1A	ATPase activity	NA	protein-term
S4A8	transmembrane transporter activity	NA	protein-term
PLOD3	ion binding	NA	protein-term
GLSN	ion binding	NA	protein-term
ABCE1	ion binding	NA	protein-term
SODC	ion binding	NA	protein-term
MLRA	ion binding	NA	protein-term
TITIN.m.27774	ion binding	NA	protein-term
SPTCA.1.2.m.1905	ion binding	NA	protein-term
SPTCA.2.2.m.25615	ion binding	NA	protein-term
CMC	ion binding	NA	protein-term
TITIN.8.19.m.35861	ion binding	NA	protein-term
SVEP1	ion binding	NA	protein-term
CRB	ion binding	NA	protein-term
FKB14	ion binding	NA	protein-term
FAT4.1.1.m.65727	ion binding	NA	protein-term
MLP	ion binding	NA	protein-term
CALUB	ion binding	NA	protein-term
CALX	ion binding	NA	protein-term
CALR.2.3.m.36820	ion binding	NA	protein-term
FAT4.1.1.m.34344	ion binding	NA	protein-term
MLE	ion binding	NA	protein-term
CALM.50.50.m.67046	ion binding	NA	protein-term
DYH7	ion binding	NA	protein-term
SCP	ion binding	NA	protein-term
CALM.44.50.m.56751	ion binding	NA	protein-term
CALR.1.3.m.35108	ion binding	NA	protein-term
SPTCB	lipid binding	NA	protein-term
FAS	small molecule metabolic process	NA	protein-term
ALF	catabolic process	NA	protein-term
ALF	generation of precursor metabolites...	NA	protein-term
ALF	cofactor metabolic process	NA	protein-term
ALF	carbohydrate metabolic process	NA	protein-term
ALF	small molecule metabolic process	NA	protein-term
ALF	cellular nitrogen compound metaboli...	NA	protein-term
IDHP	small molecule metabolic process	NA	protein-term
IDHP	carbohydrate metabolic process	NA	protein-term
KAD9.2.3.m.49697	biosynthetic process	NA	protein-term
KAD9.2.3.m.49697	small molecule metabolic process	NA	protein-term
KAD9.2.3.m.49697	cellular nitrogen compound metaboli...	NA	protein-term
KAD9.3.3.m.63103	biosynthetic process	NA	protein-term
KAD9.3.3.m.63103	small molecule metabolic process	NA	protein-term
KAD9.3.3.m.63103	cellular nitrogen compound metaboli...	NA	protein-term
PRP19	DNA metabolic process	NA	protein-term
PRP19	response to stress	NA	protein-term
H2B7	protein-containing complex assembly	NA	protein-term
H2B7	cellular component assembly	NA	protein-term
PAN2	mRNA processing	NA	protein-term
RS13	translation	NA	protein-term
RS13	biosynthetic process	NA	protein-term
RS13	cellular nitrogen compound metaboli...	NA	protein-term
RS3A	translation	NA	protein-term
RS3A	biosynthetic process	NA	protein-term
RS3A	cellular nitrogen compound metaboli...	NA	protein-term
RL3	translation	NA	protein-term
RL3	biosynthetic process	NA	protein-term
RL3	cellular nitrogen compound metaboli...	NA	protein-term
RS17	translation	NA	protein-term
RS17	biosynthetic process	NA	protein-term
RS17	cellular nitrogen compound metaboli...	NA	protein-term
EF1A	translation	NA	protein-term
EF1A	biosynthetic process	NA	protein-term
EF1A	cellular nitrogen compound metaboli...	NA	protein-term
RLA2	biosynthetic process	NA	protein-term
SYRC	small molecule metabolic process	NA	protein-term
SYRC	tRNA metabolic process	NA	protein-term
SYRC	cellular amino acid metabolic proce...	NA	protein-term
SYRC	cellular nitrogen compound metaboli...	NA	protein-term
PDIA1	protein folding	NA	protein-term
CALX	protein folding	NA	protein-term
CALR.2.3.m.36820	protein folding	NA	protein-term
CALR.1.3.m.35108	protein folding	NA	protein-term
SACS	protein folding	NA	protein-term
OST48	cellular protein modification proce...	NA	protein-term
RPN2	cellular protein modification proce...	NA	protein-term
PLOD3	cellular protein modification proce...	NA	protein-term
GLSN	small molecule metabolic process	NA	protein-term
GLSN	cellular amino acid metabolic proce...	NA	protein-term
GLYC	cellular amino acid metabolic proce...	NA	protein-term
GLYC	small molecule metabolic process	NA	protein-term
FAS	biosynthetic process	NA	protein-term
FAS	lipid metabolic process	NA	protein-term
THIM	small molecule metabolic process	NA	protein-term
THIM	catabolic process	NA	protein-term
THIM	lipid metabolic process	NA	protein-term
PCY2	biosynthetic process	NA	protein-term
PCY2	lipid metabolic process	NA	protein-term
SODC	sulfur compound metabolic process	NA	protein-term
SODC	cellular nitrogen compound metaboli...	NA	protein-term
KAD9.3.3.m.63103	generation of precursor metabolites...	NA	protein-term
KAD9.2.3.m.49697	generation of precursor metabolites...	NA	protein-term
CMC	transport	NA	protein-term
VIGLN	transport	NA	protein-term
AT2B3	homeostatic process	NA	protein-term
COPG2	transport	NA	protein-term
COPG2	protein targeting	NA	protein-term
SPTN5	vesicle-mediated transport	NA	protein-term
SPTN5	transport	NA	protein-term
PDCD5	cell death	NA	protein-term
PDC6I	cell death	NA	protein-term
ITIH4.1.1.m.39811	response to stress	NA	protein-term
ITIH4.1.1.m.39091	response to stress	NA	protein-term
FAT4.1.1.m.65727	membrane organization	NA	protein-term
FAT4.1.1.m.65727	plasma membrane organization	NA	protein-term
FAT4.1.1.m.34344	membrane organization	NA	protein-term
FAT4.1.1.m.34344	plasma membrane organization	NA	protein-term
SPTCB	membrane organization	NA	protein-term
SPTCB	plasma membrane organization	NA	protein-term
SPTCA.1.2.m.1905	membrane organization	NA	protein-term
SPTCA.1.2.m.1905	plasma membrane organization	NA	protein-term
SPTCA.2.2.m.25615	membrane organization	NA	protein-term
SPTCA.2.2.m.25615	plasma membrane organization	NA	protein-term
PMFBP	cytoskeleton organization	NA	protein-term
TLN1	cytoskeleton organization	NA	protein-term
SPTN5	vacuolar transport	NA	protein-term
TLN1	cell junction organization	NA	protein-term
TLN1	cellular component assembly	NA	protein-term
KS6A3	cell cycle	NA	protein-term
KS6A3	mitotic cell cycle	NA	protein-term
RCC1	chromosome segregation	NA	protein-term
TITIN.m.27774	chromosome organization	NA	protein-term
CP135	cellular component assembly	NA	protein-term
SSPO.3.8.m.32060	cell adhesion	NA	protein-term
CO6A3	cell adhesion	NA	protein-term
SSPO.7.8.m.41875	cell adhesion	NA	protein-term
SVEP1	cell adhesion	NA	protein-term
SSPO.6.8.m.41866	cell adhesion	NA	protein-term
FAT4.1.1.m.34344	cell adhesion	NA	protein-term
FAT4.1.1.m.65727	cell adhesion	NA	protein-term
ITB1.1.1.m.59423	cell adhesion	NA	protein-term
ITB1.1.1.m.21821	cell adhesion	NA	protein-term
MLP	cell adhesion	NA	protein-term
GRN	signal transduction	NA	protein-term
FLNA.2.5.m.37450	signal transduction	NA	protein-term
FLNA.3.5.m.38669	signal transduction	NA	protein-term
FAT4.1.1.m.34344	signal transduction	NA	protein-term
FAT4.1.1.m.65727	signal transduction	NA	protein-term
ITB1.1.1.m.59423	signal transduction	NA	protein-term
TLN1	signal transduction	NA	protein-term
ITB1.1.1.m.21821	signal transduction	NA	protein-term
SDCB1	signal transduction	NA	protein-term
SDCB1	cell-cell signaling	NA	protein-term
SPTCA.1.2.m.1905	cell-cell signaling	NA	protein-term
SPTCB	cell-cell signaling	NA	protein-term
SPTCA.2.2.m.25615	cell-cell signaling	NA	protein-term
ZFR	anatomical structure development	NA	protein-term
ZFR	embryo development	NA	protein-term
CATL	anatomical structure development	NA	protein-term
CATL	embryo development	NA	protein-term
DYH1	cytoskeleton organization	NA	protein-term
