protein_ID	method	D_3_logFC_23	D_5_logFC_23	D_7_logFC_23	D_9_logFC_23	D_11_logFC_23	D_13_logFC_23	D_3_adj.ChiSq.pval_23	D_5_adj.ChiSq.pval_23	D_7_adj.ChiSq.pval_23	D_9_adj.ChiSq.pval_23	D_11_adj.ChiSq.pval_23	D_13_adj.ChiSq.pval_23	gene	type
CHOYP_ALF.2.3.m.40474	ASCA	0.225035293815235	0.0888791222170413	-0.121037089006329	0.0993588738319255	0.590927878231494	0.190191549125009	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.605952281676933	0.915324501700265	ALF	protein
CHOYP_AT1A.1.1.m.18017	PropTest	0.137437108970736	0.143326906239418	0.960845574904013	0.309925859771583	0.244345681150745	0.209963095321075	0.972056752910786	0.971021389430923	0.00143832541942314	0.940454783919857	0.775084662365426	0.915324501700265	AT1A	protein
CHOYP_ATP2B3.1.1.m.6573	PropTest	0.115410802640737	0.728289406960574	3.94467428423287	0.912590362226199	1.29618461267036	1.69108978505769	0.972056752910786	0.971021389430923	6.04571430478561e-06	0.940454783919857	0.775084662365426	0.915324501700265	AT2B3	protein
CHOYP_BRAFLDRAFT_103544.1.1.m.38439	PropTest	4.57484242127803	0.612812189540638	-0.315853265990352	-0.382865521299972	-1.13677479460574	-0.51054407611196	0.00150982694695646	0.971021389430923	0.997624329922123	0.940454783919857	0.470354386659829	0.915324501700265	SVEP1	protein
CHOYP_BRAFLDRAFT_106560.4.14.m.5053	PropTest	1.11541080264074	1.14332690623942	0.00607482889701028	0.327627861505043	3.88114711339152	0.369161690170329	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.067208707270779	0.915324501700265	RN213	protein
CHOYP_BRAFLDRAFT_113849.1.1.m.53400	ASCA	-0.0596759039173538	-0.104600607204168	0.446647420282992	-0.30464035399447	0.582488797827004	0.643784070279334	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	RS17	protein
CHOYP_BRAFLDRAFT_115608.1.1.m.25984	ASCA	0.0447562490769515	-0.165031490103866	-0.0903097075273323	-0.0874096377738001	-0.298558908843379	-0.574254781463304	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.133872680955289	IDHP	protein
CHOYP_BRAFLDRAFT_118423.2.3.m.29362	PropTest	0.922765724698341	0.143326906239418	0.198719906839406	0.842201034334801	2.1706537305865	1.8610147865	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0790418934213337	0.915324501700265	Y3794	protein
CHOYP_BRAFLDRAFT_126603.1.1.m.31078	PropTest	-0.934057873623563	-0.574902125345202	0.17208478033594	-0.257334639216113	-0.0257434822169995	-0.630838309829671	0.0540105603682563	0.971021389430923	0.997624329922123	0.940454783919857	0.981635990422128	0.915324501700265	ARMC4	protein
CHOYP_BRAFLDRAFT_129259.1.1.m.9267	PropTest	0.412392540397868	-0.170172566577365	-0.0265913600233114	-0.120832639311251	-1.60427971377872	-0.129360794611596	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.00385570630246655	0.915324501700265	GLSN	protein
CHOYP_BRAFLDRAFT_129885.1.2.m.24564	PropTest	-0.299626696638107	0.0729375783480197	-0.0934608446539045	-0.388579172494366	-2.08232701058337	-0.656833518362617	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0597704506865305	0.915324501700265	PDC6I	protein
CHOYP_BRAFLDRAFT_130809.1.1.m.5127	ASCA	0.0609630186183612	0.43878278976559	0.137319362175264	0.0546093670986272	0.787170965182505	0.0744184246091963	0.972056752910786	0.971021389430923	0.997624329922123	0.955256989009834	0.64289257504839	0.932617713263044	CBD1	protein
CHOYP_BRAFLDRAFT_208436.4.32.m.22689	ASCA	0.257429807513165	-0.0724017848160194	0.456736237906575	0.0825153636685112	0.144181519225312	0.871662030699512	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	RS13	protein
CHOYP_BRAFLDRAFT_228853.1.1.m.9833	PropTest	0.239146171062982	-0.188516657513027	-0.31078227644293	-0.303727544700564	-1.77910351463387	-0.408445888493223	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0711033144179821	0.915324501700265	EIF3D	protein
CHOYP_BRAFLDRAFT_264234.2.2.m.7063	ASCA	0.23570503635845	-0.0010630030957568	0.0764641567884086	-0.61578861012859	-1.18924221449988	-1.07444496130529	0.972056752910786	0.998264519679094	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	RS26	protein
CHOYP_BRAFLDRAFT_283789.1.1.m.40987	PropTest	-0.497566074250015	-0.484704316373624	1.7285408533681	0.327627861505043	0.559219018504156	-0.0865177936058612	0.972056752910786	0.971021389430923	0.00143832541942314	0.940454783919857	0.775084662365426	0.947471022032428	RPN1	protein
CHOYP_BRAFLDRAFT_85994.3.10.m.7126	PropTest	3.81585052078183	0.505896985624126	-0.119456053186848	-0.131803757132255	-1.87374038877195	1.69108978505769	0.0867351989356586	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	YQHH	protein
CHOYP_BRAFLDRAFT_86846.1.3.m.13594	PropTest	-1.88458919735926	-0.856673093760582	-0.283431788297974	-0.300403361107999	1.29618461267036	1.91348220639414	0.00182143717057132	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	CRB	protein
CHOYP_BRAFLDRAFT_89961.1.3.m.5717	ASCA	-0.399162370189021	-0.235184717014312	-0.17449741674481	0.508200107146864	-1.025743482217	-1.83247217099932	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	PE48A	protein
CHOYP_CALM.44.50.m.56751	ASCA	0.612910462111554	-0.0790655150970299	-0.553352579717008	0.00569976661768035	1.21818210066909	0.521164783615379	0.972056752910786	0.971021389430923	0.997624329922123	0.995421900843463	0.292449683314674	0.915324501700265	CALM.44.50.m.56751	protein
CHOYP_CALM.50.50.m.67046	PropTestASCA	-0.299626696638107	0.728289406960574	0.328002923784373	-0.579262734103476	2.29618461267036	0.428055379223897	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0163508044868021	0.915324501700265	CALM.50.50.m.67046	protein
CHOYP_CALUB.1.2.m.57842	ASCA	-0.16022363997269	0.0631565575554349	0.198719906839407	0.36944803719967	0.381914486696247	0.569099260679081	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	CALUB	protein
CHOYP_CALX.1.1.m.12010	PropTest	-0.5626611024719	0.628753733409659	1.17599983033932	0.858142578203823	2.61811270755773	1.45662453142067	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	1.34851323769103e-05	0.855805687891569	CALX	protein
CHOYP_CNDP2.3.4.m.30467	ASCA	0.208520207032219	0.223945366447702	-0.0118470791002512	0.273180077482666	0.280917856017052	0.458916342928657	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	CNDP2	protein
CHOYP_contig_008261.m.9575	PropTest	-3.20651729224662	0.143326906239418	0.00607482889701028	0.327627861505043	1.29618461267036	0.691089785057691	0.0380164960738385	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	FUMA	protein
CHOYP_contig_017941.m.21005	PropTest	3.17430449169431	0.202220595292986	0.0491435507888962	-0.186945311324716	-1.20631572785882	-0.811410555471493	0.0031493250955781	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	MLP	protein
CHOYP_contig_024424.m.27774	PropTest	-1.17409581455425	-0.484704316373624	-0.256959576936783	-0.087409637773801	-0.703815387329638	1.10612728433654	0.0373642850059043	0.971021389430923	0.997624329922123	0.966894670166965	0.877682521882862	0.915324501700265	TITIN.m.27774	protein
CHOYP_contig_025684.m.29301	ASCA	0.115410802640737	-0.342099920930824	0.112990032813522	0.327627861505043	2.14418151922531	2.27605228577885	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.171997103961136	0.871515139725654	CO2A1	protein
CHOYP_contig_026567.m.30260	ASCA	-0.415103914058042	-0.136781012953318	-0.195559032272639	-0.479727060552561	-0.096132810108398	-1.63083830982967	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.902292550846692	0.915324501700265	SPI2	protein
CHOYP_contig_038370.m.43386	ASCA	0.158479524532622	0.204727450903562	0.196177712276953	-0.0808369838503147	0.648486356601244	0.652615637243056	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.758972472912993	0.915324501700265	MDM2	protein
CHOYP_contig_039285.m.44499	ASCA	0.285335804083049	0.143326906239418	0.0060748288970105	0.427163535055958	0.730587436816138	0.861014786500004	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.730624487444673	0.915324501700265	ATPF	protein
CHOYP_contig_043818.m.50622	PropTest	-0.370016024529504	-0.0842346178712132	0.118185195218548	0.1206654807382	-0.709621009010843	-0.293480174372703	0.371490241613236	0.971021389430923	0.997624329922123	0.940454783919857	0.0400519130551872	0.915324501700265	CROCC	protein
CHOYP_contig_045550.m.53021	PropTestASCA	1.63897275869775	0.216083248674732	0.206373479382841	0.277001788435075	1.11062895951429	0.428055379223897	0.285616017498421	0.971021389430923	0.997624329922123	0.940454783919857	0.00682414547497604	0.915324501700265	ASPX	protein
CHOYP_contig_047731.m.56360	PropTestASCA	-0.691944119416867	0.143326906239418	0.00607482889701028	3.78705948014234	4.61811270755773	1.10612728433653	0.972056752910786	0.971021389430923	0.997624329922123	0.346345564413562	0.0013294825101226	0.915324501700265	COPB2	protein
CHOYP_contig_055984.m.66583	ASCA	0.778375815363166	0.295329999684467	-0.0383192904614429	0.105235440168595	0.51377604774299	0.691089785057691	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	TRPD	protein
CHOYP_COPG2.1.1.m.60836	PropTest	0.346736348747193	-0.0903454399630332	-0.0771806747523414	0.0334447571005843	-1.30372822951677	-0.18058611796677	0.972056752910786	0.971021389430923	0.997624329922123	0.941908264289972	0.0439502935135052	0.915324501700265	COPG2	protein
CHOYP_DNAH5.2.2.m.61452	PropTest	-0.804929748181612	-0.119707499594376	-0.113224099475334	0.186765325665193	-0.916809110663836	-0.790036904678925	0.000233726902399746	0.971021389430923	0.997624329922123	0.940454783919857	0.753583352023161	0.915324501700265	DYH5	protein
CHOYP_DNAH6.2.3.m.21512	PropTest	-1.35589491628485	-0.508749790340276	-0.524439887801769	-0.17487247902414	0.12625961122805	-0.308910214942309	0.0151363622735431	0.971021389430923	0.997624329922123	0.940454783919857	0.910872508237508	0.915324501700265	DYH6	protein
CHOYP_DNAH7.2.2.m.46648	PropTest	-1.06679252858001	-0.219243173145291	0.127381125119144	0.14929062024653	-0.218388560159395	-0.391372375134281	0.00166417739480099	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	DYH7	protein
CHOYP_DSIM_GD13062.1.1.m.3175	ASCA	0.267413896085788	0.143326906239418	0.175999830339323	-0.431364038991163	-1.87374038877195	0.176516612227933	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.918369483840077	SH3BG	protein
CHOYP_DVIR_GJ23521.1.1.m.2757	ASCA	0.515018261349976	1.00314924819116	-0.190962018162544	0.0645934556712495	0.66815339005732	-0.00934993308340193	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.989381813304268	H2B7	protein
CHOYP_DYH1.1.1.m.46156	PropTest	-1.50908006226706	-0.0201718260434616	-0.302047466465321	-0.520369045049907	-0.703815387329638	-0.571944620776103	0.00108444657192032	0.979730945004616	0.997624329922123	0.940454783919857	0.796166999855847	0.915324501700265	DYH1	protein
CHOYP_DYH2.1.1.m.28905	PropTest	-1.27944881470048	-1.01713776595383	0.299806031953721	0.632482443033464	-0.163247005966935	0.369161690170328	0.00966520998294866	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	DYH2	protein
CHOYP_DYHC.1.3.m.10664	PropTest	-0.851422333424063	0.134764892735994	-0.0196118147666393	0.584785701002167	-0.479109100154942	-0.59579136273047	1.98991806937858e-06	0.971021389430923	0.997624329922123	0.325580483324006	0.775084662365426	0.915324501700265	DYHC	protein
CHOYP_EF1A2.1.3.m.30022	PropTest	-0.0892796169622514	-0.627191247637815	0.213037209663852	0.160517875669784	-0.726899000442678	-0.850056483370976	0.972056752910786	0.135881614031062	0.997624329922123	0.940454783919857	0.0322527785420271	0.00281396317083313	EF1A	protein
CHOYP_EHI_072050.5.8.m.47580	PropTest	0.378445208474531	0.344960767409068	0.85407173545196	2.61303008036729	1.88114711339152	-0.971875227664738	0.972056752910786	0.971021389430923	0.997624329922123	0.000266566280309201	0.0083118068148564	0.915324501700265	DAPLE	protein
CHOYP_FASN.3.4.m.60278	PropTest	-1.83878550774614	-0.0335508558446618	-0.221335667206063	-0.309802059110249	-0.469350133692614	0.691089785057691	0.000482171734352082	0.971021389430923	0.997624329922123	0.940454783919857	0.787246195528223	0.915324501700265	FAS	protein
CHOYP_FLNA.2.6.m.11845	PropTest	0.123209173201143	0.187607467800111	-0.138108760088739	0.335363510284648	0.802740767926199	0.470624812292357	0.972056752910786	0.971021389430923	0.997624329922123	0.436943816167275	4.76343433150572e-10	0.00766727975291851	FLNA.2.6.m.11845	protein
CHOYP_FLNC.2.5.m.37450	PropTestASCA	0.164029507860915	0.178883275648463	-0.146559502817086	0.312861150796131	0.776277995537564	0.354947830950627	0.972056752910786	0.971021389430923	0.997624329922123	0.303387192673629	1.47332171370117e-12	0.0597528423695417	FLNA.2.5.m.37450	protein
CHOYP_FLNC.3.5.m.38669	PropTest	0.164320403121684	0.176304228685691	-0.150697508695911	0.312739235652662	0.75585863995158	0.348341146585726	0.972056752910786	0.971021389430923	0.997624329922123	0.304008222559558	6.11719608414749e-12	0.0763154745181974	FLNA.3.5.m.38669	protein
CHOYP_FLNC.5.5.m.40834	PropTest	0.167984455371773	0.179640605627501	-0.146896191481959	0.312552541042944	0.765669895971584	0.348131834926948	0.972056752910786	0.971021389430923	0.997624329922123	0.314183820768199	4.98639762711769e-12	0.0799866519893482	FLNC	protein
CHOYP_GBLP.3.7.m.20931	PropTestASCA	-0.0278750737032043	0.13305857078559	-0.0516406689592763	-0.154906826291915	-0.688916510950299	-1.05241865497529	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0251050970700026	0.000105683418525337	GBLP	protein
CHOYP_GELS2.2.2.m.30443	ASCA	-0.0489760152601457	0.167779949963957	-0.168603702515936	0.300406392770019	0.38472128727202	0.290551855473963	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.72781311215511	0.915324501700265	GELS2	protein
CHOYP_GIGA2.1.1.m.44916	PropTest	3.81585052078183	-0.210310048375282	-0.186570249045386	-1.05088376174869	-1.87374038877195	-0.893872715663465	0.0867351989356586	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	GIGA2	protein
CHOYP_GIGA6.1.1.m.38687	PropTest	2.28533580408305	0.143326906239417	-0.17449741674481	0.0981460153822757	-0.0694648596463177	0.361782159804731	3.12536741267726e-05	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	GIGA6	protein
CHOYP_GRP78.2.5.m.33058	PropTestASCA	-0.0979928354684558	0.0278496888194812	0.282592464094426	0.443951979472274	0.824116168355141	-0.00934993308340104	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.00385570630246655	0.974035674417688	BIP	protein
CHOYP_IDLC.1.1.m.63624	ASCA	-0.387089537888446	-0.782672512316805	0.13160571098087	-0.087409637773801	-2.025743482217	-0.308910214942309	0.972056752910786	0.971021389430923	0.997624329922123	0.955256989009834	0.775084662365426	0.915324501700265	IDLC	protein
CHOYP_ISCW_ISCW008219.1.2.m.46822	ASCA	-0.0614669594433419	0.331771995652528	0.228467250233459	0.0306461237479114	0.495493420893769	0.388527015037259	0.972056752910786	0.971021389430923	0.997624329922123	0.966894670166965	0.775084662365426	0.915324501700265	SODC	protein
CHOYP_ITB1B.1.1.m.59423	PropTest	-0.884589197359263	0.728289406960574	4.09353767014735	0.912590362226199	1.29618461267036	0.276052285778847	0.972056752910786	0.971021389430923	0.0858302877334162	0.940454783919857	0.775084662365426	0.918369483840077	ITB1.1.1.m.59423	protein
CHOYP_KARG.2.11.m.2196	PropTestASCA	-0.387827300645965	0.0192689135544342	-0.0102886173118772	0.0363257306484437	0.583624331172434	0.310485782842722	0.163566254555527	0.971021389430923	0.997624329922123	0.940454783919857	0.00915433453528354	0.915324501700265	KARG	protein
CHOYP_KCP.9.13.m.43409	PropTest	3.92276572469834	-0.326158377061802	-0.228390424740012	-0.0134090563300235	-0.469350133692614	-0.116265136999913	0.0566214585725336	0.971021389430923	0.997624329922123	0.993149364147642	0.787246195528223	0.918369483840077	KCP	protein
CHOYP_KS6A1.1.1.m.38386	PropTest	0.240941684724596	-0.304132070731804	-0.200376048570416	-0.390601170079577	-2.67344173828612	-1.76834183357961	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0335834314492719	0.459723552693266	KS6A3	protein
CHOYP_LOC100175959.4.7.m.28172	ASCA	0.288247399502954	0.0145935921172153	-0.0313998765216521	-0.221265384508591	0.51857703400681	0.0938489545580978	0.972056752910786	0.972665121651702	0.997624329922123	0.940454783919857	0.712931342218074	0.918369483840077	RLA2	protein
CHOYP_LOC100197130.2.2.m.39076	PropTest	1.08262086752307	0.106615127882897	-0.0666815135383043	-0.116555983433318	-0.280316309302597	-0.0108288620093138	4.32763615569568e-06	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.974035674417688	FMRA.2.2.m.39076	protein
CHOYP_LOC100366380.1.4.m.16838	PropTest	0.145784451684256	0.317356306014467	0.110411488711747	0.208983365006424	1.06171935903334	0.487556390972559	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0834846122973197	0.915324501700265	GRN	protein
CHOYP_LOC100366728.1.1.m.57452	PropTest	-0.260098332451469	0.0242156943517422	-0.0646019170730128	-0.0323682742158393	-0.770310799116544	-0.178016148091357	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0365001895533074	0.915324501700265	TBB.1.1.m.57452	protein
CHOYP_LOC100367201.2.2.m.61573	ASCA	-0.184149479218171	0.0278496888194821	-0.234933270606784	-0.409337732661163	-2.61070598293816	-2.30891021494231	0.972056752910786	0.979774596993348	0.997624329922123	0.940454783919857	0.712931342218074	0.915324501700265	PDCD5	protein
CHOYP_LOC100369839.2.4.m.27857	PropTest	-2.34402081599656	-0.856673093760582	0.00607482889701028	0.327627861505043	1.29618461267036	0.691089785057691	0.0929079058261791	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	DYHC2	protein
CHOYP_LOC100370139.3.4.m.58156	ASCA	-0.522019117974554	-0.119707499594376	0.121552046316947	-0.186945311324715	-1.28877788805079	-0.893872715663465	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	DLRB2	protein
CHOYP_LOC100371236.1.1.m.62865	ASCA	0.0540102579765938	-0.4076882625584	-0.0376465485323072	-0.565456934578445	-1.53670540149438	-0.930398591688579	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.161528057654424	0.915324501700265	GLYC	protein
CHOYP_LOC100371909.1.1.m.30745	PropTest	-0.960538050592562	-0.582498130321587	0.186647074538831	-0.62346253801401	-1.40425510547073	-1.70122763772107	0.0796730597495952	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	CFA57	protein
CHOYP_LOC100374422.1.2.m.26376	PropTest	-1.4832266349775	-0.271710593039426	0.0060748288970105	0.0280675796461347	1.10353953472797	0.883734863000087	3.12536741267726e-05	0.971021389430923	0.997624329922123	0.966894670166965	0.775084662365426	0.915324501700265	DYH10	protein
CHOYP_LOC100375405.1.1.m.48387	ASCA	-0.221624184636834	-0.248990516539342	0.254002342340596	-0.534868614745022	-0.610705982938156	-0.0744449613052867	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.946969355392161	SDCB1	protein
CHOYP_LOC100376187.1.2.m.22540	ASCA	0.1781465579887	0.0993835586518204	0.220199634249858	0.210982942652772	-0.394711332799859	-0.660895543685851	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	YD541.1.2.m.22540	protein
CHOYP_LOC100376187.2.2.m.55240	ASCA	0.225834792334387	0.112953257195898	0.15807792234206	0.221833197482446	-0.274972088525764	-0.578096847757698	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	YD541.2.2.m.55240	protein
CHOYP_LOC100376500.1.1.m.36606	PropTest	-0.0772342753016586	-0.00553647967506521	0.037101724517635	-0.135344114837503	-2.13677479460574	-2.11626513699991	0.972056752910786	0.992110096073765	0.997624329922123	0.940454783919857	0.0439502935135052	0.174033820939548	PRP19	protein
CHOYP_LOC100376827.1.1.m.60291	PropTest	-0.22562611519433	0.017796024155559	1.40200350522815	0.212150644085106	0.158681088920428	-0.893872715663465	0.972056752910786	0.986260101849581	0.0871031023971605	0.940454783919857	0.896867083510058	0.915324501700265	RPN2	protein
CHOYP_LOC100377364.1.2.m.4828	PropTest	0.679311687834064	-0.400993609984392	0.0738194355328448	-0.1724457416296	-1.30372822951677	-0.0762494581520343	0.660529774327555	0.971021389430923	0.997624329922123	0.940454783919857	0.0439502935135052	0.918369483840077	SPTCB	protein
CHOYP_LOC100377364.2.2.m.52803	PropTest	0.708785543178093	-0.246988163628195	0.0862451775809934	-0.305163164306729	-1.60503723285146	-0.143486605734938	0.290384476964944	0.971021389430923	0.997624329922123	0.940454783919857	0.0013294825101226	0.915324501700265	SPTN5	protein
CHOYP_LOC100377856.2.2.m.43339	PropTest	-0.255426892727572	0.18772102559787	-0.194223821588821	-0.316228328269681	-2.81929260474957	-1.04587580910852	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.015027197853156	0.915324501700265	PMFBP	protein
CHOYP_LOC100378255.1.1.m.63185	PropTest	-2.05451419880158	0.628753733409659	0.0060748288970105	2.06459345567125	1.88114711339152	0.106127284336535	0.0742099957840357	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.959931573500417	CFA61	protein
CHOYP_LOC100497129.3.8.m.32060	PropTest	-1.12498740675003	-0.104600607204167	-0.249182226345064	-0.0401039229954439	-0.132658686133512	0.039013088477998	2.57674134548137e-07	0.971021389430923	0.997624329922123	0.965019522363774	0.896867083510058	0.960910351723542	SSPO.3.8.m.32060	protein
CHOYP_LOC100497129.6.8.m.41866	PropTest	-1.23319933489913	-0.22864187114754	-0.256959576936783	-0.46592126102753	-1.0961328101084	0.521164783615379	2.02296985763571e-07	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	SSPO.6.8.m.41866	protein
CHOYP_LOC100497129.7.8.m.41875	PropTest	-1.1905757483776	-0.074853263810116	-0.2876563741597	-0.0757278327261659	-0.173300670630858	0.29877236227893	2.2064250553106e-08	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	SSPO.7.8.m.41875	protein
CHOYP_LOC100533294.1.3.m.35108	PropTestASCA	0.163505090841783	0.256708705657161	0.24311402619786	0.301941217841393	1.03694178599894	0.363658714492941	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	5.71097409616365e-07	0.915324501700265	CALR.1.3.m.35108	protein
CHOYP_LOC100533294.2.3.m.36820	PropTest	0.154939166827374	0.153522673345306	0.202472041700514	0.29746589099479	0.953582949518251	0.422600949131788	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.000206647345192907	0.915324501700265	CALR.2.3.m.36820	protein
CHOYP_LOC100533447.2.3.m.44496	ASCA	0.272001165581439	0.121412129810977	-0.198016775696494	0.140349293312463	0.370731566035417	0.225115320553622	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.391430956843711	0.915324501700265	IFEA.2.3.m.44496	protein
CHOYP_LOC100567114.1.1.m.39091	PropTest	4.5077282254195	0.26362113995713	0.289867794897602	-0.0260090931096579	-0.629814805885861	0.691089785057692	0.00237463875549439	0.971021389430923	0.997624329922123	0.97763376920913	0.775084662365426	0.915324501700265	ITIH4.1.1.m.39091	protein
