protein_ID	D_3_logFC_23	D_5_logFC_23	D_7_logFC_23	D_9_logFC_23	D_11_logFC_23	D_13_logFC_23	D_3_ChiSq.pval_23	D_5_ChiSq.pval_23	D_7_ChiSq.pval_23	D_9_ChiSq.pval_23	D_11_ChiSq.pval_23	D_13_ChiSq.pval_23	D_3_adj.ChiSq.pval_23	D_5_adj.ChiSq.pval_23	D_7_adj.ChiSq.pval_23	D_9_adj.ChiSq.pval_23	D_11_adj.ChiSq.pval_23	D_13_adj.ChiSq.pval_23	gene	type
CHOYP_AT1A.1.1.m.18017	0.137437108970736	0.143326906239418	0.960845574904013	0.309925859771583	0.244345681150745	0.209963095321075	0.585396059908338	0.534674449451689	6.99915045948e-07	0.169285205812072	0.372302044710368	0.440946455661976	0.972056752910786	0.971021389430923	0.00143832541942314	0.940454783919857	0.775084662365426	0.915324501700265	AT1A	protein
CHOYP_ATP2B3.1.1.m.6573	0.115410802640737	0.728289406960574	3.94467428423287	0.912590362226199	1.29618461267036	1.69108978505769	0.921929974151965	0.576236691191092	7.35488358246425e-10	0.481088246119325	0.255214325612065	0.0793785373787107	0.972056752910786	0.971021389430923	6.04571430478561e-06	0.940454783919857	0.775084662365426	0.915324501700265	AT2B3	protein
CHOYP_BRAFLDRAFT_103544.1.1.m.38439	4.57484242127803	0.612812189540638	-0.315853265990352	-0.382865521299972	-1.13677479460574	-0.51054407611196	4.77560834803745e-06	0.096295909054663	0.257177557266457	0.228262675132524	0.018825619612054	0.184035060465726	0.00150982694695646	0.971021389430923	0.997624329922123	0.940454783919857	0.470354386659829	0.915324501700265	SVEP1	protein
CHOYP_BRAFLDRAFT_113849.1.1.m.53400	-0.0596759039173538	-0.104600607204168	0.446647420282992	-0.30464035399447	0.582488797827004	0.643784070279334	0.866780510028837	0.76242295428233	0.211957999469239	0.46069228291826	0.109088924780172	0.0788792746494263	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	RS17	protein
CHOYP_BRAFLDRAFT_115608.1.1.m.25984	0.0447562490769515	-0.165031490103866	-0.0903097075273323	-0.0874096377738001	-0.298558908843379	-0.574254781463304	0.720526448913256	0.191375863811937	0.454930868736196	0.503277397671946	0.0748807488847606	0.000586303712212946	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.133872680955289	IDHP	protein
CHOYP_BRAFLDRAFT_126603.1.1.m.31078	-0.934057873623563	-0.574902125345202	0.17208478033594	-0.257334639216113	-0.0257434822169995	-0.630838309829671	0.000387667039139553	0.0781241696961749	0.578347981648267	0.480465482673932	0.970529889800564	0.361497903764366	0.0540105603682563	0.971021389430923	0.997624329922123	0.940454783919857	0.981635990422128	0.915324501700265	ARMC4	protein
CHOYP_BRAFLDRAFT_129259.1.1.m.9267	0.412392540397868	-0.170172566577365	-0.0265913600233114	-0.120832639311251	-1.60427971377872	-0.129360794611596	0.0746893088880294	0.372350356389123	0.880684362089092	0.5326742885817	2.06388171908185e-05	0.623029599622057	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.00385570630246655	0.915324501700265	GLSN	protein
CHOYP_BRAFLDRAFT_129885.1.2.m.24564	-0.299626696638107	0.0729375783480197	-0.0934608446539045	-0.388579172494366	-2.08232701058337	-0.656833518362617	0.366184675453959	0.81894551439689	0.762611265753968	0.259618133506997	0.000785305191501861	0.196808522028204	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0597704506865305	0.915324501700265	PDC6I	protein
CHOYP_BRAFLDRAFT_208436.4.32.m.22689	0.257429807513165	-0.0724017848160194	0.456736237906575	0.0825153636685112	0.144181519225312	0.871662030699512	0.485808568367538	0.837673627618621	0.185700516433107	0.8267016541238	0.724589416260435	0.0143089774788759	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	RS13	protein
CHOYP_BRAFLDRAFT_228853.1.1.m.9833	0.239146171062982	-0.188516657513027	-0.31078227644293	-0.303727544700564	-1.77910351463387	-0.408445888493223	0.326498989324444	0.457109400170295	0.22476482191284	0.24017014444859	0.00102070451354281	0.282330219730699	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0711033144179821	0.915324501700265	EIF3D	protein
CHOYP_BRAFLDRAFT_264234.2.2.m.7063	0.23570503635845	-0.0010630030957568	0.0764641567884086	-0.61578861012859	-1.18924221449988	-1.07444496130529	0.571287922118881	0.998143076306871	0.865269586588016	0.208435443745747	0.0807177681090304	0.134116729952836	0.972056752910786	0.998264519679094	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	RS26	protein
CHOYP_BRAFLDRAFT_283789.1.1.m.40987	-0.497566074250015	-0.484704316373624	1.7285408533681	0.327627861505043	0.559219018504156	-0.0865177936058612	0.266425210269498	0.382994922871768	6.33327193959188e-07	0.519736894682316	0.354880498763191	0.899636414472397	0.972056752910786	0.971021389430923	0.00143832541942314	0.940454783919857	0.775084662365426	0.947471022032428	RPN1	protein
CHOYP_BRAFLDRAFT_86846.1.3.m.13594	-1.88458919735926	-0.856673093760582	-0.283431788297974	-0.300403361107999	1.29618461267036	1.91348220639414	6.20440885352759e-06	0.228136405601208	0.66151826185528	0.589803640972553	0.107596798793885	0.0388184782369059	0.00182143717057132	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	CRB	protein
CHOYP_CALM.44.50.m.56751	0.612910462111554	-0.0790655150970299	-0.553352579717008	0.00569976661768035	1.21818210066909	0.521164783615379	0.176889616113099	0.843780329966935	0.194120469438111	0.989491598823494	0.00818327150492415	0.290411346062241	0.972056752910786	0.971021389430923	0.997624329922123	0.995421900843463	0.292449683314674	0.915324501700265	CALM.44.50.m.56751	protein
CHOYP_CALM.50.50.m.67046	-0.299626696638107	0.728289406960574	0.328002923784373	-0.579262734103476	2.29618461267036	0.428055379223897	0.700043399880897	0.333020759145043	0.630973866827062	0.355825870441421	0.00013725127853885	0.622853598606701	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0163508044868021	0.915324501700265	CALM.50.50.m.67046	protein
CHOYP_CALUB.1.2.m.57842	-0.16022363997269	0.0631565575554349	0.198719906839407	0.36944803719967	0.381914486696247	0.569099260679081	0.612173052319405	0.85267881756637	0.551388335131206	0.286168965572299	0.273729431241742	0.0945979988734688	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	CALUB	protein
CHOYP_CALX.1.1.m.12010	-0.5626611024719	0.628753733409659	1.17599983033932	0.858142578203823	2.61811270755773	1.45662453142067	0.330212159937893	0.453118262507721	0.0157231648300836	0.163889248584022	2.95294869567379e-08	0.00822489651379975	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	1.34851323769103e-05	0.855805687891569	CALX	protein
CHOYP_CNDP2.3.4.m.30467	0.208520207032219	0.223945366447702	-0.0118470791002512	0.273180077482666	0.280917856017052	0.458916342928657	0.367937861496936	0.298599159324674	0.958436996377713	0.231748867528948	0.273904956161167	0.0622818337530047	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	CNDP2	protein
CHOYP_contig_017941.m.21005	3.17430449169431	0.202220595292986	0.0491435507888962	-0.186945311324716	-1.20631572785882	-0.811410555471493	1.22601463574817e-05	0.62346732147131	0.889115804321775	0.648527291663369	0.169267442836852	0.230071429819389	0.0031493250955781	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	MLP	protein
CHOYP_contig_024424.m.27774	-1.17409581455425	-0.484704316373624	-0.256959576936783	-0.087409637773801	-0.703815387329638	1.10612728433654	0.000250004340063836	0.382994922871768	0.768348162442099	0.936761026791182	0.659436405735834	0.30364375112844	0.0373642850059043	0.971021389430923	0.997624329922123	0.966894670166965	0.877682521882862	0.915324501700265	TITIN.m.27774	protein
CHOYP_contig_043818.m.50622	-0.370016024529504	-0.0842346178712132	0.118185195218548	0.1206654807382	-0.709621009010843	-0.293480174372703	0.00542321520603265	0.544813212574596	0.405556178723381	0.400620275592981	0.000458014577516739	0.107015637721398	0.371490241613236	0.971021389430923	0.997624329922123	0.940454783919857	0.0400519130551872	0.915324501700265	CROCC	protein
CHOYP_COPG2.1.1.m.60836	0.346736348747193	-0.0903454399630332	-0.0771806747523414	0.0334447571005843	-1.30372822951677	-0.18058611796677	0.0893515409505369	0.660364071353547	0.699618834912176	0.8746454721807	0.000529328352534916	0.489685932199491	0.972056752910786	0.971021389430923	0.997624329922123	0.941908264289972	0.0439502935135052	0.915324501700265	COPG2	protein
CHOYP_DNAH5.2.2.m.61452	-0.804929748181612	-0.119707499594376	-0.113224099475334	0.186765325665193	-0.916809110663836	-0.790036904678925	4.83376805449597e-07	0.529715094633546	0.54160182195404	0.40719249844836	0.0518594934389921	0.0197258570820039	0.000233726902399746	0.971021389430923	0.997624329922123	0.940454783919857	0.753583352023161	0.915324501700265	DYH5	protein
CHOYP_DNAH6.2.3.m.21512	-1.35589491628485	-0.508749790340276	-0.524439887801769	-0.17487247902414	0.12625961122805	-0.308910214942309	8.83875169257989e-05	0.204089976818185	0.233184510001656	0.747675237257896	0.884166878738087	0.667861592215201	0.0151363622735431	0.971021389430923	0.997624329922123	0.940454783919857	0.910872508237508	0.915324501700265	DYH6	protein
CHOYP_DNAH7.2.2.m.46648	-1.06679252858001	-0.219243173145291	0.127381125119144	0.14929062024653	-0.218388560159395	-0.391372375134281	5.46627611430983e-06	0.424409753337949	0.630203233875593	0.641879355315501	0.730051373330785	0.355055605932447	0.00166417739480099	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	DYH7	protein
CHOYP_DSIM_GD13062.1.1.m.3175	0.267413896085788	0.143326906239418	0.175999830339323	-0.431364038991163	-1.87374038877195	0.176516612227933	0.567740919494622	0.785466924252796	0.722364599939921	0.390909202410081	0.0618044468512595	0.803789796230209	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.918369483840077	SH3BG	protein
CHOYP_DVIR_GJ23521.1.1.m.2757	0.515018261349976	1.00314924819116	-0.190962018162544	0.0645934556712495	0.66815339005732	-0.00934993308340193	0.0634485063940538	0.00307241352264605	0.535276826545983	0.856242764834309	0.087617444930974	0.983724764006786	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.989381813304268	H2B7	protein
CHOYP_DYH1.1.1.m.46156	-1.50908006226706	-0.0201718260434616	-0.302047466465321	-0.520369045049907	-0.703815387329638	-0.571944620776103	3.166267363271e-06	0.959468869499655	0.474630467530081	0.35780788005402	0.533125399399445	0.453427166636574	0.00108444657192032	0.979730945004616	0.997624329922123	0.940454783919857	0.796166999855847	0.915324501700265	DYH1	protein
CHOYP_DYH2.1.1.m.28905	-1.27944881470048	-1.01713776595383	0.299806031953721	0.632482443033464	-0.163247005966935	0.369161690170328	5.0560100884038e-05	0.0136291780190354	0.389612960654808	0.175527408505149	0.846244765868989	0.507617875897562	0.00966520998294866	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	DYH2	protein
CHOYP_DYHC.1.3.m.10664	-0.851422333424063	0.134764892735994	-0.0196118147666393	0.584785701002167	-0.479109100154942	-0.59579136273047	1.45249494115225e-09	0.39070079296506	0.900632804810176	0.000831774957397095	0.134365462517162	0.0132017401619429	1.98991806937858e-06	0.971021389430923	0.997624329922123	0.325580483324006	0.775084662365426	0.915324501700265	DYHC	protein
CHOYP_EF1A2.1.3.m.30022	-0.0892796169622514	-0.627191247637815	0.213037209663852	0.160517875669784	-0.726899000442678	-0.850056483370976	0.561627759453327	1.6530609979448e-05	0.137625344762882	0.289315129305548	0.000323666029232291	5.13496928984147e-06	0.972056752910786	0.135881614031062	0.997624329922123	0.940454783919857	0.0322527785420271	0.00281396317083313	EF1A	protein
CHOYP_FASN.3.4.m.60278	-1.83878550774614	-0.0335508558446618	-0.221335667206063	-0.309802059110249	-0.469350133692614	0.691089785057691	1.17316723686638e-06	0.908507748497067	0.470124340993914	0.313753111939199	0.520651588159385	0.17130277173415	0.000482171734352082	0.971021389430923	0.997624329922123	0.940454783919857	0.787246195528223	0.915324501700265	FAS	protein
CHOYP_FLNA.2.6.m.11845	0.123209173201143	0.187607467800111	-0.138108760088739	0.335363510284648	0.802740767926199	0.470624812292357	0.24449755838198	0.0683924533893988	0.20475834502522	0.00143521691441806	4.05645259373967e-13	1.58569045984933e-05	0.972056752910786	0.971021389430923	0.997624329922123	0.436943816167275	4.76343433150572e-10	0.00766727975291851	FLNA.2.6.m.11845	protein
CHOYP_FLNC.2.5.m.37450	0.164029507860915	0.178883275648463	-0.146559502817086	0.312861150796131	0.776277995537564	0.354947830950627	0.070223148252355	0.0434374250219617	0.114189096046372	0.000664351516803566	3.58472436423643e-16	0.000203537662572648	0.972056752910786	0.971021389430923	0.997624329922123	0.303387192673629	1.47332171370117e-12	0.0597528423695417	FLNA.2.5.m.37450	protein
CHOYP_FLNC.3.5.m.38669	0.164320403121684	0.176304228685691	-0.150697508695911	0.312739235652662	0.75585863995158	0.348341146585726	0.0705667494297581	0.0470772792439207	0.10561296611388	0.000702695404943017	2.97673775384306e-15	0.000287807750616073	0.972056752910786	0.971021389430923	0.997624329922123	0.304008222559558	6.11719608414749e-12	0.0763154745181974	FLNA.3.5.m.38669	protein
CHOYP_FLNC.5.5.m.40834	0.167984455371773	0.179640605627501	-0.146896191481959	0.312552541042944	0.765669895971584	0.348131834926948	0.0665583049368811	0.0447837608265308	0.117379037558303	0.000764437520117272	1.8198531485831e-15	0.000311383560055857	0.972056752910786	0.971021389430923	0.997624329922123	0.314183820768199	4.98639762711769e-12	0.0799866519893482	FLNC	protein
CHOYP_GBLP.3.7.m.20931	-0.0278750737032043	0.13305857078559	-0.0516406689592763	-0.154906826291915	-0.688916510950299	-1.05241865497529	0.82499249673495	0.27354190025082	0.660736554014385	0.229656373096017	0.000229061104653308	1.02854908540474e-07	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0251050970700026	0.000105683418525337	GBLP	protein
CHOYP_GELS2.2.2.m.30443	-0.0489760152601457	0.167779949963957	-0.168603702515936	0.300406392770019	0.38472128727202	0.290551855473963	0.790279835153271	0.371203993432778	0.391930925270052	0.128670948640448	0.0474462111875179	0.127793012045241	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.72781311215511	0.915324501700265	GELS2	protein
CHOYP_GIGA2.1.1.m.44916	3.81585052078183	-0.210310048375282	-0.186570249045386	-1.05088376174869	-1.87374038877195	-0.893872715663465	0.000780827824968216	0.642878006742629	0.664917905466076	0.0453597198804571	0.0618044468512595	0.34498938729135	0.0867351989356586	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	GIGA2	protein
CHOYP_GIGA6.1.1.m.38687	2.28533580408305	0.143326906239417	-0.17449741674481	0.0981460153822757	-0.0694648596463177	0.361782159804731	3.80215013707696e-08	0.573858631841575	0.494305180224347	0.703350775189476	0.834859724967839	0.241198837667383	3.12536741267726e-05	0.971021389430923	0.997624329922123	0.940454783919857	0.896867083510058	0.915324501700265	GIGA6	protein
CHOYP_GRP78.2.5.m.33058	-0.0979928354684558	0.0278496888194812	0.282592464094426	0.443951979472274	0.824116168355141	-0.00934993308340104	0.55843844677833	0.87285723151997	0.0833657838471344	0.0107142159980829	2.04659883258155e-05	0.961819126240453	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.00385570630246655	0.974035674417688	BIP	protein
CHOYP_IDLC.1.1.m.63624	-0.387089537888446	-0.782672512316805	0.13160571098087	-0.087409637773801	-2.025743482217	-0.308910214942309	0.475344992052984	0.159783427932235	0.826943925031166	0.890692397301429	0.146620858878475	0.695283557650134	0.972056752910786	0.971021389430923	0.997624329922123	0.955256989009834	0.775084662365426	0.915324501700265	IDLC	protein
CHOYP_ISCW_ISCW008219.1.2.m.46822	-0.0614669594433419	0.331771995652528	0.228467250233459	0.0306461237479114	0.495493420893769	0.388527015037259	0.833236545988972	0.269947921103777	0.450829371735478	0.92564287920779	0.125497907292877	0.271457504115383	0.972056752910786	0.971021389430923	0.997624329922123	0.966894670166965	0.775084662365426	0.915324501700265	SODC	protein
CHOYP_ITB1B.1.1.m.59423	-0.884589197359263	0.728289406960574	4.09353767014735	0.912590362226199	1.29618461267036	0.276052285778847	0.611090211873347	0.576236691191092	0.000156624612652219	0.481088246119325	0.352897663456449	0.801877943299209	0.972056752910786	0.971021389430923	0.0858302877334162	0.940454783919857	0.775084662365426	0.918369483840077	ITB1.1.1.m.59423	protein
CHOYP_KARG.2.11.m.2196	-0.387827300645965	0.0192689135544342	-0.0102886173118772	0.0363257306484437	0.583624331172434	0.310485782842722	0.00171876827244004	0.879866303121604	0.934563097054637	0.781970082327383	6.29264420568294e-05	0.0180322814709124	0.163566254555527	0.971021389430923	0.997624329922123	0.940454783919857	0.00915433453528354	0.915324501700265	KARG	protein
CHOYP_KS6A1.1.1.m.38386	0.240941684724596	-0.304132070731804	-0.200376048570416	-0.390601170079577	-2.67344173828612	-1.76834183357961	0.422972009858739	0.356694080505178	0.525119199520137	0.232987816804013	0.000347273926178602	0.00329971893052344	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0335834314492719	0.459723552693266	KS6A3	protein
CHOYP_LOC100175959.4.7.m.28172	0.288247399502954	0.0145935921172153	-0.0313998765216521	-0.221265384508591	0.51857703400681	0.0938489545580978	0.279827599448691	0.949501788427937	0.892546414849425	0.384442169135486	0.0442929932130734	0.752481947628005	0.972056752910786	0.972665121651702	0.997624329922123	0.940454783919857	0.712931342218074	0.918369483840077	RLA2	protein
CHOYP_LOC100366380.1.4.m.16838	0.145784451684256	0.317356306014467	0.110411488711747	0.208983365006424	1.06171935903334	0.487556390972559	0.622195380450481	0.316144728490359	0.727437071276284	0.535946644285029	0.00124922230079931	0.15347277042338	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0834846122973197	0.915324501700265	GRN	protein
CHOYP_LOC100366728.1.1.m.57452	-0.260098332451469	0.0242156943517422	-0.0646019170730128	-0.0323682742158393	-0.770310799116544	-0.178016148091357	0.0288064040905011	0.849782845510198	0.619876054628046	0.817889753396771	0.000404088258697337	0.325377358044286	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.0365001895533074	0.915324501700265	TBB.1.1.m.57452	protein
CHOYP_LOC100367201.2.2.m.61573	-0.184149479218171	0.0278496888194821	-0.234933270606784	-0.409337732661163	-2.61070598293816	-2.30891021494231	0.732276973617683	0.961537252020574	0.690662914013961	0.499531693877794	0.045360473476892	0.093894679403021	0.972056752910786	0.979774596993348	0.997624329922123	0.940454783919857	0.712931342218074	0.915324501700265	PDCD5	protein
CHOYP_LOC100370139.3.4.m.58156	-0.522019117974554	-0.119707499594376	0.121552046316947	-0.186945311324715	-1.28877788805079	-0.893872715663465	0.394451486188612	0.846291329020587	0.833247264515825	0.792442906681318	0.138686851878027	0.275510920032548	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	DLRB2	protein
CHOYP_LOC100371236.1.1.m.62865	0.0540102579765938	-0.4076882625584	-0.0376465485323072	-0.565456934578445	-1.53670540149438	-0.930398591688579	0.855983362036065	0.151665828317208	0.880818421068347	0.0598488857264035	0.00310479721525536	0.0398228368566644	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.161528057654424	0.915324501700265	GLYC	protein
CHOYP_LOC100371909.1.1.m.30745	-0.960538050592562	-0.582498130321587	0.186647074538831	-0.62346253801401	-1.40425510547073	-1.70122763772107	0.000678481044096309	0.10172574358917	0.605215152955655	0.170830433430742	0.182617580672361	0.0220717809339184	0.0796730597495952	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	CFA57	protein
CHOYP_LOC100374422.1.2.m.26376	-1.4832266349775	-0.271710593039426	0.0060748288970105	0.0280675796461347	1.10353953472797	0.883734863000087	3.57464460714839e-08	0.412677984103325	0.985162345605847	0.94125196480244	0.129942689239778	0.08907640024408	3.12536741267726e-05	0.971021389430923	0.997624329922123	0.966894670166965	0.775084662365426	0.915324501700265	DYH10	protein
CHOYP_LOC100375405.1.1.m.48387	-0.221624184636834	-0.248990516539342	0.254002342340596	-0.534868614745022	-0.610705982938156	-0.0744449613052867	0.616516694526025	0.60252279044592	0.603350426019623	0.320519420696026	0.448500659460442	0.896957135663553	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.946969355392161	SDCB1	protein
CHOYP_LOC100376187.1.2.m.22540	0.1781465579887	0.0993835586518204	0.220199634249858	0.210982942652772	-0.394711332799859	-0.660895543685851	0.401938584623453	0.628607142882691	0.262658729361462	0.303255214216393	0.155772575557608	0.0157021758460029	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	YD541.1.2.m.22540	protein
CHOYP_LOC100376187.2.2.m.55240	0.225834792334387	0.112953257195898	0.15807792234206	0.221833197482446	-0.274972088525764	-0.578096847757698	0.289361813737402	0.589244728678814	0.428546306579671	0.287622868368638	0.328434416976691	0.0341073123757011	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.915324501700265	YD541.2.2.m.55240	protein
CHOYP_LOC100376500.1.1.m.36606	-0.0772342753016586	-0.00553647967506521	0.037101724517635	-0.135344114837503	-2.13677479460574	-2.11626513699991	0.784262249239126	0.984939345363728	0.901296429697018	0.663800466339768	0.000526838439312201	0.000804535911885986	0.972056752910786	0.992110096073765	0.997624329922123	0.940454783919857	0.0439502935135052	0.174033820939548	PRP19	protein
CHOYP_LOC100376827.1.1.m.60291	-0.22562611519433	0.017796024155559	1.40200350522815	0.212150644085106	0.158681088920428	-0.893872715663465	0.65034271499674	0.976423848680069	0.000176822938609672	0.713105689558447	0.83832272064989	0.585610567967979	0.972056752910786	0.986260101849581	0.0871031023971605	0.940454783919857	0.896867083510058	0.915324501700265	RPN2	protein
CHOYP_LOC100377364.1.2.m.4828	0.679311687834064	-0.400993609984392	0.0738194355328448	-0.1724457416296	-1.30372822951677	-0.0762494581520343	0.0127766708172848	0.0682935374081057	0.708781013658083	0.443561199197552	0.000529328352534916	0.773551898398521	0.660529774327555	0.971021389430923	0.997624329922123	0.940454783919857	0.0439502935135052	0.918369483840077	SPTCB	protein
CHOYP_LOC100377364.2.2.m.52803	0.708785543178093	-0.246988163628195	0.0862451775809934	-0.305163164306729	-1.60503723285146	-0.143486605734938	0.00365631628301303	0.189906738113518	0.611838864948084	0.118841362342661	5.7440517425266e-06	0.537065079184615	0.290384476964944	0.971021389430923	0.997624329922123	0.940454783919857	0.0013294825101226	0.915324501700265	SPTN5	protein
CHOYP_LOC100377856.2.2.m.43339	-0.255426892727572	0.18772102559787	-0.194223821588821	-0.316228328269681	-2.81929260474957	-1.04587580910852	0.310509499827955	0.457823959609188	0.499347993675778	0.331864653216749	0.000122484459387038	0.111407143645738	0.972056752910786	0.971021389430923	0.997624329922123	0.940454783919857	0.015027197853156	0.915324501700265	PMFBP	protein
CHOYP_LOC100378255.1.1.m.63185	-2.05451419880158	0.628753733409659	0.0060748288970105	2.06459345567125	1.88114711339152	0.106127284336535	0.000605882151599721	0.453118262507721	0.993280456879109	0.0180624762084351	0.12558450579033	0.935758114167742	0.0742099957840357	0.971021389430923	0.997624329922123	0.940454783919857	0.775084662365426	0.959931573500417	CFA61	protein
