protein_ID,TempPC2,TimePC12,TimexTempPC12,D_3_adj.ChiSq.pval,D_3_ChiSq.pval,D_3_logFC,D_5_adj.ChiSq.pval,D_5_ChiSq.pval,D_5_logFC,D_7_adj.ChiSq.pval,D_7_ChiSq.pval,D_7_logFC,D_9_adj.ChiSq.pval,D_9_ChiSq.pval,D_9_logFC,D_11_adj.ChiSq.pval,D_11_ChiSq.pval,D_11_logFC,D_13_adj.ChiSq.pval,D_13_ChiSq.pval,D_13_logFC,Entry,Entry_name,evalue,type
CHOYP_AGAP_AGAP007120.1.1.m.57542,0.0371270426739866,0.0794461907423706,NA,0.979445546193914,0.512827392366006,0.179257620674127,0.967036679485888,0.716483437128322,-0.099744643618541,0.949671592008509,0.473171607287418,0.199893786290405,0.979180442953242,0.0967998665829075,0.443337209125559,0.998682844793179,0.796771713353386,-0.0612752830338827,0.958428402785477,0.417960140910833,0.234905502959712,Q01768,NDKB_MOUSE,2.05e-78,protein
CHOYP_AGRIN.2.5.m.5339,0.0310537523285762,NA,NA,0.979445546193914,0.481206102311038,0.223226479884802,0.967036679485888,0.752232630838505,0.0999551918578048,0.949671592008509,0.49255561343417,0.226860833890674,0.979180442953242,0.170326618829788,0.490245952025264,0.998682844793179,0.504031259474028,0.26065281185348,0.958428402785477,0.264058155394275,0.397253097687126,P25304,AGRIN_RAT,7.82e-13,protein
CHOYP_ALPHATUB84D.1.1.m.16562,NA,NA,0.027390762357767,0.979445546193914,0.101341606870692,0.262003452617003,0.967036679485888,0.186270067367046,-0.22532285744043,0.949671592008509,0.177103127714039,-0.24871820732322,0.979180442953242,0.485798246753741,-0.144974070214261,0.998682844793179,0.614521012388874,0.106847475774444,0.456223212162345,0.00390081458909084,0.551846445373448,P06605,TBA3_DROME,7.80e-84,protein
CHOYP_ARALYDRAFT_472154.1.1.m.29819,NA,NA,0.056885805095084,0.419574624442385,0.0101154641438313,1.40283403472445,0.967036679485888,0.906168610151227,-0.0497039611189463,0.949671592008509,0.399226806011664,-0.510104760275532,0.979180442953242,0.720056288329836,-0.161830744554429,0.998682844793179,0.442305576879779,0.287125023214671,0.762467047472212,0.00920367616714854,1.37522679135713,Q9FSG7,TP1A_MALDO,2.14e-73,protein
CHOYP_ARF2.1.3.m.10738,NA,NA,0.0329075119768819,0.979445546193914,0.495391290844485,-0.207960759387371,0.967036679485888,0.587070806771608,0.16788747395368,0.949671592008509,0.450209584400755,0.226860833890673,0.979180442953242,0.555113194084648,-0.182987396150993,0.998682844793179,0.57868592754724,0.180482463169496,0.958428402785477,0.502253275956359,-0.20304105679002,P84082,ARF2_RAT,1.69e-124,protein
CHOYP_ARP3.1.1.m.6867,0.0292820002332495,NA,NA,0.979445546193914,0.0469568420269905,0.518682363410973,0.967036679485888,0.850762236265395,0.0472577687681426,0.949671592008509,0.132932045713183,0.396785835332986,0.979180442953242,0.640326709383794,0.129107828133687,0.998682844793179,0.0726303012973842,0.496424262991127,0.958428402785477,0.700300203574674,0.100165301507738,Q5R8R1,ARP3_PONAB,0.0,protein
CHOYP_ATPB.1.1.m.21960,-0.053630316769685,NA,0.0287591823498044,0.979445546193914,0.917328944827402,0.0135731703790327,0.967036679485888,0.287229578927584,-0.151274944258623,0.399875386926504,0.000862789598148731,-0.504080972647762,0.979180442953242,0.333338297348371,-0.128968857904139,0.998682844793179,0.00411770947733291,-0.42396193912593,0.978007666549162,0.953279127306909,0.00897636548446989,Q25117,ATPB_HEMPU,0.0,protein
CHOYP_BRAFLDRAFT_100695.1.1.m.47761,NA,0.029038140692829,0.0296565341313861,0.0855117317828399,0.00108596566202274,-1.27273101477761,0.967036679485888,0.798071391460317,0.134720610018482,0.949671592008509,0.499254518389973,-0.325680189138105,0.979180442953242,0.208404940136511,-0.715861385723695,0.998682844793179,0.16459962242609,-1.17230659542263,0.958428402785477,0.192672337444564,1.44561611924853,Q2T9T0,PPR32_BOVIN,1.07e-67,protein
CHOYP_BRAFLDRAFT_115608.1.1.m.25984,NA,0.0404033693297565,0.0538204224430669,0.979445546193914,0.689986853497956,0.0491970801097539,0.967036679485888,0.567213724493333,0.069017362967652,0.949671592008509,0.341604860517356,0.115046830561322,0.979180442953242,0.262593953012621,0.133259990912259,0.998682844793179,0.214525942351343,-0.150611524323308,0.958428402785477,0.463668340866166,-0.0901083732868999,Q4R502,IDHP_MACFA,0.0,protein
CHOYP_BRAFLDRAFT_119799.1.1.m.23765,0.040445458202097,0.0805277062088563,0.0495886100172516,0.979445546193914,0.443522883876409,-0.19365944378641,0.967036679485888,0.621008379875626,0.134720610018482,0.949671592008509,0.585159550380654,0.164125078542711,0.979180442953242,0.156832208160052,0.38915982691095,0.998682844793179,0.568061370305726,-0.154384687425365,0.958428402785477,0.126205993948292,0.491419808861649,P30044,PRDX5_HUMAN,7.30e-69,protein
CHOYP_BRAFLDRAFT_120058.1.1.m.9895,NA,0.0275521217942676,0.0317895564271406,0.979445546193914,0.0718649277090062,-1.02880543189152,0.967036679485888,0.592069950980084,-0.379852562811276,0.966917060438457,0.910072798163373,0.0748577404456241,0.979180442953242,0.766345459319418,0.187176884389217,0.998682844793179,0.810995842340136,0.167543407461998,0.976932648911716,0.910021671093576,-0.0987043969752852,Q8WWB3,DYDC1_HUMAN,8.57e-20,protein
CHOYP_BRAFLDRAFT_121507.1.2.m.30603,NA,0.0292533558264723,0.0540506102381573,0.979445546193914,0.0874694077038557,-0.661296302695261,0.967036679485888,0.428844089247485,0.397755015852276,0.949671592008509,0.503408034977401,0.293975029749211,0.979180442953242,0.0947706914335463,-0.88321244350218,0.998682844793179,0.343970595882378,-0.654458290560008,0.958428402785477,0.106790224451701,-0.864239143338263,Q5TYW6,RSPH9_DANRE,1.19e-113,protein
CHOYP_BRAFLDRAFT_121562.1.1.m.37268,-0.0268918183139344,0.0363188271533775,0.0659686963817261,0.979445546193914,0.702612947651741,0.131659240301726,0.967036679485888,0.441230966321936,0.218784874806956,0.949671592008509,0.359449955927582,0.302809687123973,0.564863652431356,0.00454561470584771,-0.727934218024269,0.998682844793179,0.841951347043815,-0.05484901387445,0.958428402785477,0.0974247200230861,-0.565272196894211,Q5R9R4,RL7_PONAB,3.75e-112,protein
CHOYP_BRAFLDRAFT_123537.2.2.m.50531,NA,NA,0.0263873220769551,0.00805727281904459,5.9773556685984e-05,-1.99033128407688,0.967036679485888,0.266336436824199,-0.865279389981518,0.958550978126798,0.889489025345878,-0.0950672609966885,0.979180442953242,0.60459091996875,-0.435753466530959,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.417788753390045,0.960189292078284,Q9UIF3,TEKT2_HUMAN,2.36e-167,protein
CHOYP_BRAFLDRAFT_123969.1.1.m.15145,NA,0.0360066491923143,NA,0.979445546193914,0.45902751595095,0.338703697304739,0.967036679485888,0.893094332545274,-0.0579244679239137,0.966917060438457,0.919838960860976,0.0424362627532462,0.979180442953242,0.642300770843656,-0.249886921219625,0.998682844793179,0.997365623031717,-0.00238159398031401,0.958428402785477,0.154319927474157,-0.702775720644147,Q9QXT0,CNPY2_MOUSE,3.21e-33,protein
CHOYP_BRAFLDRAFT_125880.1.3.m.7081,-0.0436159588774048,NA,NA,0.979445546193914,0.737211888378304,-0.115862166160743,0.967036679485888,0.295927467599112,-0.364850399472029,0.949671592008509,0.381507179963591,-0.320626961411819,0.979180442953242,0.530898856038054,-0.230434558553453,0.998682844793179,0.776920117089484,-0.113412906369058,0.958428402785477,0.426582710061546,-0.361738802809079,P41996,CPG2_CAEEL,2.43e-06,protein
CHOYP_BRAFLDRAFT_126943.1.3.m.6839,-0.0251230377117616,NA,0.0251039674669512,0.979445546193914,0.569833928617485,0.411767159494462,0.967036679485888,0.90484592360714,0.0567180980172091,0.949671592008509,0.562973543308837,0.226860833890674,0.979180442953242,0.0690962505406306,-0.746793245275586,0.998682844793179,0.155903694604964,-0.73934718814652,0.522715293897074,0.00486369065112329,-1.94670130353024,Q8N6F8,MET27_HUMAN,5.60e-24,protein
CHOYP_BRAFLDRAFT_127065.6.7.m.30727,-0.0918213045002408,0.40761542301555,0.0919381103561428,0.979445546193914,0.253505161050649,-0.135020638200466,5.22809604016026e-07,6.57374077726677e-11,-1.29351638701522,0.949671592008509,0.00457534617979095,-0.888616383529262,0.797033991259199,0.00759030446916601,-0.982748117053094,0.998682844793179,0.1378032711378,-0.532896310679094,0.743008368189149,0.00887536715427753,-1.09870439697529,Q62009,POSTN_MOUSE,8.31e-37,protein
CHOYP_BRAFLDRAFT_130809.1.1.m.5127,NA,0.0641853425646713,NA,0.979445546193914,0.562905268717694,-0.234595885890838,0.967036679485888,0.449607974231685,0.311598372102561,0.949671592008509,0.260784242634792,0.467868933394469,0.979180442953242,0.118583573504854,0.535100187809524,0.998682844793179,0.632305148314471,-0.162846266173561,0.958428402785477,0.383780217223494,-0.361738802809079,O45599,CBD1_CAEEL,0.002,protein
CHOYP_BRAFLDRAFT_151236.1.1.m.30653,NA,0.0355696351880743,0.0250417937833366,0.979445546193914,0.360225403720125,-0.535765420611402,0.967036679485888,0.0197782251265822,-2.32471100861882,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,P05140,ISP2_HEMAM,0.003,protein
CHOYP_BRAFLDRAFT_201924.1.1.m.30855,NA,0.0418587142642298,0.0474619496483121,0.248683554505783,0.004252604477906,-1.39826189686147,0.967036679485888,0.482064606274095,-0.865279389981518,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,P86854,PLCL_MYTGA,1.88e-14,protein
CHOYP_BRAFLDRAFT_208436.4.32.m.22689,NA,0.0309475072085632,NA,0.979445546193914,0.266548920174124,0.39023399794482,0.967036679485888,0.687790294842686,0.134720610018482,0.949671592008509,0.313483274820903,0.360127364754138,0.979180442953242,0.888750345569437,0.0496733606392823,0.998682844793179,0.486704180563901,-0.230650581653432,0.958428402785477,0.523169441826706,-0.228472271945615,P62278,RS13_RAT,1.46e-98,protein
CHOYP_BRAFLDRAFT_246510.1.1.m.27433,NA,0.0254395659997635,0.0380882431987876,0.666437888317843,0.0201949376308351,-1.62887482500288,0.967036679485888,0.731400300612477,-0.450241890702674,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,Q24025,SOG_DROME,0.28,protein
CHOYP_BRAFLDRAFT_246978.1.1.m.6916,NA,0.025498449005539,0.0276212848261007,0.979445546193914,0.564186141564005,-0.36584041916909,0.967036679485888,0.627376222054626,-0.324711008618815,0.949671592008509,0.131501192970605,-1.23257078474662,0.979180442953242,0.778143552417047,-0.27225473424808,0.998682844793179,0.997917368449714,-0.00238159398031446,0.978007666549162,0.967186004955257,-0.0398107079217165,Q32KU3,MORN2_BOVIN,1.85e-25,protein
CHOYP_BRAFLDRAFT_263599.1.1.m.59011,NA,0.0343027134421844,NA,0.979445546193914,0.790701528036848,0.119586408001152,0.967036679485888,0.767666020804118,0.134720610018482,0.949671592008509,0.856693757832484,0.0824709245554995,0.979180442953242,0.683246073749531,0.169967594356994,0.998682844793179,0.888485361706477,0.0590189506838286,0.958428402785477,0.67394061759348,-0.177314231671652,Q60631,GRB2_MOUSE,3.83e-85,protein
CHOYP_BRAFLDRAFT_275083.2.2.m.66604,0.0285755132555231,0.0424849369079474,0.0463834561636379,0.979445546193914,0.178854664699417,-0.352165482272013,0.967036679485888,0.784441213139423,0.0781370816521143,0.949671592008509,0.450209584400755,0.226860833890673,0.979180442953242,0.428988778852357,0.238118450052394,0.998682844793179,0.741212517768327,0.107242897194184,0.958428402785477,0.123807438913862,0.527229884802177,Q8AVY1,ODF3A_XENLA,8.42e-84,protein
CHOYP_BRAFLDRAFT_281651.5.8.m.25278,NA,0.0436431976236234,0.0356441591732006,0.0142777688012179,0.000129259317702463,-1.14062747877026,0.600071686387495,0.000980879155417759,-2.32471100861881,0.949671592008509,0.531155711953646,-0.773139166109326,0.979180442953242,0.739530389795412,-0.365364138639561,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.86527297019989,0.223223697912077,Q6RY07,CHIA_RAT,9.95e-133,protein
CHOYP_BRAFLDRAFT_69134.2.13.m.10914,0.028543454535533,NA,NA,0.946801109719341,0.0335719744676039,1.32930499930249,0.967036679485888,0.31861383554168,-0.602244984147724,0.949671592008509,0.423356586389442,0.516367451085659,0.979180442953242,0.260441604636393,0.687103281254574,0.998682844793179,0.0593525776084209,1.07562091802096,0.958428402785477,0.112080549940001,1.00083127657563,Q86Z23,C1QL4_HUMAN,8.13e-18,protein
CHOYP_BRAFLDRAFT_74063.1.5.m.2740,NA,0.0278012718043007,NA,0.979445546193914,0.87725608972533,-0.06183423227899,0.967036679485888,0.909623645742052,0.0416112056270004,0.949671592008509,0.759534032459434,0.104870309512064,0.979180442953242,0.0886679326567823,0.547173020110099,0.998682844793179,0.617320431950777,0.146481791934168,0.958428402785477,0.864261033803388,-0.0568842212806588,Q7T3Q2,CRIM1_DANRE,1.36e-04,protein
CHOYP_BRAFLDRAFT_89961.1.3.m.5717,NA,0.0333230594407775,0.0284060507819634,0.979445546193914,0.936252402187631,0.0491970801097534,0.967036679485888,0.192726700974784,0.64929378284824,0.949671592008509,0.791710993799126,-0.135709245494034,0.979180442953242,0.933230573930166,-0.043436043752199,0.998682844793179,0.996274302855327,-0.00238159398031401,0.958428402785477,0.313042608322804,-0.423139347473222,P91745,PE48A_LUCCU,0.060,protein
CHOYP_BRAFLDRAFT_91441.1.1.m.47971,NA,NA,0.026992007827641,0.979445546193914,0.151677532324854,0.401498824040635,0.967036679485888,0.445084000121447,-0.192089706248627,0.952833163162515,0.878432384296185,-0.040619476974312,0.979180442953242,0.58572143255,0.135830004388997,0.998682844793179,0.454834354670899,0.204069283487113,0.958428402785477,0.0933343362477484,0.45018884903835,P08472,M130_STRPU,2.43e-26,protein
CHOYP_BRAFLDRAFT_99083.1.1.m.11705,NA,NA,0.0324323203697256,0.979445546193914,0.274518727967851,-0.391375511276228,0.967036679485888,0.380789142560136,0.321133734249364,0.949671592008509,0.653799905845076,0.174393413996539,0.979180442953242,0.693717048206784,0.149209034190196,0.998682844793179,0.539474516095061,0.220010827356133,0.958428402785477,0.344642954495258,0.375226791357127,Q9DAK2,PACRG_MOUSE,4.64e-136,protein
CHOYP_C1QL4L.3.7.m.5968,0.0286142247775026,NA,0.0495321236285465,0.618382155144679,0.0183500802985219,1.37112517499712,0.967036679485888,0.249479683152533,-0.602244984147724,0.949671592008509,0.802560669928318,-0.151650789363056,0.979180442953242,0.0858577574047838,1.04967336063928,0.998682844793179,0.0487011222219811,1.06800773391108,0.958428402785477,0.0332293906317368,1.48625810374587,Q86Z23,C1QL4_HUMAN,1.87e-17,protein
CHOYP_CAH2.1.1.m.42306,NA,0.0277170273720528,NA,0.979445546193914,0.317058459732097,0.427708703363484,0.967036679485888,0.713005035890955,0.134720610018482,0.949671592008509,0.257022529177801,0.401947540448766,0.979180442953242,0.480265933055673,0.223702760414332,0.998682844793179,0.82878299478638,0.0697681917755215,0.978007666549162,0.967157659331258,-0.0138154993887722,Q8UWA5,CAH2_TRIHK,2.41e-81,protein
CHOYP_CALM.22.50.m.31010,-0.0593150157334948,0.0785500644306845,0.0803757437728292,0.979445546193914,0.557398715882671,-0.291839837725313,0.967036679485888,0.418359766376195,0.43428089187739,0.949671592008509,0.248255084597112,0.589430913275382,6.79332771654739e-06,1.7083685946303e-09,-2.23326060263222,0.998682844793179,0.742603728621682,0.158083078212932,0.958428402785477,0.40647736893585,-0.477216020229015,Q95NR9,CALM_METSE,2.16e-102,protein
CHOYP_CALUB.2.2.m.58007,0.0316078812990622,NA,NA,0.979445546193914,0.419663821564053,-0.229104082377351,0.967036679485888,0.283457829113899,0.31914518115591,0.949671592008509,0.3439482539475,0.293975029749211,0.979180442953242,0.17303262155564,0.39071027847435,0.998682844793179,0.172953517288999,0.338655323854752,0.958428402785477,0.14596986090044,0.40182100136884,Q6XLQ7,CALU_RABIT,7.28e-125,protein
CHOYP_CAOG_01521.1.1.m.28103,NA,0.0292022300094062,0.0311802683230605,0.979445546193914,0.743791671150677,-0.111267592083492,0.967036679485888,0.862252656688998,-0.0579244679239137,0.949671592008509,0.106567349570043,0.548788928778036,0.979180442953242,0.707805036819389,0.11526170226686,0.998682844793179,0.656982143193815,-0.139885117730249,0.974399936431456,0.896462218524869,0.0426514522702552,P19984,PROF2_ACACA,4.85e-07,protein
CHOYP_CATA.1.3.m.11120,0.0254140198567043,NA,0.0312446456504702,0.419063894107254,0.0100115855501544,1.04919708010975,0.967036679485888,0.0951706559268667,0.482643913438789,0.949671592008509,0.506468825867668,0.196487184847155,0.979180442953242,0.397500742011945,0.231876691860031,0.998682844793179,0.182879139213178,-0.364951673365022,0.987561306071855,0.979862475319126,-0.00810184819437776,Q9PWF7,CATA_RUGRU,1.95e-124,protein
CHOYP_CATA.3.3.m.21642,-0.0335221517396252,0.0253710612418019,NA,0.107669873184523,0.00142151850677417,1.07667781653186,0.967036679485888,0.040358818153665,0.487392228336952,0.949671592008509,0.270833538506957,0.268083496617186,0.979180442953242,0.901083766470752,0.0297738032015777,0.998682844793179,0.160761319770466,-0.353853964481692,0.958428402785477,0.363094523892396,-0.240432506586946,Q9PWF7,CATA_RUGRU,0.0,protein
CHOYP_CATB.1.2.m.5440,NA,0.0905256612016697,0.0366485661113271,0.979445546193914,0.405530718283711,-0.136017792357153,0.967036679485888,0.0155067073533258,-0.47145837661237,0.949671592008509,0.660354638203013,0.0956163006124209,0.979180442953242,0.0289725232076331,0.455993642817017,0.998682844793179,0.587439056620079,-0.103664929817495,0.958428402785477,0.4730706113118,-0.154143383400712,A1E295,CATB_PIG,4.66e-141,protein
CHOYP_CDPK5.1.1.m.6214,NA,0.0991477419642564,0.27857255994514,0.246288056834994,0.00418067240949632,0.673048594224505,0.967036679485888,0.00986627129451705,-0.525429387096893,0.143810252396768,0.000216990195996633,-0.833010622086725,0.143411658454014,0.00050094508459663,0.735037758318276,0.998682844793179,0.511742995147605,0.126516139201944,0.958428402785477,0.218300317223148,0.269873791210898,P04630,CALL_CAEEL,2.53e-19,protein
CHOYP_CHER.1.1.m.63350,NA,NA,0.029622501372732,0.979445546193914,0.642119421967518,0.0612699124103289,0.967036679485888,0.202043464742099,-0.179553912325446,0.949671592008509,0.271108486141969,-0.17337966346009,0.979180442953242,0.340316031614509,0.141791562627715,0.998682844793179,0.191365424457186,0.184703958620181,0.50688713530372,0.00452520892827413,0.388282944182573,Q9VEN1,FLNA_DROME,0.0,protein
CHOYP_CNDP2.3.4.m.30467,0.0342337503020163,0.0274558618061511,NA,0.979445546193914,0.145361473915961,0.324831522723181,0.967036679485888,0.220781754712362,0.260251492102341,0.949671592008509,0.446202186149574,0.173089577449693,0.979180442953242,0.257008111310707,0.246710207698837,0.998682844793179,0.951724969803872,0.0125687474856573,0.958428402785477,0.486938074148656,0.150909493096187,Q9D1A2,CNDP2_MOUSE,0.0,protein
CHOYP_CNDP2.4.4.m.56870,NA,NA,0.0253724452282458,0.979445546193914,0.0448563284319217,0.475461834811852,0.967036679485888,0.406752810987325,0.188491866459462,0.949671592008509,0.842985064442692,0.0475371344461122,0.979180442953242,0.480884447658777,0.168317857137902,0.998682844793179,0.580833574722328,0.128015043275361,0.958428402785477,0.566440546888918,0.133025888940499,Q5R432,CNDP2_PONAB,0.0,protein
CHOYP_CNE_1C34780.3.3.m.30615,-0.0335637583404809,NA,NA,0.979445546193914,0.285346863516382,0.78616267427596,0.979800274196179,0.957369137881019,-0.025744062174764,0.949671592008509,0.729476944775487,-0.165456588888086,0.979180442953242,0.0202422534424826,-1.34264406213948,0.998682844793179,0.088902185546427,-1.26541599981411,0.958428402785477,0.0209704195303913,-1.82117042144638,Q9NJU9,CDPK3_PLAF7,0.001,protein
CHOYP_CNOT1.1.1.m.12106,NA,0.0284576748731458,NA,0.979445546193914,0.967525597718568,-0.0179171157487827,0.967036679485888,0.804778488428614,0.134720610018482,0.97024899757285,0.927824405993138,0.0462885882488528,0.979180442953242,0.790670265111877,0.11678755649782,0.998682844793179,0.400719637625868,0.41265590529853,0.958428402785477,0.526581274475929,0.348754579995936,O54879,HMGB3_MOUSE,2.55e-22,protein
CHOYP_COCA1.3.6.m.49360,NA,0.0263410043918198,0.0286477240621181,0.016030549621747,0.000151217315359003,-2.09764430821952,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,P29030,CHIT_BRUMA,2.59e-09,protein
CHOYP_contig_004993.m.5721,0.0582180336788196,0.036087147603684,NA,0.979445546193914,0.449979008133152,0.78616267427596,0.967036679485888,0.0584580177629487,1.39775501585228,0.949671592008509,0.026513023977068,1.15974663803214,0.979180442953242,0.0858577574047838,1.04967336063928,0.998682844793179,0.0887895046754901,1.0971540795706,0.958428402785477,0.227073590447768,0.638261197190921,Q9NRD8,DUOX2_HUMAN,7.85e-05,protein
CHOYP_contig_005590.m.6345,NA,0.030013676954829,0.0332678222124347,0.979445546193914,0.114159464000232,-0.876802338446469,0.967036679485888,0.552136254669025,-0.450241890702674,0.949671592008509,0.768378700600459,0.226860833890674,0.979180442953242,0.60459091996875,-0.435753466530959,0.998682844793179,0.760932553339839,-0.265415999814108,0.958428402785477,0.663242020608761,-0.361738802809079,Q5RC60,TIMP1_PONAB,0.031,protein
CHOYP_contig_008002.m.9263,NA,0.0605093179689637,0.0539515053474679,0.318249133084209,0.00616554807648685,-1.34935229638052,0.967036679485888,0.199258232979421,-1.45024189070267,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,O94769,ECM2_HUMAN,0.30,protein
CHOYP_contig_008261.m.9575,NA,0.0354819480884446,0.0439038823282674,0.0121788674059575,0.00010413214932794,-3.34312034266901,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,Q04718,FUMA_GEOSE,0.40,protein
