CHOYP_ACACA.1.7	GO:0006633, GO:0016874, GO:0005524, GO:0003989
CHOYP_LOC100377923.1.1	GO:0003333, GO:0016020, GO:0015171
CHOYP_PHUM_PHUM479110.1.1	GO:0006633, GO:0050080
CHOYP_LOC574791.1.1	GO:0005515
CHOYP_NEMVEDRAFT_V1G102533.1.1	GO:0005509
CHOYP_LOC100313639.3.3	GO:0016020, GO:0006810, GO:0055085, GO:0005215
CHOYP_NEMVEDRAFT_V1G162114.1.2	GO:0003676
CHOYP_PI3R4.1.1	GO:0006468, GO:0016772, GO:0004674, GO:0005488, GO:0005515, GO:0004672, GO:0005524
CHOYP_SLC16A9.1.1	GO:0016021, GO:0055085
CHOYP_LOC100533354.3.6	GO:0005921
CHOYP_CC1G_13336.1.3	GO:0004129, GO:0005739
CHOYP_UCCR.1.2	GO:0005750, GO:0006122
CHOYP_APC11.1.1	GO:0004842, GO:0008270, GO:0005515, GO:0005680
CHOYP_UBE4A.2.2	GO:0016567, GO:0034450, GO:0006511, GO:0004842, GO:0000151
CHOYP_LOC101165869.1.1	GO:0016021
CHOYP_FLNA.3.6	GO:0005515
CHOYP_OS11G0657400.1.2	GO:0016021, GO:0016192
CHOYP_MEG10.87.91	GO:0005515
CHOYP_DAO.1.1	GO:0016641, GO:0003884, GO:0055114, GO:0016491
CHOYP_contig_019083	GO:0008083
CHOYP_LOC100215276.1.1	GO:0003735, GO:0006412, GO:0005840, GO:0005622
CHOYP_LOC100366518.5.6	GO:0006030, GO:0005576, GO:0005509, GO:0005515, GO:0008061
CHOYP_LOC101165124.1.2	GO:0005525
CHOYP_LOC100878272.2.3	GO:0005515
CHOYP_XYLT.2.2	GO:0008375, GO:0016020, GO:0006024, GO:0030158
CHOYP_LOC100114433.2.4	GO:0005515
CHOYP_LOC100372610.3.3	GO:0006310, GO:0015074, GO:0003677
CHOYP_RS26.7.15	GO:0003735, GO:0006412, GO:0005840, GO:0005622
CHOYP_FUCO.1.2	GO:0016020
CHOYP_PHATRDRAFT_43152.1.1	GO:0006457, GO:0003755
CHOYP_LOC100634060.31.37	GO:0005509, GO:0005515
CHOYP_LOC100367414.6.7	GO:0003676, GO:0000166
CHOYP_NEMVEDRAFT_V1G246111.2.2	GO:0007165, GO:0005515
CHOYP_HS2ST.1.1	GO:0016021, GO:0008146
CHOYP_NEMVEDRAFT_V1G197314.2.2	GO:0003779
CHOYP_LOC100485234.1.1	GO:0007165, GO:0005515
CHOYP_ATP13A.1.1	GO:0006812, GO:0016021, GO:0000166, GO:0019829, GO:0016887, GO:0046872
CHOYP_ISCW_ISCW016328.1.1	GO:0003951, GO:0007205, GO:0035556, GO:0004143, GO:0008152
CHOYP_PHUM_PHUM226120.5.7	GO:0006468, GO:0016772, GO:0004674, GO:0005515, GO:0004672, GO:0005524
CHOYP_LOC100891619.1.1	GO:0005215, GO:0016020, GO:0006810
CHOYP_AKP13.3.5	GO:0005089, GO:0035556, GO:0035023
CHOYP_T184C.2.2	GO:0003964, GO:0006278, GO:0003723
CHOYP_RLA1.10.12	GO:0003735, GO:0006414, GO:0005840, GO:0005622
CHOYP_LRC15.2.3	GO:0005515
CHOYP_BRAFLDRAFT_118793.1.1	GO:0005515
CHOYP_LOC100208179.1.3	GO:0016772, GO:0006468, GO:0004674, GO:0005524, GO:0004672
CHOYP_DMBT1.12.34	GO:0005044, GO:0016020
CHOYP_AGAP_AGAP001999.1.1	GO:0008270, GO:0005515
CHOYP_BRAFLDRAFT_129259.1.1	GO:0015930, GO:0050660, GO:0016638, GO:0016639, GO:0051536, GO:0016040, GO:0003824, GO:0006807, GO:0045181, GO:0008152, GO:0010181, GO:0005506, GO:0006537, GO:0055114, GO:0016491
CHOYP_LOC101164670.1.1	GO:0005515
CHOYP_LOC762549.1.2	GO:0006811, GO:0016020, GO:0005230, GO:0006810
CHOYP_SYT7.1.1	GO:0005215, GO:0016020, GO:0006810, GO:0005515, GO:0008021
CHOYP_CRE_20365.1.3	GO:0005743, GO:0006850
CHOYP_CHD7.1.2	GO:0005515, GO:0016817, GO:0004386, GO:0003676, GO:0003677, GO:0005524
CHOYP_NCU01587.1.1	GO:0003779, GO:0005622
CHOYP_PTPRT.33.45	GO:0006470, GO:0004725
CHOYP_contig_054223	GO:0003824
CHOYP_BRAFLDRAFT_279360.1.1	GO:0005737, GO:0008565, GO:0005634, GO:0006606, GO:0005488, GO:0005515
CHOYP_LOC100874903.1.1	GO:0008270, GO:0008237
CHOYP_LOC100486910.1.1	GO:0005515
CHOYP_LOC585032.1.2	GO:0046872, GO:0005096, GO:0008083
CHOYP_SYAC.1.2	GO:0005737, GO:0004813, GO:0003676, GO:0000166, GO:0043039, GO:0005524, GO:0006419, GO:0016876
CHOYP_LOC101435503.1.1	GO:0006310, GO:0042138
CHOYP_ACDOPBH.7.9	GO:0016715, GO:0003824, GO:0004497, GO:0005507, GO:0055114
CHOYP_PEX3.1.1	GO:0005779, GO:0007031
CHOYP_LOC100929680.2.2	GO:0005515
CHOYP_contig_029064	GO:0005515
CHOYP_CHAF1B.1.1	GO:0005515
CHOYP_S23A2.1.3	GO:0005215, GO:0016020, GO:0006810, GO:0055085
CHOYP_LOC100557203.1.1	GO:0046080, GO:0016787, GO:0004170
CHOYP_IRO.1.4	GO:0003700, GO:0006355, GO:0005634, GO:0043565, GO:0003677
CHOYP_BRAFLDRAFT_83269.1.1	GO:0005488
CHOYP_HMCN1.11.44	GO:0030246, GO:0005515
CHOYP_BRAFLDRAFT_119901.1.1	GO:0006310, GO:0006281, GO:0051103, GO:0006260, GO:0003910, GO:0003677, GO:0003909, GO:0005524, GO:0008270
CHOYP_LOC100370684.1.2	GO:0016020, GO:0008519, GO:0015696
CHOYP_ZN493.1.1	GO:0046872, GO:0003676, GO:0003677
CHOYP_LOC100375022.1.1	GO:0000502, GO:0030234, GO:0042176, GO:0005515
CHOYP_FZD7A.1.1	GO:0004888, GO:0016020, GO:0005515, GO:0007166
CHOYP_LOC100493440.2.2	GO:0003964, GO:0006278, GO:0003723
CHOYP_LOC100377194.1.2	GO:0006260, GO:0005524, GO:0003677
CHOYP_LOC100535305.2.2	GO:0015074, GO:0003676
CHOYP_LMBL3.1.1	GO:0003700, GO:0006355, GO:0005634, GO:0008270, GO:0005515
CHOYP_BRAFLDRAFT_268046.2.3	GO:0005215, GO:0016020, GO:0006810, GO:0055085
CHOYP_ISCW_ISCW000210.4.4	GO:0005515
CHOYP_PTPRD.3.3	GO:0016311, GO:0006470, GO:0004725, GO:0016791, GO:0005515
CHOYP_BRAFLDRAFT_80577.2.6	GO:0046872, GO:0008270, GO:0005515, GO:0005622
CHOYP_LOC100493179.10.15	GO:0015074, GO:0003676
CHOYP_AASI_1435.12.35	GO:0005515
CHOYP_LOC100641396.11.27	GO:0005515
CHOYP_RXR.1.2	GO:0005515
CHOYP_FBXW2.1.1	GO:0005515
CHOYP_GATA2.2.2	GO:0003700, GO:0006355, GO:0008270, GO:0043565
CHOYP_NEMVEDRAFT_V1G167758.1.1	GO:0005515
CHOYP_contig_002774	GO:0005509
CHOYP_contig_037502	GO:0005576, GO:0030414
CHOYP_LOC100136676.2.2	GO:0006915, GO:0005622, GO:0004197, GO:0005515, GO:0006508, GO:0042981, GO:0008234
CHOYP_RN213.13.13	GO:0008270, GO:0005515
CHOYP_contig_019041	GO:0003779, GO:0005515
CHOYP_MTIF2.1.1	GO:0003924, GO:0005525, GO:0006413, GO:0005622, GO:0003743
CHOYP_TB10.70.0930.3.3	GO:0008270, GO:0005622
CHOYP_LOC101067833.3.3	GO:0008270, GO:0005515
CHOYP_TRIADDRAFT_61286.1.1	GO:0055114, GO:0016491
CHOYP_LOC100637968.10.12	GO:0005515
CHOYP_TTN.4.9	GO:0005515
CHOYP_MIB1.4.4	GO:0003950, GO:0005515
CHOYP_TBC1D22A.1.1	GO:0032313, GO:0005097
CHOYP_PHUM_PHUM125800.1.2	GO:0005975, GO:0016757
CHOYP_LOC100485757.1.1	GO:0003735, GO:0006412, GO:0005840, GO:0005622
CHOYP_LOC100372741.2.3	GO:0015074, GO:0008270, GO:0003676
CHOYP_TVAG_086460.1.1	GO:0005515
CHOYP_LOC100891134.1.1	GO:0008270, GO:0005622
CHOYP_LOC100372942.1.1	GO:0005515
CHOYP_LOC100369218.1.2	GO:0008270, GO:0005622
CHOYP_ISCW_ISCW018501.1.2	GO:0046872
CHOYP_LOC100647135.2.2	GO:0005216, GO:0016020, GO:0070588, GO:0055085, GO:0005891, GO:0005245, GO:0006811
CHOYP_RS6.4.12	GO:0003735, GO:0006412, GO:0005840, GO:0005622
CHOYP_BRAFLDRAFT_125849.1.2	GO:0007155
CHOYP_CTTN.1.1	GO:0005515
CHOYP_contig_008301	GO:0008270, GO:0003676
CHOYP_contig_006213	GO:0007160, GO:0016020, GO:0005509, GO:0005515
CHOYP_PHUM_PHUM066670.2.3	GO:0005509, GO:0005515
CHOYP_LOC100369981.1.5	GO:0003964, GO:0006278, GO:0003723
CHOYP_LOC100637968.12.12	GO:0005515
CHOYP_ZCHC9.1.2	GO:0008270, GO:0003676
CHOYP_contig_018394	GO:0007155
CHOYP_TBX20.1.4	GO:0003700, GO:0006355, GO:0005634
CHOYP_IKBE.1.1	GO:0005515
CHOYP_LOC100872507.1.1	GO:0003824, GO:0006139, GO:0009116, GO:0004731
CHOYP_BRAFLDRAFT_87578.1.3	GO:0007165, GO:0005515
CHOYP_PKR2.1.1	GO:0004930, GO:0007186, GO:0016021
CHOYP_BRAFLDRAFT_84838.2.6	GO:0003950, GO:0003676, GO:0000166
CHOYP_TSN33.2.3	GO:0016021
CHOYP_FAT3.1.3	GO:0016020, GO:0007156, GO:0005509
CHOYP_NRG.1.1	GO:0005515
CHOYP_LDLR.3.7	GO:0005515
CHOYP_contig_043849	GO:0008270, GO:0003676
CHOYP_ROAA.6.6	GO:0003676, GO:0000166
CHOYP_CEAM5.4.6	GO:0005515
CHOYP_contig_015345	GO:0032313, GO:0005097
CHOYP_BRAFLDRAFT_284412.1.1	GO:0009058, GO:0009396, GO:0016874, GO:0004326, GO:0005524
CHOYP_contig_035866	GO:0005509
CHOYP_MEIS2.2.4	GO:0003700, GO:0006355, GO:0043565, GO:0003677
CHOYP_BRAFLDRAFT_118421.2.2	GO:0008270, GO:0005622
CHOYP_LOC100371058.3.3	GO:0005515
CHOYP_LOC100640442.7.10	GO:0005515
CHOYP_TBK1.4.5	GO:0016772, GO:0006468, GO:0003723, GO:0005524, GO:0004672
CHOYP_LOC100371242.5.6	GO:0007154, GO:0016020
CHOYP_TS101.3.4	GO:0015031, GO:0006464
CHOYP_RNOY.2.3	GO:0033897, GO:0003723
CHOYP_WN11B.1.1	GO:0005102, GO:0005576, GO:0007275, GO:0016055
CHOYP_LOC100890987.1.1	GO:0005488
CHOYP_LOC100168206.1.3	GO:0005488
CHOYP_S12A2.2.2	GO:0006810, GO:0006811, GO:0016020, GO:0055085, GO:0015377, GO:0016021
CHOYP_AGAP_AGAP002350.1.1	GO:0005861
CHOYP_LOC100696712.1.1	GO:0008191, GO:0005515
CHOYP_RAM.1.1	GO:0005845, GO:0032259, GO:0003723
CHOYP_LOC100373444.59.79	GO:0008270, GO:0005622
CHOYP_SMO.1.1	GO:0004888, GO:0016020, GO:0007166, GO:0005515
CHOYP_LOC100226640.1.1	GO:0003824, GO:0016020
CHOYP_1433G.2.2	GO:0019904
CHOYP_IRF5.1.1	GO:0003700, GO:0006355, GO:0005515, GO:0000975
CHOYP_RDH10.1.1	GO:0008152, GO:0016491
CHOYP_ADPRM.1.1	GO:0016787
CHOYP_LOC577316.1.1	GO:0016020, GO:0005230, GO:0006810, GO:0016021, GO:0006811
CHOYP_LOC100378372.1.1	GO:0008017, GO:0007018, GO:0005524, GO:0003777
CHOYP_ZSCAN22.1.1	GO:0046872, GO:0003676
CHOYP_LOC100641729.4.10	GO:0005515
CHOYP_LOC100366470.1.2	GO:0008270, GO:0005622
CHOYP_DYR.1.1	GO:0006545, GO:0004146, GO:0050661, GO:0009165, GO:0055114
CHOYP_DYAK_GE13192.1.2	GO:0055114, GO:0004601, GO:0020037, GO:0006979
CHOYP_LOC100631844.1.1	GO:0003676
CHOYP_RPS24.5.8	GO:0003735, GO:0005622, GO:0005840, GO:0006412, GO:0000166
CHOYP_DLL1.1.1	GO:0007154, GO:0016020, GO:0005509, GO:0005515
CHOYP_LOC580670.3.6	GO:0004222, GO:0016020, GO:0008270, GO:0005515, GO:0006508, GO:0008237
CHOYP_LOC101078411.2.2	GO:0016021
CHOYP_LOC100018342.1.1	GO:0005515
CHOYP_BRAFLDRAFT_126555.1.6	GO:0003824, GO:0006629, GO:0005515
CHOYP_KSR2.1.1	GO:0006468, GO:0016772, GO:0004674, GO:0004672, GO:0035556, GO:0005524
CHOYP_BRAFLDRAFT_88223.12.22	GO:0008270, GO:0005622
CHOYP_BRAFLDRAFT_87325.9.11	GO:0005515
CHOYP_ZUFSP.1.1	GO:0046872
CHOYP_LOC100370410.1.1	GO:0016857, GO:0005975, GO:0003824, GO:0006098, GO:0008152, GO:0004750
CHOYP_NKX23.1.1	GO:0003700, GO:0006355, GO:0005634, GO:0003677, GO:0043565
CHOYP_BRAFLDRAFT_125550.3.5	GO:0055114, GO:0004601, GO:0020037, GO:0006979
CHOYP_CZH9ORF3.1.1	GO:0005488, GO:0008270, GO:0008237, GO:0019370
CHOYP_contig_015962	GO:0008083
CHOYP_PTPRF.5.6	GO:0016311, GO:0006470, GO:0004725, GO:0016791, GO:0005515
CHOYP_BRAFLDRAFT_277269.1.1	GO:0006508, GO:0004222, GO:0008237
CHOYP_DDX47.1.1	GO:0008026, GO:0005524, GO:0003676, GO:0004386
CHOYP_NEMVEDRAFT_V1G234712.1.1	GO:0003735, GO:0006412, GO:0005840, GO:0005622
CHOYP_ORCT.1.6	GO:0016021, GO:0022857, GO:0055085
CHOYP_ITBP1.1.1	GO:0005515
CHOYP_BRAFLDRAFT_127105.1.1	GO:0004177, GO:0005622, GO:0008235, GO:0008270, GO:0006508
CHOYP_MET.2.2	GO:0006468, GO:0016772, GO:0016020, GO:0004713, GO:0005515, GO:0004672, GO:0007275, GO:0005524, GO:0004872
CHOYP_PHUM_PHUM419710.1.1	GO:0016746, GO:0008152
CHOYP_contig_052040	GO:0004857, GO:0004867
CHOYP_LOC564844.1.1	GO:0003824, GO:0006097, GO:0004474
CHOYP_BRAFLDRAFT_85511.15.23	GO:0008270, GO:0005622
CHOYP_EXO1.2.2	GO:0004518, GO:0003824, GO:0003677, GO:0016788, GO:0006281
CHOYP_CP238.1.1	GO:0005506, GO:0016705, GO:0055114, GO:0020037
CHOYP_PHUM_PHUM512710.2.2	GO:0008270, GO:0008237
CHOYP_contig_052048	GO:0016020, GO:0005515, GO:0005164, GO:0006955
CHOYP_LOC100368955.1.1	GO:0017111, GO:0005524, GO:0000166
CHOYP_TVAG_451090.8.13	GO:0005515
CHOYP_LOC100206475.15.16	GO:0005507, GO:0055114, GO:0016491
CHOYP_PLRG1.1.1	GO:0005515
CHOYP_T23O.2.6	GO:0004833, GO:0019441, GO:0020037
CHOYP_BRAFLDRAFT_271463.1.1	GO:0005509
CHOYP_PEVK.2.3	GO:0006468, GO:0016772, GO:0004674, GO:0005515, GO:0004672, GO:0005524
CHOYP_BRAFLDRAFT_91442.3.4	GO:0046872, GO:0008270, GO:0005515, GO:0005622
CHOYP_LOC100561667.4.4	GO:0005515
CHOYP_RS18.10.11	GO:0005840, GO:0005622, GO:0003735, GO:0003723, GO:0003676, GO:0006412
CHOYP_SSRP1.1.1	GO:0005634, GO:0003677
CHOYP_LOC100899945.1.3	GO:0016021
CHOYP_THUM1.1.1	GO:0003723
CHOYP_BRAFLDRAFT_102226.1.1	GO:0003824, GO:0008152
CHOYP_LOC100370913.1.1	GO:0005515
CHOYP_CACB1.1.1	GO:0005515
CHOYP_MALT1.1.1	GO:0006508, GO:0004197, GO:0005515
CHOYP_BRAFLDRAFT_262273.1.1	GO:0047750, GO:0016021, GO:0016125, GO:0005783
CHOYP_LOC100374741.26.83	GO:0008270, GO:0005622
CHOYP_EVI1.1.1	GO:0046872, GO:0003676
CHOYP_FXL15.2.3	GO:0005515
CHOYP_LOC100367353.1.1	GO:0005737, GO:0006796, GO:0000287, GO:0004427
CHOYP_PTPRT.28.45	GO:0016311, GO:0006470, GO:0004725, GO:0016791
CHOYP_LOC593247.1.1	GO:0035556, GO:0015035, GO:0045454, GO:0009055
CHOYP_contig_018728	GO:0005515
CHOYP_BRAFLDRAFT_85202.1.2	GO:0005488
CHOYP_BRAFLDRAFT_81364.2.3	GO:0005975, GO:0016798, GO:0004553
CHOYP_LOC373212.1.1	GO:0004930, GO:0005515, GO:0005044, GO:0016021, GO:0016020, GO:0007218, GO:0004888, GO:0005509, GO:0007166, GO:0007186, GO:0016525
CHOYP_AGRIN.1.5	GO:0005515
CHOYP_BRAFLDRAFT_114350.1.1	GO:0030488, GO:0016429, GO:0031515
CHOYP_LOC100372150.1.1	GO:0005856, GO:0005523
CHOYP_ACHD.2.2	GO:0006811, GO:0016020, GO:0016021, GO:0005230, GO:0006810
CHOYP_NCAPG.1.1	GO:0005488
CHOYP_PARP15.1.3	GO:0003950
CHOYP_BRAFLDRAFT_80400.3.4	GO:0008270, GO:0005622
CHOYP_DGRI_GH15575.1.1	GO:0006030, GO:0005576, GO:0008061
CHOYP_MEG10.64.91	GO:0005515
CHOYP_SMC2.1.4	GO:0006310, GO:0051276, GO:0006281, GO:0005515, GO:0005694, GO:0005524
CHOYP_LOC100494344.1.3	GO:0006310, GO:0015074, GO:0003677
CHOYP_TRAF4-A.1.1	GO:0016567, GO:0004842, GO:0008270, GO:0005515
CHOYP_LOC100007585.6.7	GO:0005515
CHOYP_PARP12.2.2	GO:0046872
CHOYP_LOC101077846.2.2	GO:0007218, GO:0005515, GO:0016021, GO:0016020, GO:0004930, GO:0004888, GO:0007166, GO:0007186, GO:0016525
CHOYP_NEMVEDRAFT_V1G214844.24.34	GO:0005515
CHOYP_LOC100367421.1.1	GO:0006221, GO:0044205, GO:0006207, GO:0003824, GO:0009116, GO:0008152, GO:0004588, GO:0004590
CHOYP_BRAFLDRAFT_126962.1.1	GO:0003700, GO:0006355, GO:0043565
CHOYP_IL17L.1.1	GO:0005125, GO:0006954, GO:0005576
CHOYP_LOC100702077.1.1	GO:0005515
CHOYP_contig_025803	GO:0006310, GO:0015074, GO:0003677
CHOYP_LOC101064328.3.3	GO:0008757
CHOYP_BRAFLDRAFT_219671.1.2	GO:0007050, GO:0005634
CHOYP_BRAFLDRAFT_110975.1.1	GO:0001522, GO:0003723, GO:0009982, GO:0009451
CHOYP_ISCW_ISCW023764.1.1	GO:0005515
CHOYP_ZGC_113625.2.2	GO:0005525
CHOYP_BRAFLDRAFT_67409.6.7	GO:0016020, GO:0016817, GO:0005525
CHOYP_DSIM_GD25210.1.1	GO:0005737, GO:0046836, GO:0017089, GO:0051861
CHOYP_LOC100698439.2.2	GO:0005515
CHOYP_TRANK1.5.9	GO:0005515
CHOYP_BRAFLDRAFT_102566.1.1	GO:0005515
CHOYP_LOC101170669.1.1	GO:0003735, GO:0006414, GO:0005840, GO:0005622
CHOYP_GPX1.1.4	GO:0055114, GO:0006979, GO:0004602
CHOYP_BRAFLDRAFT_102380.2.11	GO:0008270, GO:0005622
CHOYP_TIPIN.2.2	GO:0006974, GO:0005634, GO:0048478, GO:0007049
CHOYP_LOC100632618.3.3	GO:0070403
CHOYP_LOC587640.1.1	GO:0008152, GO:0005515, GO:0016491
CHOYP_TFP11.1.1	GO:0006355, GO:0005634, GO:0003676, GO:0003677
CHOYP_NEMVEDRAFT_V1G197092.1.2	GO:0004842
CHOYP_COL12.2.3	GO:0030246
CHOYP_NEU1B.1.1	GO:0008270, GO:0005515
CHOYP_NEMVEDRAFT_V1G210610.1.2	GO:0005515, GO:0005525
CHOYP_LOC100150581.1.1	GO:0005215, GO:0016021, GO:0055085, GO:0005886
CHOYP_PTPRT.13.45	GO:0016311, GO:0006470, GO:0004725, GO:0016791, GO:0005515
CHOYP_NEMVEDRAFT_V1G241973.2.2	GO:0005975, GO:0004553
CHOYP_RCOM_1504880.1.1	GO:0016021
CHOYP_BRAFLDRAFT_72274.2.2	GO:0006637, GO:0016790
CHOYP_LOC752844.1.4	GO:0035556, GO:0005515
CHOYP_PTPRK.14.20	GO:0016311, GO:0006470, GO:0004725, GO:0016791
CHOYP_contig_028828	GO:0005515
CHOYP_LOC100892193.4.5	GO:0006915, GO:0005622, GO:0004197, GO:0005515, GO:0006508, GO:0042981, GO:0008234
CHOYP_LOC100489926.3.3	GO:0005515
CHOYP_LOC100533330.1.2	GO:0006886, GO:0016020, GO:0003924, GO:0006913, GO:0005622, GO:0007165, GO:0015031, GO:0006184, GO:0007264, GO:0005525
CHOYP_LOC100368148.1.1	GO:0008270, GO:0005515
CHOYP_EGL.2.3	GO:0006139, GO:0008408, GO:0003676
CHOYP_TSP_02555.1.1	GO:0016020, GO:0008417, GO:0006486
CHOYP_RDH13.2.3	GO:0008152, GO:0016491
CHOYP_LOC100493788.1.1	GO:0005509, GO:0005515
CHOYP_LOC578656.1.15	GO:0005515
CHOYP_INTS2.1.1	GO:0016180, GO:0032039
CHOYP_LOC579946.7.24	GO:0005515
CHOYP_LOC100870584.1.1	GO:0007165, GO:0005509, GO:0005578
CHOYP_DIA1.1.1	GO:0016772
CHOYP_BRAFLDRAFT_88223.5.22	GO:0008270, GO:0005515, GO:0005622
CHOYP_DGRI_GH11232.1.1	GO:0016021
CHOYP_ACOT1.1.1	GO:0006637, GO:0016790
CHOYP_BRAFLDRAFT_189049.1.2	GO:0007155
CHOYP_LOC100206475.3.16	GO:0005507, GO:0055114, GO:0016491
CHOYP_PRM1A.1.2	GO:0016021
CHOYP_ALK.1.2	GO:0006468, GO:0016772, GO:0016020, GO:0004714, GO:0004713, GO:0004672, GO:0007169, GO:0005524
CHOYP_AAEL_AAEL009187.1.1	GO:0046872, GO:0003676, GO:0005515
CHOYP_LOC100496973.7.8	GO:0046872, GO:0005515, GO:0007049, GO:0005525
CHOYP_contig_038589	GO:0005179, GO:0005576
CHOYP_BRAFLDRAFT_120139.5.5	GO:0005044, GO:0016020
CHOYP_CRE_06881.1.1	GO:0005515
CHOYP_LOC100371845.1.3	GO:0005432, GO:0016021, GO:0016020, GO:0006816, GO:0007154, GO:0055085
CHOYP_BRAFLDRAFT_109205.5.5	GO:0030246
CHOYP_UCHL5.2.2	GO:0008242, GO:0006511, GO:0004843, GO:0005622
CHOYP_V234.1.1	GO:0035556, GO:0005515
CHOYP_KCNC4.4.5	GO:0006813, GO:0006811, GO:0016020, GO:0051260, GO:0008076, GO:0055085, GO:0005249, GO:0005216
CHOYP_BDEF.2.2	GO:0050829, GO:0050830
CHOYP_PGBM.2.3	GO:0005515
CHOYP_TVAG_491110.11.18	GO:0008270, GO:0005622
CHOYP_CPIPJ_CPIJ004440.1.1	GO:0016020
CHOYP_LOC100704818.1.1	GO:0016020, GO:0005622, GO:0007165, GO:0015031, GO:0006184, GO:0007264, GO:0005525
CHOYP_contig_050799	GO:0008270, GO:0005622
CHOYP_LOC100373444.33.79	GO:0008270, GO:0005622
CHOYP_BRAFLDRAFT_69390.2.2	GO:0005515
CHOYP_LRC57.1.1	GO:0005515
CHOYP_PAN2.1.1	GO:0004527, GO:0005515, GO:0003676
CHOYP_ANKRD6.2.2	GO:0005515
CHOYP_GEPH.1.2	GO:0006777, GO:0032324
CHOYP_LACB2.1.1	GO:0016787
