D_11_T_23_adj.ChiSq.pval,D_11_T_23_ChiSq.pval,D_11_T_23_FC,D_11_T_23_logFC,D_11_T_29_adj.ChiSq.pval,D_11_T_29_ChiSq.pval,D_11_T_29_FC,D_11_T_29_logFC,D_13_T_23_adj.ChiSq.pval,D_13_T_23_ChiSq.pval,D_13_T_23_FC,D_13_T_23_logFC,D_13_T_29_adj.ChiSq.pval,D_13_T_29_ChiSq.pval,D_13_T_29_FC,D_13_T_29_logFC,D_3_T_23_adj.ChiSq.pval,D_3_T_23_ChiSq.pval,D_3_T_23_FC,D_3_T_23_logFC,D_3_T_29_adj.ChiSq.pval,D_3_T_29_ChiSq.pval,D_3_T_29_FC,D_3_T_29_logFC,D_5_T_23_adj.ChiSq.pval,D_5_T_23_ChiSq.pval,D_5_T_23_FC,D_5_T_23_logFC,D_5_T_29_adj.ChiSq.pval,D_5_T_29_ChiSq.pval,D_5_T_29_FC,D_5_T_29_logFC,D_7_T_23_adj.ChiSq.pval,D_7_T_23_ChiSq.pval,D_7_T_23_FC,D_7_T_23_logFC,D_7_T_29_adj.ChiSq.pval,D_7_T_29_ChiSq.pval,D_7_T_29_FC,D_7_T_29_logFC,D_9_T_23_adj.ChiSq.pval,D_9_T_23_ChiSq.pval,D_9_T_23_FC,D_9_T_23_logFC,D_9_T_29_adj.ChiSq.pval,D_9_T_29_ChiSq.pval,D_9_T_29_FC,D_9_T_29_logFC,evalue,type,name,protein_ID,TempPC2,TimePC12,TimexTempPC12
2.96E-18,7.83E-21,-0.780348617,-2.186712512,8.06E-23,9.64E-26,-0.849978911,-2.736762773,1.60E-17,3.01E-20,-0.807269378,-2.37534228,1.05E-31,1.06E-34,-0.913747751,-3.535294116,3.29E-04,8.27E-08,0.630984918,0.705743441,0.001418437,2.28E-05,0.488131082,0.573501612,0.982201279,0.514256845,-0.065595411,-0.097880735,3.20E-10,1.61E-12,-0.619834387,-1.395300052,1.55E-12,5.25E-15,-0.660023666,-1.556493772,3.51E-19,8.38E-22,-0.817545003,-2.454387428,2.84E-18,8.92E-21,-0.762672419,-2.075048324,2.27E-26,4.57E-29,-0.882470078,-3.088899989,8.31E-37,protein,POSTN_MOUSE,CHOYP_BRAFLDRAFT_127065.6.7.m.30727,-0.091821305,0.407615423,0.09193811
0.139609621,0.010848579,0.999694629,0.999779705,0.336222707,0.039012152,0.780346426,0.832157994,0.924704431,0.240250817,0.429197253,0.515205046,0.975610915,0.775450612,0.091090949,0.125771364,0.986700297,0.368234161,0.302981463,0.38181656,0.999430996,0.755113696,0.101109941,0.138958523,0.982201279,0.859781282,0.056082549,0.078722608,0.973152019,0.344863613,0.326324061,0.407433312,0.996246022,0.892703257,0.043036768,0.060790016,0.907257191,0.195732599,0.470650195,0.556454132,0.857149022,0.188178322,0.462531215,0.548467417,0.064485094,0.004135219,1.145480751,1.101300958,0.002,protein,CBD1_CAEEL,CHOYP_BRAFLDRAFT_130809.1.1.m.5127,,0.064185343,
0.866796155,0.202687679,0.35114502,0.434182529,0.966102556,0.578644608,0.146435199,0.19715481,0.924704431,0.547182896,0.165106456,0.22046178,0.975610915,0.92993112,-0.021576051,-0.031468378,0.986700297,0.601195381,-0.125313369,-0.193161852,0.999430996,0.544374919,0.157416699,0.210908364,0.982201279,0.75107978,0.080084426,0.111144086,0.973152019,0.465512464,0.193691655,0.255430219,0.996246022,0.77929662,-0.068717171,-0.102708717,0.938232479,0.43504231,0.213286411,0.278920156,0.995145093,0.972537971,0.008642218,0.012414517,0.977637038,0.855474802,0.046575976,0.065677048,1.46E-98,protein,RS13_RAT,CHOYP_BRAFLDRAFT_208436.4.32.m.22689,,0.030947507,
9.70E-04,2.72E-05,-0.950867454,-4.347177184,9.47E-04,2.67E-05,-0.950954644,-4.34973965,0.003572204,1.03E-04,-0.94350999,-4.145860434,2.39E-04,6.59E-06,-0.956873876,-4.535294116,0.986700297,0.208067904,-0.341928554,-0.60368387,0.017362034,4.19E-04,-0.817998357,-2.45797662,0.001473804,2.87E-05,-0.91272045,-3.518212534,0.001009672,2.25E-05,-0.951770034,-4.373926401,5.09E-04,1.11E-05,-0.954846893,-4.469030931,0.002300336,6.25E-05,-0.946521811,-4.224905582,5.45E-04,1.31E-05,-0.954152626,-4.447017102,6.37E-04,1.95E-05,-0.952428365,-4.393754571,0.28,protein,SOG_DROME,CHOYP_BRAFLDRAFT_246510.1.1.m.27433,,0.025439566,0.038088243
0.963868456,0.574737905,0.189007618,0.249757958,0.966102556,0.479413621,0.240847509,0.31132583,0.924704431,0.392874565,0.304919231,0.383960513,0.975610915,0.668031907,0.138529686,0.187171908,0.986700297,0.786488607,-0.083087118,-0.125143429,0.999430996,0.997455128,0.001009037,0.001454999,0.982201279,0.773793036,-0.087928707,-0.132781497,0.983850626,0.980139383,0.008006286,0.011504636,0.996246022,0.98321147,-0.006631649,-0.009599312,0.938232479,0.860215726,0.05886814,0.082522943,0.995145093,0.736475234,0.109506439,0.149918041,0.977637038,0.450697589,0.255891172,0.328711454,3.83E-85,protein,GRB2_MOUSE,CHOYP_BRAFLDRAFT_263599.1.1.m.59011,,0.034302713,
2.09E-12,9.19E-15,-0.984104176,-5.975208407,2.16E-12,8.69E-15,-0.984132385,-5.977770872,1.17E-10,5.59E-13,-0.98172382,-5.773891657,1.01E-13,4.96E-16,-0.972094861,-5.163325339,0.986700297,0.897816067,0.021946246,0.031319313,0.009308533,2.04E-04,-0.543657645,-1.131811532,2.20E-05,2.26E-07,-0.703506236,-1.753926334,2.22E-11,8.08E-14,-0.953188563,-4.416995123,2.75E-12,9.68E-15,-0.956174926,-4.512099653,2.63E-11,1.19E-13,-0.982698233,-5.852936804,3.54E-12,1.60E-14,-0.955501079,-4.490085824,2.38E-12,1.35E-14,-0.969218354,-5.021785793,9.95E-133,protein,CHIA_RAT,CHOYP_BRAFLDRAFT_281651.5.8.m.25278,,0.043643198,0.035644159
0.071595791,0.004321134,1.02671753,1.01914503,0.017104486,8.01E-04,1.247912155,1.168585658,0.410744334,0.043227437,0.708822802,0.773002803,0.425267322,0.057750372,0.620823511,0.696727006,0.986700297,0.874799816,0.045602409,0.06433437,0.999430996,0.997212184,0.001009037,0.001454999,0.982201279,0.427732647,0.240096933,0.310452894,0.973152019,0.366535129,0.282113259,0.358523712,0.779891386,0.127600295,0.490052526,0.575363188,0.536853403,0.070203387,0.617715215,0.693957656,0.938528178,0.220677442,0.386883049,0.471846135,0.055215706,0.003471376,1.04954462,1.035303399,1.36E-04,protein,CRIM1_DANRE,CHOYP_BRAFLDRAFT_74063.1.5.m.2740,,0.027801272,
0.332033155,0.034526772,-0.385361481,-0.702189913,0.698613948,0.134926099,-0.280668111,-0.475270532,0.095822938,0.005373699,-0.512635208,-1.036926062,0.324961909,0.036855984,-0.367483508,-0.660824998,0.986700297,0.097067797,-0.299777572,-0.514114824,0.165698416,0.006658062,-0.470054039,-0.916082841,0.116474213,0.005609157,-0.472899975,-0.923851335,0.560065527,0.069253376,-0.334237334,-0.586920125,0.102319294,0.006008187,-0.474099108,-0.927137152,0.341267619,0.031968361,-0.400205411,-0.737459587,0.109457151,0.007363206,-0.466012944,-0.905123323,0.236823419,0.024000965,-0.40488817,-0.748767299,4.64E-136,protein,PACRG_MOUSE,CHOYP_BRAFLDRAFT_99083.1.1.m.11705,,,0.03243232
2.97E-06,4.03E-08,2.430733442,1.778517037,0.001170266,3.40E-05,1.674038111,1.419020027,1.40E-04,2.56E-06,2.025899666,1.597364151,0.002449947,9.33E-05,1.51631561,1.331312884,0.986700297,0.868211561,0.049099407,0.069151386,0.029239352,7.98E-04,1.263150866,1.178332761,0.001360954,2.58E-05,1.671513169,1.417657129,1.49E-07,1.32E-09,2.782906886,1.919495266,1.49E-04,2.78E-06,1.936915124,1.554301573,1.39E-06,1.38E-08,2.580713518,1.840247098,2.45E-05,3.97E-07,2.157488681,1.658777562,1.20E-05,2.29E-07,2.230734536,1.691862211,0,protein,CATA_RUGRU,CHOYP_CATA.3.3.m.21642,-0.033522152,0.025371061,
1.35E-06,1.68E-08,1.664583667,1.413910134,3.91E-08,3.49E-10,1.910784855,1.541408209,0.006476868,2.04E-04,1.02313059,1.016589447,2.28E-05,4.84E-07,1.405033638,1.266057073,0.986700297,0.134715847,0.346750867,0.429482994,0.001140661,1.75E-05,1.164973034,1.114349055,1.24E-07,6.39E-10,1.835570482,1.503639017,0.00773383,2.45E-04,0.974063718,0.981168557,1.42E-07,9.98E-10,1.818393925,1.49487327,0.256803489,0.02056882,0.586934164,0.666242277,0.078145674,0.00461819,0.71234609,0.775974321,5.36E-08,5.52E-10,1.871999191,1.522055343,2.53E-19,protein,CALL_CAEEL,CHOYP_CDPK5.1.1.m.6214,,0.099147742,0.27857256
0.406165871,0.050049359,1.972519044,1.571686053,0.966102556,0.914349232,0.078997834,0.109691969,0.410744334,0.043327119,2.106950549,1.63549928,0.975610915,0.654390071,-0.288418946,-0.490899997,0.986700297,0.779313244,0.206464318,0.270785248,0.999430996,0.164951757,1.252270333,1.17138,0.085341299,0.003852323,3.320337702,2.111144086,0.090732259,0.004845429,3.244236994,2.085505217,0.02708584,0.001154545,3.966841754,2.312328783,0.073711021,0.003892698,3.411950585,2.141416633,0.022791956,0.001011638,4.043211088,2.334342612,0.952983286,0.326941979,0.831507959,0.87303197,0.001,protein,CDPK3_PLAF7,CHOYP_CNE_1C34780.3.3.m.30615,-0.033563758,,
0.811703026,0.166456672,-0.369465657,-0.665353144,0.966102556,0.607430466,-0.145793381,-0.227343018,0.583728303,0.075011986,-0.482174908,-0.949463221,0.859715795,0.206921608,-0.327951227,-0.573362157,0.986700297,0.57122608,-0.155474977,-0.243787925,0.999430996,0.548682045,-0.165825802,-0.261579407,0.518281955,0.053255285,-0.479959351,-0.943303698,0.70887344,0.103304956,-0.425259574,-0.799017565,0.914997778,0.198417792,-0.337754433,-0.594561813,0.938232479,0.260131951,-0.313696576,-0.543081542,0.995145093,0.565599422,-0.159464819,-0.250619889,0.977637038,0.768257766,-0.084246021,-0.12696803,2.55E-22,protein,HMGB3_MOUSE,CHOYP_CNOT1.1.1.m.12106,,0.028457675,
2.00E-05,3.63E-07,-0.965131741,-4.841941876,1.94E-05,3.54E-07,-0.965193618,-4.844504341,1.33E-04,2.37E-06,-0.959910315,-4.640625126,2.83E-06,4.92E-08,-0.969394363,-5.030058808,0.986700297,0.789827708,-0.065963109,-0.098448562,0.002258472,4.00E-05,-0.806256315,-2.367778811,6.67E-06,5.96E-08,-0.969029837,-5.012977226,2.16E-05,2.77E-07,-0.965772282,-4.868691093,8.46E-06,1.02E-07,-0.96795586,-4.963795623,6.41E-05,1.17E-06,-0.962047737,-4.719670273,8.52E-06,1.30E-07,-0.967463154,-4.941781794,1.19E-05,2.26E-07,-0.966239485,-4.888519262,2.59E-09,protein,CHIT_BRUMA,CHOYP_COCA1.3.6.m.49360,,0.026341004,0.028647724
0.962893263,0.263770907,1.161832032,1.112254434,0.071105866,0.00470284,4.035323226,2.33208439,0.245252825,0.018996069,3.142600733,2.050536779,0.008094988,3.90E-04,5.641423166,2.731492425,0.986700297,0.626311497,-0.356552364,-0.636105348,0.999430996,0.70446172,0.334678716,0.416492498,0.982201279,0.745828202,0.28010006,0.356256584,0.297177107,0.024449171,2.890550578,1.959974335,0.480757123,0.053666156,2.311227836,1.727366282,0.002798209,7.92E-05,6.843467707,2.971491631,0.892783475,0.201053087,1.353498508,1.234806938,0.054747834,0.003435077,4.232879882,2.387605143,7.85E-05,protein,DUOX2_HUMAN,CHOYP_contig_004993.m.5721,0.058218034,0.036087148,
1.72E-04,3.97E-06,-0.958426307,-4.588185284,1.68E-04,3.89E-06,-0.958500083,-4.590747749,8.34E-04,1.92E-05,-0.952200761,-4.386868533,3.32E-05,7.43E-07,-0.963508664,-4.776302216,0.986700297,0.887105082,0.039415412,0.055772357,0.183396635,0.007725119,-0.614996524,-1.377056624,0.004330784,1.02E-04,-0.815370184,-2.437292539,1.77E-04,3.17E-06,-0.959190029,-4.614934501,8.27E-05,1.37E-06,-0.961793525,-4.710039031,4.68E-04,1.06E-05,-0.954749225,-4.465913681,8.54E-05,1.67E-06,-0.961206069,-4.688025201,1.09E-04,2.67E-06,-0.959747078,-4.63476267,0.3,protein,ECM2_HUMAN,CHOYP_contig_008002.m.9263,,0.060509318,0.053951505
0.001485837,4.41E-05,-0.948527809,-4.280062989,0.001448034,4.33E-05,-0.948619151,-4.282625454,0.005076347,1.58E-04,-0.94081999,-4.078746238,3.79E-04,1.14E-05,-0.954820251,-4.46817992,0.986700297,0.787374062,-0.080789091,-0.121532175,0.001289882,2.03E-05,-0.952332903,-4.390862424,7.53E-04,1.30E-05,-0.954282141,-4.451098338,0.001537867,3.67E-05,-0.949473369,-4.306812206,8.08E-04,1.87E-05,-0.952696745,-4.401916735,0.00334339,9.75E-05,-0.943975231,-4.157791386,8.82E-04,2.19E-05,-0.951969418,-4.379902906,0.001002795,3.20E-05,-0.950163049,-4.326640375,0.4,protein,FUMA_GEOSE,CHOYP_contig_008261.m.9575,,0.035481948,0.043903882
0.963868456,0.910570362,0.021956961,0.031334439,0.966102556,0.33339745,0.196706689,0.259069593,0.924704431,0.798433175,-0.050967832,-0.075471106,0.975610915,0.925082569,0.017776537,0.025420838,0.986700297,0.586328232,0.10556003,0.144777363,0.999430996,0.629170234,-0.089991784,-0.136048525,0.982201279,0.425789227,-0.144660414,-0.225430785,0.973152019,0.550138802,0.118935207,0.162126499,0.996246022,0.745550047,-0.060815377,-0.090519308,0.938232479,0.581729782,0.112346329,0.153606042,0.995145093,0.657064296,-0.08305253,-0.125089007,0.977637038,0.536613199,0.122690593,0.166960384,3.81E-77,protein,PDLI7_HUMAN,CHOYP_contig_009176.m.10652,0.028557452,0.042155696,
0.002489558,8.17E-05,17.37557227,4.199717275,0.010913268,4.54E-04,14.10596968,3.917046891,0.026105353,0.001033973,12.67058242,3.773002803,0.01296199,6.83E-04,13.23162107,3.831028098,0.986700297,0.98000071,-0.034828546,-0.051142847,0.851907075,0.102206316,4.005045185,2.323383094,0.154667998,0.008129162,8.60075045,3.26314718,0.090732259,0.00490568,9.610592485,3.407433312,0.020220304,8.26E-04,12.90715691,3.79775561,0.020602887,7.95E-04,13.11824187,3.819488538,0.066169114,0.003710729,10.09506439,3.471846135,0.004762461,1.89E-04,15.74521562,4.065677048,0.7,protein,Y523_CLOAB,CHOYP_contig_015692.m.18358,,0.042831332,0.02783287
1.26E-04,2.80E-06,23.86106837,4.63581639,2.89E-05,5.37E-07,27.05394369,4.810131687,3.39E-06,3.41E-08,32.55506593,5.068458687,5.90E-08,7.27E-10,39.79731374,5.350402257,0.986700297,0.98000071,-0.034828546,-0.051142847,0.999430996,0.563110474,1.002018074,1.001454999,0.103962262,0.004849742,9.560825495,3.400650703,0.138507945,0.008672103,8.549533236,3.255430219,1.64E-05,2.10E-07,28.80105052,4.897291283,4.71E-04,1.07E-05,21.35388296,4.48245355,0.011217842,4.36E-04,14.12963326,3.919305112,5.16E-07,6.43E-09,35.63015917,5.194960065,3,protein,FDHD_ANASK,CHOYP_contig_016567.m.19514,,0.10875441,0.108054249
0.232312964,0.021353046,-0.621679394,-1.402318739,0.130548174,0.010653309,-0.67630065,-1.627273625,0.311525262,0.027330413,-0.627165934,-1.423394409,0.028941227,0.00173218,-0.762806315,-2.075862498,0.986700297,0.910730769,-0.034828546,-0.051142847,0.728009535,0.068288082,-0.499495481,-0.998545001,0.264469705,0.017491647,-0.615969982,-1.38070901,0.246574157,0.018819378,-0.628629263,-1.429067956,0.162922624,0.011758781,-0.652321077,-1.524172485,0.245030227,0.019286926,-0.647043953,-1.502439557,0.053542675,0.002894926,-0.747839446,-1.987585483,0.114180276,0.008527987,-0.686027207,-1.671288546,1,protein,MDR3_ASPFU,CHOYP_contig_023538.m.26787,,0.047486358,0.045798314
