protein_ID,TempPC2,TimePC12,TimexTempPC12,D_3_T_23_adj.ChiSq.pval,D_3_T_23_logFC,D_3_T_29_adj.ChiSq.pval,D_3_T_29_logFC,D_5_T_23_adj.ChiSq.pval,D_5_T_23_logFC,D_5_T_29_adj.ChiSq.pval,D_5_T_29_logFC,D_7_T_23_adj.ChiSq.pval,D_7_T_23_logFC,D_7_T_29_adj.ChiSq.pval,D_7_T_29_logFC,D_9_T_23_adj.ChiSq.pval,D_9_T_23_logFC,D_9_T_29_adj.ChiSq.pval,D_9_T_29_logFC,D_11_T_23_adj.ChiSq.pval,D_11_T_23_logFC,D_11_T_29_adj.ChiSq.pval,D_11_T_29_logFC,D_13_T_23_adj.ChiSq.pval,D_13_T_23_logFC,D_13_T_29_adj.ChiSq.pval,D_13_T_29_logFC,Entry_name,evalue
CHOYP_BRAFLDRAFT_121507.1.2.m.30603,NA,0.0292533558264723,0.0540506102381573,0.986700297417779,-0.207262049276544,0.356927870635881,-0.891629797245935,0.0116767747246886,-1.53682821210009,0.111269343322259,-1.11243416046195,0.17025028302283,-0.97307343634627,0.630798799597708,-0.658558759176449,0.18407972851899,-0.9510596071225,0.00190288569980444,-1.89779707595873,0.00317676757267344,-1.8512196897926,0.000134183108867013,-2.5907477490863,0.262003938471818,-0.971831034192079,0.000997548068835599,-1.9018330977338,RSPH9_DANRE,1.19e-113
CHOYP_BRAFLDRAFT_121562.1.1.m.37268,-0.0268918183139344,0.0363188271533775,0.0659686963817261,0.986700297417779,-0.0942115692511489,0.999430996321945,0.0432751745321802,0.914897767586959,0.468466087569428,0.311024739989645,0.698482094040715,0.996246021668058,0.0728628478205895,0.907257190684007,0.394990709100285,0.000209924405539898,1.29999110694897,0.528553881593939,0.563176707486975,0.126766509002958,0.806151306456606,0.181991894521608,0.750149582367649,0.924704430723309,0.43556170904878,0.975610914628898,-0.163325338759188,RL7_PONAB,3.75e-112
CHOYP_BRAFLDRAFT_123537.2.2.m.50531,NA,NA,0.0263873220769551,0.986700297417779,-0.0511428473592623,0.00150637825154772,-2.16847000260476,0.00156239212721397,-2.05878091529544,7.46518073681882e-05,-3.08441978429235,0.00192252578292669,-2.00959931237138,0.00327304016068463,-2.12804404247767,0.000191548126380625,-2.57254798386877,4.00797315120052e-05,-3.10424795342615,2.51348290799701e-06,-5.05767056726003,7.60778256656119e-06,-4.06023303238752,2.30651462051054e-05,-4.85635381677214,8.84214076705673e-06,-3.24578749895116,TEKT2_HUMAN,2.36e-167
CHOYP_BRAFLDRAFT_125880.1.3.m.7081,-0.0436159588774048,NA,NA,0.986700297417779,0.533819653361895,0.999430996321945,0.416492498116398,0.593779359371837,0.678184678870766,0.973152018906767,0.307897638486411,0.671489032393866,0.61489155253641,0.938232478990227,0.293419725960608,0.938528178219925,0.471846135489684,0.977637038443834,0.235602049458471,0.963868455966786,0.227731651602222,0.966102556326282,0.109691969054789,0.972817518766981,-0.0234638026074006,0.975610914628898,-0.412897484786419,CPG2_CAEEL,2.43e-06
CHOYP_BRAFLDRAFT_127065.6.7.m.30727,-0.0918213045002408,0.40761542301555,0.0919381103561428,0.000329028451001948,0.705743440930204,0.00141843730047338,0.573501611673424,0.982201279174495,-0.0978807349843818,3.20482134389986e-10,-1.3953000522799,1.54647810955563e-12,-1.55649377225902,3.50805360484234e-19,-2.45438742785303,2.83614342663407e-18,-2.07504832439795,2.26955910777667e-26,-3.08889998909272,2.96376404014722e-18,-2.18671251226177,8.05526805264315e-23,-2.73676277269176,1.59560658127439e-17,-2.3753422800899,1.05157876910459e-31,-3.53529411614615,POSTN_MOUSE,8.31e-37
CHOYP_BRAFLDRAFT_130809.1.1.m.5127,NA,0.0641853425646713,NA,0.986700297417779,0.381816559916844,0.999430996321945,0.138958522587489,0.982201279174495,0.0787226084544939,0.973152018906767,0.407433312037325,0.996246021668058,0.0607900155200145,0.907257190684007,0.556454131794402,0.85714902233809,0.548467417092596,0.0644850942034363,1.10130095774688,0.139609620914658,0.999779704923873,0.336222706802447,0.83215799352588,0.924704430723309,0.51520504583982,0.975610914628898,0.125771363660801,CBD1_CAEEL,0.002
CHOYP_BRAFLDRAFT_208436.4.32.m.22689,NA,0.0309475072085632,NA,0.986700297417779,-0.19316185223169,0.999430996321945,0.210908364466504,0.982201279174495,0.111144086146872,0.973152018906767,0.255430218592275,0.996246021668058,-0.102708716762865,0.938232478990227,0.278920156265493,0.995145092771847,0.0124145168523864,0.977637038443834,0.0656770480161581,0.866796154916343,0.434182529069648,0.966102556326282,0.197154810305129,0.924704430723309,0.220461780278688,0.975610914628898,-0.0314683781503948,RS13_RAT,1.46e-98
CHOYP_BRAFLDRAFT_246510.1.1.m.27433,NA,0.0254395659997635,0.0380882431987876,0.986700297417779,-0.60368387038804,0.017362034330048,-2.45797661979974,0.00147380411970167,-3.51821253393274,0.00100967195771267,-4.37392640148733,0.000509223323049111,-4.46903093100868,0.00230033586301993,-4.22490558173026,0.000545458981178356,-4.44701710178491,0.000636925423416745,-4.39375457062114,0.000970106396158125,-4.34717718445501,0.000947282054786783,-4.34973964958251,0.00357220367594262,-4.14586043396713,0.000239172862973054,-4.53529411614615,SOG_DROME,0.28
CHOYP_BRAFLDRAFT_263599.1.1.m.59011,NA,0.0343027134421844,NA,0.986700297417779,-0.125143428803039,0.999430996321945,0.00145499883755296,0.982201279174495,-0.132781496739217,0.983850626304441,0.011504635706185,0.996246021668058,-0.00959931237138356,0.938232478990227,0.0825229434619894,0.995145092771847,0.149918040602321,0.977637038443834,0.328711453849952,0.963868455966786,0.24975795793222,0.966102556326282,0.311325830224439,0.924704430723309,0.383960512561567,0.975610914628898,0.187171908324945,GRB2_MOUSE,3.83e-85
CHOYP_BRAFLDRAFT_281651.5.8.m.25278,NA,0.0436431976236234,0.0356441591732006,0.986700297417779,0.0313193128327107,0.00930853257839525,-1.13181153202591,2.1960235208213e-05,-1.75392633376702,2.21707005271609e-11,-4.41699512337922,2.74996593448139e-12,-4.51209965290057,2.63025151536625e-11,-5.8529368043433,3.53906837854057e-12,-4.4900858236768,2.38012255227894e-12,-5.02178579323418,2.08906119025468e-12,-5.97520840706805,2.16048980798846e-12,-5.97777087219555,1.16891827773732e-10,-5.77389165658017,1.01158415794548e-13,-5.16332533875919,CHIA_RAT,9.95e-133
CHOYP_BRAFLDRAFT_74063.1.5.m.2740,NA,0.0278012718043007,NA,0.986700297417779,0.0643343700606742,0.999430996321945,0.00145499883755384,0.982201279174495,0.310452894370279,0.973152018906767,0.358523711556378,0.779891385507429,0.575363188349773,0.536853403110482,0.693957655544337,0.938528178219925,0.471846135489684,0.0552157063287405,1.03530339897264,0.0715957906732041,1.0191450297908,0.017104485726975,1.16858565810836,0.410744333725446,0.773002803307467,0.425267321767052,0.696727006388079,CRIM1_DANRE,1.36e-04
CHOYP_BRAFLDRAFT_99083.1.1.m.11705,NA,NA,0.0324323203697256,0.986700297417779,-0.514114823701807,0.165698415592311,-0.916082840970473,0.116474213040144,-0.923851335209331,0.560065526810232,-0.586920124821533,0.102319293688055,-0.927137152179411,0.341267618509308,-0.737459586923364,0.10945715134804,-0.905123322955641,0.236823418556011,-0.748767298827764,0.33203315484924,-0.702189912661637,0.698613948338407,-0.475270531666366,0.0958229377620623,-1.03692606241396,0.324961909334098,-0.660824998230004,PACRG_MOUSE,4.64e-136
CHOYP_CATA.1.3.m.11120,0.0254140198567043,NA,0.0312446456504702,0.986700297417779,0.0363199938910772,0.18339663468285,1.13073801578252,0.0250159383524108,1.36748383940666,7.29921379150871e-05,1.86686493067462,0.0034935742977785,1.54498953930625,0.000361507827397579,1.75808799296405,0.000667183660690307,1.68483985882388,1.83828278102217e-05,1.92365804314373,2.09763588877611e-06,2.06645074456916,0.000612977270317766,1.69465446977595,0.0148218517633792,1.44285420161514,0.00908097724585842,1.41599059882083,CATA_RUGRU,1.95e-124
CHOYP_CATA.3.3.m.21642,-0.0335221517396252,0.0253710612418019,NA,0.986700297417779,0.0691513863584499,0.0292393515470697,1.17833276092163,0.00136095374392836,1.41765712864755,1.49462225120231e-07,1.91949526571103,0.000149334552379314,1.55430157282194,1.39011231055599e-06,1.84024709779499,2.44812418875612e-05,1.65877756223769,1.19701035730616e-05,1.69186221146383,2.96891664522888e-06,1.77851703700529,0.00117026642555874,1.41902002716252,0.000140283538625308,1.59736415067076,0.00244994686405096,1.33131288399702,CATA_RUGRU,0.0
CHOYP_CDPK5.1.1.m.6214,NA,0.0991477419642564,0.27857255994514,0.986700297417779,0.429482993547158,0.00114066064076712,1.11434905524349,1.23961688041726e-07,1.50363901677463,0.00773382958787818,0.981168557335227,1.41793387577891e-07,1.49487327048941,0.256803489198848,0.666242277332514,0.078145674130382,0.775974321030305,5.35715455811779e-08,1.5220553426759,1.35023545672874e-06,1.41391013404339,3.91051932384143e-08,1.54140820948026,0.00647686841949559,1.01658944691304,2.27684834620469e-05,1.26605707256598,CALL_CAEEL,2.53e-19
CHOYP_CHER.1.1.m.63350,NA,NA,0.029622501372732,0.986700297417779,0.123354883872874,0.999430996321945,0.18807628915218,0.982201279174495,0.0973382866218415,0.973152018906767,-0.0741514488385224,0.996246021668058,-0.131387792769425,0.513387385581045,-0.289894921879066,0.840071508134975,-0.201985113730531,0.977637038443834,-0.0561114323818837,0.989941359823309,-0.00207824129670886,0.834644398390533,0.183349010780098,0.924704430723309,0.050536778836376,0.0238570651822792,0.414463129074233,FLNA_DROME,0.0
CHOYP_CNE_1C34780.3.3.m.30615,-0.0335637583404809,NA,NA,0.986700297417779,0.2707852475281,0.999430996321945,1.17138000027987,0.0853412987849283,2.11114408614687,0.0907322586342193,2.08550521714996,0.0270858404126962,2.31232878251598,0.0737110210390343,2.14141663251556,0.0227919559836532,2.33434261173975,0.952983285683949,0.873031970073763,0.406165871423197,1.57168605281958,0.966102556326282,0.10969196905479,0.410744333725446,1.63549927955753,0.975610914628898,-0.490899996787692,CDPK3_PLAF7,0.001
CHOYP_CNOT1.1.1.m.12106,NA,0.0284576748731458,NA,0.986700297417779,-0.243787925301658,0.999430996321945,-0.26157940699624,0.518281955308251,-0.943303697875504,0.708873439967253,-0.799017565430101,0.914997778241689,-0.59456181309254,0.938232478990227,-0.543081541756512,0.995145092771847,-0.250619888981407,0.977637038443834,-0.126968029926237,0.811703026431408,-0.665353144481266,0.966102556326282,-0.227343018222781,0.58372830312539,-0.949463221163624,0.859715795380436,-0.573362156979665,HMGB3_MOUSE,2.55e-22
CHOYP_COCA1.3.6.m.49360,NA,0.0263410043918198,0.0286477240621181,0.986700297417779,-0.0984485621376185,0.00225847246689303,-2.36777881082816,6.67496461786232e-06,-5.01297722568232,2.16110082731404e-05,-4.86869109323691,8.46051117712045e-06,-4.96379562275826,6.40913914722307e-05,-4.71967027347984,8.51940039674342e-06,-4.94178179353449,1.19219709299544e-05,-4.88851926237072,2.00075788486285e-05,-4.84194187620459,1.93918230895166e-05,-4.84450434133209,0.000132710246119925,-4.64062512571671,2.83416019949389e-06,-5.03005880789572,CHIT_BRUMA,2.59e-09
CHOYP_contig_004993.m.5721,0.0582180336788196,0.036087147603684,NA,0.986700297417779,-0.636105348080418,0.999430996321945,0.416492498116398,0.982201279174495,0.356256583983403,0.297177106737808,1.9599743350661,0.480757122886265,1.72736628179482,0.00279820928171722,2.97149163107325,0.892783474867291,1.23480693818883,0.0547478339692197,2.38760514290352,0.962893262589709,1.11225443418229,0.0711058661211564,2.33208439039124,0.245252825402942,2.05053677883638,0.00809498833879244,2.73149242454876,DUOX2_HUMAN,7.85e-05
CHOYP_contig_008002.m.9263,NA,0.0605093179689637,0.0539515053474679,0.986700297417779,0.0557723565572505,0.18339663468285,-1.37705662441618,0.00433078401612377,-2.43729253854917,0.000177403704750644,-4.61493450099113,8.27363106957225e-05,-4.71003903051248,0.000468193695106566,-4.46591368123405,8.53545028873236e-05,-4.68802520128871,0.000109000500031757,-4.63476267012493,0.00017157090745386,-4.58818528395881,0.00016793072059395,-4.5907477490863,0.000833772722515436,-4.38686853347092,3.31864374459094e-05,-4.77630221564994,ECM2_HUMAN,0.30
CHOYP_contig_008261.m.9575,NA,0.0354819480884446,0.0439038823282674,0.986700297417779,-0.12153217525066,0.00128988199949663,-4.39086242394121,0.000752731143157108,-4.4510983380742,0.00153786688135192,-4.3068122056288,0.000808351063338634,-4.40191673515014,0.00334339027432852,-4.15779138587172,0.000881625168508712,-4.37990290592637,0.00100279489211071,-4.3266403747626,0.00148583708577626,-4.28006298859647,0.00144803364991032,-4.28262545372397,0.00507634730058559,-4.07874623810859,0.000378872835291549,-4.46817992028761,FUMA_GEOSE,0.40
CHOYP_contig_009176.m.10652,0.0285574519098202,0.0421556955663555,NA,0.986700297417779,0.144777362615994,0.999430996321945,-0.136048524912382,0.982201279174495,-0.225430784704892,0.973152018906767,0.162126498752874,0.996246021668058,-0.0905193077549509,0.938232478990227,0.153606041523472,0.995145092771847,-0.125089006897549,0.977637038443834,0.16696038385334,0.963868455966786,0.0313344387987184,0.966102556326282,0.259069593093016,0.924704430723309,-0.0754711060757298,0.975610914628898,0.0254208383283334,PDLI7_HUMAN,3.81e-77
CHOYP_contig_015692.m.18358,NA,0.0428313318482691,0.0278328695092478,0.986700297417779,-0.0511428473592619,0.851907074630185,2.32338309372492,0.154667998030133,3.26314717959192,0.0907322586342193,3.40743331203732,0.0202203036147295,3.79775560968622,0.0206028868681314,3.8194885376282,0.0661691143514815,3.47184613548968,0.00476246060286221,4.06567704801616,0.00248955775234055,4.19971727543263,0.0109132675741328,3.91704689111239,0.0261053531998757,3.77300280330747,0.0129619900213258,3.83102809809967,Y523_CLOAB,0.70
CHOYP_contig_016567.m.19514,NA,0.108754409881134,0.108054248767514,0.986700297417779,-0.0511428473592619,0.999430996321945,1.00145499883755,0.103962262305435,3.40065070334186,0.13850794521369,3.25543021859227,1.63603495726465e-05,4.89729128323714,0.000470557482955674,4.48245355035063,0.0112178423607815,3.9193051124609,5.16485739056834e-07,5.19496006496113,0.000125774734376542,4.6358163902393,2.88522666268046e-05,4.81013168719588,3.38642228647005e-06,5.06845868683364,5.90015135985777e-08,5.35040225719325,FDHD_ANASK,3.0
CHOYP_contig_023538.m.26787,NA,0.0474863582637958,0.0457983139943233,0.986700297417779,-0.0511428473592623,0.728009535070984,-0.998545001162447,0.264469705265534,-1.3807090101828,0.246574157280851,-1.4290679556798,0.162922624285367,-1.52417248520114,0.245030226979541,-1.50243955725917,0.0535426745064085,-1.98758548314761,0.11418027579981,-1.67128854615005,0.23231296441163,-1.40231873864747,0.130548173538295,-1.62727362511142,0.311525262338725,-1.42339440949604,0.0289412274028409,-2.07586249750885,MDR3_ASPFU,1.0
CHOYP_contig_023655.m.26913,NA,0.0274331714999966,0.0354778768312566,0.986700297417779,-0.346598730885433,0.000106711018941493,-4.75343250332592,4.35778519632434e-05,-4.81366841745891,0.000118923098340741,-4.66938228501351,5.32013599620187e-05,-4.76448681453485,0.00031131236893795,-4.52036146525643,5.46161158961587e-05,-4.74247298531108,6.89336685765511e-05,-4.68921045414731,0.000112962409056411,-4.64263306798118,0.000110474808358983,-4.64519553310868,0.000566784729267595,-4.4413163174933,2.0530673559309e-05,-4.83074999967232,SHRM2_XENTR,2.6
CHOYP_contig_023710.m.26965,NA,0.0392047199435066,0.0412357877091896,0.00362831906045308,3.36389465191958,7.15324523136749e-07,3.8427572528185,4.51611738374925e-06,3.67818467887077,1.97763848654821e-07,3.89286013920757,7.8991323640936e-07,3.79775560968622,5.29646769662574e-09,4.14141663251556,2.91752540561064e-06,3.67537952957482,1.30477853427191e-07,3.9069793019971,0.000470431675656389,3.17114812323585,0.00822598707351256,2.77265698177722,0.023937696197945,2.63549927955753,0.00538751723245894,2.79860662040729,TILS_PROMM,3.3
CHOYP_contig_023897.m.27203,NA,0.0301446278276619,0.0331430300411353,0.986700297417779,-0.498601824330483,0.419915528712429,-1.5835075018836,0.0357533088837383,-2.96567151090396,0.0186884052749573,-3.82138537845856,0.0342373698316716,-2.9164899079799,0.0327316883640463,-3.67236455870148,0.0349993579700929,-2.89447607875613,0.0137055198461058,-3.84121354759236,0.049490347319303,-2.79463616142623,0.017104485726975,-3.79719862655373,0.0429040603301004,-3.59331941093835,0.0488029633263441,-2.39779059239621,SYL_CHLTE,3.3
CHOYP_contig_025684.m.29301,NA,0.0356957443460673,NA,0.986700297417779,0.228965071833473,0.999430996321945,0.516028171667311,0.982201279174495,0.526181585425716,0.973152018906767,-0.39992161002028,0.996246021668058,-0.116514516287896,0.938232478990227,-0.250900790263202,0.914828885316217,-0.794940405205218,0.568133919912647,-1.15671537332029,0.461075630853538,-1.37317239298796,0.615167739185508,-1.11270045228166,0.300524378085789,-1.90882123666628,0.41800401157819,-1.2982549188453,CO2A1_MOUSE,0.077
CHOYP_contig_026477.m.30166,NA,0.0391176963099808,0.037316564662705,0.986700297417779,-0.162174159748006,0.141246288153452,-1.43150440843855,0.000150105077455016,-3.81366841745891,0.000118923098340741,-4.66938228501351,5.32013599620187e-05,-4.76448681453485,0.00031131236893795,-4.52036146525643,5.46161158961587e-05,-4.74247298531108,6.89336685765511e-05,-4.68921045414731,0.000112962409056411,-4.64263306798118,0.000110474808358983,-4.64519553310868,0.000566784729267595,-4.4413163174933,2.0530673559309e-05,-4.83074999967232,NCAN_MOUSE,7.36e-04
CHOYP_contig_032576.m.37192,NA,0.0301703541149028,NA,0.986700297417779,0.276021895894247,0.999430996321945,0.0529852994776352,0.982201279174495,-0.0587809152954408,0.973152018906767,0.304145503625302,0.996246021668058,0.0163958961615602,0.922964347478674,0.311147318509952,0.995145092771847,0.0124145168523855,0.977637038443834,0.16696038385334,0.963868455966786,-0.0841427786212181,0.966102556326282,0.186313250657702,0.924704430723309,0.117173971866666,0.975610914628898,0.0969740993533668,PDLI5_MOUSE,1.50e-86
CHOYP_contig_033285.m.37973,-0.0359858695672451,0.030249191063608,NA,0.149597468936546,3.94885715264074,0.000521365563517486,4.52501695489457,0.00238530746193284,4.26314717959192,0.00357596994980823,4.1729680584003,0.00834347587679726,3.99040068762862,0.00242103987815384,4.23452603690704,0.00187097313134448,4.26034203029597,0.048998437860305,3.52510866665346,0.00405800983032666,4.11225443418229,0.0682262162732626,3.43162006394215,0.00275055137653276,4.22046178027869,0.00839904253147723,3.92413750249115,TLP_BACHD,1.0
CHOYP_contig_038370.m.43386,NA,0.0510703626837855,0.0406336079178371,0.986700297417779,0.745323758555606,0.158487498976093,1.07545558028133,0.0420492993948113,1.21685352731799,0.000947008591425075,1.56549815826958,4.38157683402312e-06,1.89222029368971,3.62611494927289e-05,1.79395344552106,1.17435675771778e-06,1.95431156228882,6.2247721932966e-06,1.86214365393103,0.00458684071228127,1.41891577241634,0.000261264366717359,1.64312416913586,0.0209027310467872,1.31357118467017,0.000206517667045201,1.63040629943444,MDM2_CANLF,0.12
CHOYP_contig_039285.m.44499,NA,0.0495937028111808,0.0383929255493393,0.986700297417779,0.141502230583134,0.999430996321945,0.586417499558709,0.549822187196593,0.888751664810424,0.909671434361639,0.670467717871119,0.128466170386531,1.18304576557101,0.119873323885865,1.23452603690704,0.300929906700196,1.01241451685239,0.0211117145168163,1.42824712740087,0.011053691266496,1.51435287775363,0.0772891378847235,1.25653335738406,0.266743463503858,1.09117876333372,0.839865597566004,0.64034453649056,ATPF_CHAGL,1.8
CHOYP_contig_039966.m.45203,NA,NA,0.0283558665736516,0.780881105433579,2.2707852475281,0.000521365563517486,3.223847420174,0.0001348252673062,3.3562565839834,1.77819612578931e-05,3.54493683578726,1.78021839010128e-05,3.53472120385243,4.15167838587509e-07,3.85901690181483,1.8830418993209e-05,3.51491485738157,8.97134905460645e-06,3.56817738854534,2.66056162070601e-08,4.0191450297908,0.000490179904503102,3.16858565810836,0.000193811360741499,3.31357118467017,0.000687743978921648,3.09406250393346,TRPD_PHEZH,0.022
CHOYP_contig_041958.m.48141,0.101843414640863,0.209384767393093,0.139235768109041,0.986700297417779,0.0821236835042027,0.999430996321945,0.506690307087976,0.0016754905269053,1.23495028776127,0.000125624550511541,1.39809544745799,5.90516450134819e-05,1.4285218000205,1.25613585124342e-07,1.73976134515746,0.0251060142767414,1.01241451685239,0.000636925423416745,1.2814057390716,0.00134717782313572,1.24552096504575,0.00191733520320374,1.22158484912569,0.198361223828857,0.818806492920592,5.87417692193373e-08,1.71140817850542,NCAP_HRSV1,2.1
CHOYP_contig_043238.m.49940,NA,0.0414076263175668,0.0443579531908202,0.986700297417779,-0.0511428473592619,0.144004875613039,1.32338309372492,0.0684739428014351,1.40065070334186,0.0310529680569248,1.50054271642881,0.040748293128667,1.44983230626591,2.23744676732304e-05,2.1731254922429,0.0237498373685128,1.51491485738157,0.0141388233858683,1.56817738854534,0.00757105287936673,1.6565749504061,0.00343670318263018,1.73418283396258,0.0128147082594839,1.63549927955753,0.11204026682711,1.24606559737851,PARE_HAEIN,2.6
