term	Day11_23C.x	Day11_29C.x	Day13_23C.x	Day13_29C.x	Day3_23C.x	Day3_29C.x	Day5_23C.x	Day5_29C.x	Day7_23C.x	Day7_29C.x	Day9_23C.x	Day9_29C.x	Day11_23C.y	Day11_29C.y	Day13_23C.y	Day13_29C.y	Day3_23C.y	Day3_29C.y	Day5_23C.y	Day5_29C.y	Day7_23C.y	Day7_29C.y	Day9_23C.y	Day9_29C.y
cell differentiation	0.487781732991332	0.0824803918089622	-0.183830289526959	1.79157886028847	-1.8590263817264	0.0813254385090244	0.379121731856675	-1.16252720822379	0.615517608907232	0.251851577279148	0.75645485928079	-1.2407283214445	0.487781732991332	0.0824803918089622	0.183830289526959	1.79157886028847	1.8590263817264	0.0813254385090244	0.379121731856675	1.16252720822379	0.615517608907232	0.251851577279148	0.75645485928079	1.2407283214445
cell division	-1.20007132988455	-0.377205072454214	0.0738478730472195	2.49546684085797	-0.0220348025006012	-0.134975481251887	0.34871199713739	0.758446571870079	-0.924885765678828	-0.406422678333361	0.488919963995413	-1.09979811680462	1.20007132988455	0.377205072454214	0.0738478730472195	2.49546684085797	0.0220348025006012	0.134975481251887	0.34871199713739	0.758446571870079	0.924885765678828	0.406422678333361	0.488919963995413	1.09979811680462
cell junction organization	-0.992427249472244	-0.897568015054021	1.83291341832285	-0.493869230949273	0.440878440807019	-0.972287480610422	-0.889426760528767	1.43060681900681	0.0649885478566538	-0.797973839109865	0.933574150774073	0.340591198957182	0.992427249472244	0.897568015054021	1.83291341832285	0.493869230949273	0.440878440807019	0.972287480610422	0.889426760528767	1.43060681900681	0.0649885478566538	0.797973839109865	0.933574150774073	0.340591198957182
cell morphogenesis	0.150646585685528	0.11622983647957	1.61358623637853	0.361668222110251	-1.10776808650313	-1.24561616262523	-1.87648008223531	0.238949029294909	0.337904776910033	-0.354374231150734	1.07566389517406	0.689589980481513	0.150646585685528	0.11622983647957	1.61358623637853	0.361668222110251	1.10776808650313	1.24561616262523	1.87648008223531	0.238949029294909	0.337904776910033	0.354374231150734	1.07566389517406	0.689589980481513
cell motility	-0.424219353505525	-0.503291129059913	0.755621203127403	-0.958663274816197	2.5328050084704	-0.544839869206104	-0.776318602142736	0.95132260424589	-0.468881513729703	-0.748408659764017	-0.0808344127771508	0.265707999157654	0.424219353505525	0.503291129059913	0.755621203127403	0.958663274816197	2.5328050084704	0.544839869206104	0.776318602142736	0.95132260424589	0.468881513729703	0.748408659764017	0.0808344127771508	0.265707999157654
cell proliferation	1.37848787878898	1.42337143978939	-1.24156146853955	0.696487624890322	-1.58656842458185	-1.08281917503765	-0.732757642071525	0.103629520602158	-0.299957672155918	0.238681129287759	0.386291145439516	0.716715643588361	1.37848787878898	1.42337143978939	1.24156146853955	0.696487624890322	1.58656842458185	1.08281917503765	0.732757642071525	0.103629520602158	0.299957672155918	0.238681129287759	0.386291145439516	0.716715643588361
cell-cell signaling	0.192386391285313	0.264265677842836	-2.54928373245216	0.472229781246528	-1.17392954970615	0.488507267321359	1.25220035629205	0.625423751833869	0.285501712037093	0.304287963932854	-0.532587947441186	0.370998327807599	0.192386391285313	0.264265677842836	2.54928373245216	0.472229781246528	1.17392954970615	0.488507267321359	1.25220035629205	0.625423751833869	0.285501712037093	0.304287963932854	0.532587947441186	0.370998327807599
cellular amino acid metabolic proce...	0.375292235185268	-0.645317741534162	-0.295802442148627	-1.2639388982141	-1.29822575058206	-0.942711809109894	0.4761071813764	0.576830649248885	1.83637810158111	0.0143693948296729	1.46971353696998	-0.302694457602472	0.375292235185268	0.645317741534162	0.295802442148627	1.2639388982141	1.29822575058206	0.942711809109894	0.4761071813764	0.576830649248885	1.83637810158111	0.0143693948296729	1.46971353696998	0.302694457602472
cellular component assembly	1.61543654544783	-0.445921219983616	0.508430917637771	-0.616234928568667	-0.919541695078736	-0.481230112640946	-1.41153658574948	0.0580280077399388	-0.416677616086561	-0.0576780921679314	0.0946244563033562	2.07230032314702	1.61543654544783	0.445921219983616	0.508430917637771	0.616234928568667	0.919541695078736	0.481230112640946	1.41153658574948	0.0580280077399388	0.416677616086561	0.0576780921679314	0.0946244563033562	2.07230032314702
cellular nitrogen compound metaboli...	2.00894602770054	-0.522998045185776	0.124122013259934	-0.814603967460022	-2.00751002120024	0.283360266430833	-0.251343420728672	0.713249012179162	-0.607141752228107	-0.242027464200897	0.52329128337584	0.7926560680574	2.00894602770054	0.522998045185776	0.124122013259934	0.814603967460022	2.00751002120024	0.283360266430833	0.251343420728672	0.713249012179162	0.607141752228107	0.242027464200897	0.52329128337584	0.7926560680574
cellular protein modification proce...	-0.344380489904258	-1.19867934127356	1.46762755228254	0.619075930584551	-1.21773743431039	0.725082648908721	-0.750402501513322	0.551226077294635	-0.780603092451135	1.74716983216222	-0.276930351618408	-0.541448830161598	0.344380489904258	1.19867934127356	1.46762755228254	0.619075930584551	1.21773743431039	0.725082648908721	0.750402501513322	0.551226077294635	0.780603092451135	1.74716983216222	0.276930351618408	0.541448830161598
chromosome organization	-0.580223133701842	-0.365049748841185	-1.00774341915259	2.47381056807494	0.98090345020476	-0.555075565829593	-0.260946727353381	0.217333958742373	-0.419218214882381	0.576332355971376	0.15526762101512	-1.2153911442476	0.580223133701842	0.365049748841185	1.00774341915259	2.47381056807494	0.98090345020476	0.555075565829593	0.260946727353381	0.217333958742373	0.419218214882381	0.576332355971376	0.15526762101512	1.2153911442476
chromosome segregation	-0.108918255031536	-0.241605077080685	0.443412511732974	0.335265913811299	-1.30468880871004	0.424602414658924	-2.14503868168799	-0.366063436681116	-0.0228670270278742	1.74415135286085	0.313063581521623	0.92868551163358	0.108918255031536	0.241605077080685	0.443412511732974	0.335265913811299	1.30468880871004	0.424602414658924	2.14503868168799	0.366063436681116	0.0228670270278742	1.74415135286085	0.313063581521623	0.92868551163358
cofactor metabolic process	1.58559247021509	1.41796462810879	-1.42454975906755	0.28994477078734	-0.420736022043817	-0.690261290582855	-0.890476679132871	0.665510862516318	-1.23711648046179	0.0430370675079076	-0.270162831472957	0.931253263626375	1.58559247021509	1.41796462810879	1.42454975906755	0.28994477078734	0.420736022043817	0.690261290582855	0.890476679132871	0.665510862516318	1.23711648046179	0.0430370675079076	0.270162831472957	0.931253263626375
cytoskeleton organization	-0.279863454688747	0.256718623929786	-0.938630368978078	2.31410469385803	-0.110459367828143	0.104484852599874	0.140110821444355	1.22284938208148	-1.37579061086625	0.00994538103070579	-1.05002058859298	-0.293449363990043	0.279863454688747	0.256718623929786	0.938630368978078	2.31410469385803	0.110459367828143	0.104484852599874	0.140110821444355	1.22284938208148	1.37579061086625	0.00994538103070579	1.05002058859298	0.293449363990043
cytoskeleton-dependent intracellula...	-0.892902822355059	-0.61985995122376	-0.892902822355059	-0.725613377480388	0.534391995488563	2.20464507183863	0.623963699889109	1.45633201872981	-0.306515623878846	-0.195565351118243	-0.554410507601022	-0.631562329933732	0.892902822355059	0.61985995122376	0.892902822355059	0.725613377480388	0.534391995488563	2.20464507183863	0.623963699889109	1.45633201872981	0.306515623878846	0.195565351118243	0.554410507601022	0.631562329933732
developmental maturation	0.576670132339351	0.771428655114197	-2.54139232503534	0.770136173050841	-1.44246681823571	-0.104865763762546	0.171978000153286	0.152933887405434	0.340188015138156	0.350687853138188	0.176141729015367	0.778560461678773	0.576670132339351	0.771428655114197	2.54139232503534	0.770136173050841	1.44246681823571	0.104865763762546	0.171978000153286	0.152933887405434	0.340188015138156	0.350687853138188	0.176141729015367	0.778560461678773
DNA metabolic process	-1.07444224417973	-1.89806067297376	1.08850062793958	0.963898340640652	-1.42594691807207	0.130882934773326	0.450999640290765	0.472438039316315	0.202983139086427	1.06768680360499	0.495593836968232	-0.474533527394717	1.07444224417973	1.89806067297376	1.08850062793958	0.963898340640652	1.42594691807207	0.130882934773326	0.450999640290765	0.472438039316315	0.202983139086427	1.06768680360499	0.495593836968232	0.474533527394717
embryo development	-0.407977259406627	-0.246225785780971	-1.41362973899508	0.158975429790023	-0.4875637107226	1.99079226372125	0.538368087326509	1.29053724619157	-0.958211669325074	0.592994624226158	-1.14686840966104	0.0888089226358802	0.407977259406627	0.246225785780971	1.41362973899508	0.158975429790023	0.4875637107226	1.99079226372125	0.538368087326509	1.29053724619157	0.958211669325074	0.592994624226158	1.14686840966104	0.0888089226358802
extracellular matrix organization	-0.529496947016586	-0.681872199617883	-0.431475086439997	-0.797702860778964	1.97033797023154	1.88941264148757	0.889520548258573	-0.22972191413921	-0.350884330700558	-0.550668131947097	-0.497887679141043	-0.679562010196348	0.529496947016586	0.681872199617883	0.431475086439997	0.797702860778964	1.97033797023154	1.88941264148757	0.889520548258573	0.22972191413921	0.350884330700558	0.550668131947097	0.497887679141043	0.679562010196348
generation of precursor metabolites...	0.626483383484593	-1.83880593848761	0.80836907826653	-0.355302551661831	-0.116208601921453	-0.733731525383201	-1.12451625674277	0.199450059415801	-0.103376747071528	2.01227092258565	-0.0965613119862906	0.721929489502115	0.626483383484593	1.83880593848761	0.80836907826653	0.355302551661831	0.116208601921453	0.733731525383201	1.12451625674277	0.199450059415801	0.103376747071528	2.01227092258565	0.0965613119862906	0.721929489502115
growth	-0.473714859730794	-0.833846091831532	-0.411194125032095	-0.825344986495706	2.09556587976246	1.83540671481344	0.69336565655992	-0.233193827583421	-0.25147060794389	-0.579513293521797	-0.409267991547604	-0.606792467448977	0.473714859730794	0.833846091831532	0.411194125032095	0.825344986495706	2.09556587976246	1.83540671481344	0.69336565655992	0.233193827583421	0.25147060794389	0.579513293521797	0.409267991547604	0.606792467448977
homeostatic process	1.23398302175548	1.33811808238123	-0.970071698932118	0.489620042008533	-0.00710786014803949	-0.149260101973339	-0.693313102349835	0.44831528169617	-1.47796711705896	0.0223910514286885	-1.45704187445126	1.22233427564344	1.23398302175548	1.33811808238123	0.970071698932118	0.489620042008533	0.00710786014803949	0.149260101973339	0.693313102349835	0.44831528169617	1.47796711705896	0.0223910514286885	1.45704187445126	1.22233427564344
immune system process	-0.611176165670808	-0.611532061662608	0.990795002407225	-0.602546021105609	0.333527750989404	-0.279346473990594	-0.622176950765655	2.6694151036855	-0.481344108212807	-0.973542933096861	0.159014084763151	0.0289127726596692	0.611176165670808	0.611532061662608	0.990795002407225	0.602546021105609	0.333527750989404	0.279346473990594	0.622176950765655	2.6694151036855	0.481344108212807	0.973542933096861	0.159014084763151	0.0289127726596692
lipid metabolic process	0.142349029796518	-0.864759841338008	0.964821050383952	-0.394838786233591	-1.39460060386295	-1.33245605103466	-0.813146909143716	1.39989463353256	-0.165688412398291	0.615945985243926	1.51271217675413	0.329767728300121	0.142349029796518	0.864759841338008	0.964821050383952	0.394838786233591	1.39460060386295	1.33245605103466	0.813146909143716	1.39989463353256	0.165688412398291	0.615945985243926	1.51271217675413	0.329767728300121
locomotion	-0.421652105510209	-0.504850484635967	0.745922717747409	-0.957278554852877	2.54464047328938	-0.526033387748184	-0.77611277837576	0.940358868644899	-0.470663334618485	-0.748383279573638	-0.0851250388018769	0.259176904435312	0.421652105510209	0.504850484635967	0.745922717747409	0.957278554852877	2.54464047328938	0.526033387748184	0.77611277837576	0.940358868644899	0.470663334618485	0.748383279573638	0.0851250388018769	0.259176904435312
membrane organization	-0.491828292674399	-0.27656344642487	-0.78642403613152	-0.415401021978593	-1.50191869645599	-0.887990771696397	0.583899249213455	2.04157079077356	0.358452736497851	-0.418150242033242	0.436650447333561	1.35770328357658	0.491828292674399	0.27656344642487	0.78642403613152	0.415401021978593	1.50191869645599	0.887990771696397	0.583899249213455	2.04157079077356	0.358452736497851	0.418150242033242	0.436650447333561	1.35770328357658
mitochondrion organization	-0.178397495145791	-1.85740456787095	1.84519646252346	0.0774615955816849	-1.02082588376545	-0.570224018130061	-0.872767970816612	0.441027279313318	0.307981061437662	1.18462367328845	0.520260217322253	0.123069646262035	0.178397495145791	1.85740456787095	1.84519646252346	0.0774615955816849	1.02082588376545	0.570224018130061	0.872767970816612	0.441027279313318	0.307981061437662	1.18462367328845	0.520260217322253	0.123069646262035
mitotic cell cycle	-1.01823911468358	-0.831661972160872	-0.986925889728011	1.97337002547789	0.682117863648624	0.361137543141729	1.29188762199863	0.498863979003613	-0.625588290548493	-0.100404186935335	-0.0248392513653632	-1.21971832784882	1.01823911468358	0.831661972160872	0.986925889728011	1.97337002547789	0.682117863648624	0.361137543141729	1.29188762199863	0.498863979003613	0.625588290548493	0.100404186935335	0.0248392513653632	1.21971832784882
mRNA processing	0.071391959810109	-0.658430734758349	-0.436004614901155	-1.14890745270828	-0.215622072608097	-0.147787768129254	-0.0283370389940419	-0.0536725734407582	0.0488603103283594	-0.266787944730641	2.98069817211113	-0.145400241979028	0.071391959810109	0.658430734758349	0.436004614901155	1.14890745270828	0.215622072608097	0.147787768129254	0.0283370389940419	0.0536725734407582	0.0488603103283594	0.266787944730641	2.98069817211113	0.145400241979028
nervous system process	0.249512152061524	0.536016069637254	-1.27128894415985	1.28571410681271	-1.2925613685497	0.834460525645779	0.866171619045145	-1.15199992088632	-0.170445717609597	1.2667783747598	-1.1414462438579	-0.0109106528988462	0.249512152061524	0.536016069637254	1.27128894415985	1.28571410681271	1.2925613685497	0.834460525645779	0.866171619045145	1.15199992088632	0.170445717609597	1.2667783747598	1.1414462438579	0.0109106528988462
nucleobase-containing compound cata...	1.36094504222537	0.214186411165053	-0.446091253231603	-1.44836158221107	-1.73271208147326	-0.43486059759936	1.27742588333339	0.811418799373028	0.128724737351688	-0.801453585542179	0.321600749272156	0.749177477336787	1.36094504222537	0.214186411165053	0.446091253231603	1.44836158221107	1.73271208147326	0.43486059759936	1.27742588333339	0.811418799373028	0.128724737351688	0.801453585542179	0.321600749272156	0.749177477336787
nucleocytoplasmic transport	-0.217456882148911	0.523137092425581	-0.853310414688853	-0.614782539409819	0.358829641139619	0.713027634558592	0.189846930779614	2.49528030991206	-1.03587424945103	0.201453650273414	-0.95296571192232	-0.807185461467941	0.217456882148911	0.523137092425581	0.853310414688853	0.614782539409819	0.358829641139619	0.713027634558592	0.189846930779614	2.49528030991206	1.03587424945103	0.201453650273414	0.95296571192232	0.807185461467941
plasma membrane organization	-1.06186636132231	-0.827089824764876	0.19768338141347	-0.148683342999412	-0.685142943907832	-1.11065333293166	-0.652288042620964	2.05396044632768	0.71571980594097	-0.379168358998571	1.35103352645307	0.546495047410442	1.06186636132231	0.827089824764876	0.19768338141347	0.148683342999412	0.685142943907832	1.11065333293166	0.652288042620964	2.05396044632768	0.71571980594097	0.379168358998571	1.35103352645307	0.546495047410442
protein folding	-0.67086254177344	-0.104389100892199	-0.651738424205502	-0.636357561105876	1.29182123723649	1.31105177691819	-1.32330720734164	1.67857576734156	-1.05847928217739	0.69838285431027	-0.29774023835992	-0.236957279950548	0.67086254177344	0.104389100892199	0.651738424205502	0.636357561105876	1.29182123723649	1.31105177691819	1.32330720734164	1.67857576734156	1.05847928217739	0.69838285431027	0.29774023835992	0.236957279950548
protein maturation	0.65729433921733	-0.214865824193936	0.13716597248327	-1.26589904123381	1.81232728821929	0.271369402801086	1.59813431869169	-0.123202661857285	-0.302500865957795	-1.38366572195138	-0.230052343169172	-0.956104863049293	0.65729433921733	0.214865824193936	0.13716597248327	1.26589904123381	1.81232728821929	0.271369402801086	1.59813431869169	0.123202661857285	0.302500865957795	1.38366572195138	0.230052343169172	0.956104863049293
protein targeting	1.2402313739979	0.891842452506927	-1.0458826338812	-0.892961741810741	-1.46532488900664	-0.566490575027203	1.38981754256527	0.305700667540004	-0.273547941140014	-0.737514251828743	-0.129084401620782	1.28321439770522	1.2402313739979	0.891842452506927	1.0458826338812	0.892961741810741	1.46532488900664	0.566490575027203	1.38981754256527	0.305700667540004	0.273547941140014	0.737514251828743	0.129084401620782	1.28321439770522
protein-containing complex assembly	1.34370864545997	0.3527237496409	-0.213453357786794	-0.129287737775943	-2.58576070550145	0.0506437015835387	-0.0974587310540496	-0.601616053570296	0.331325912349415	-0.0861191976190268	0.321005242595176	1.31428853167857	1.34370864545997	0.3527237496409	0.213453357786794	0.129287737775943	2.58576070550145	0.0506437015835387	0.0974587310540496	0.601616053570296	0.331325912349415	0.0861191976190268	0.321005242595176	1.31428853167857
response to stress	-0.20099574105254	-1.64879420048639	-0.358034372767666	-1.07047719800237	0.78673139728134	1.85824001739644	0.806402929531609	1.23621629311035	-0.749156484974052	-0.288446776351005	-0.147518535130187	-0.224167328555515	0.20099574105254	1.64879420048639	0.358034372767666	1.07047719800237	0.78673139728134	1.85824001739644	0.806402929531609	1.23621629311035	0.749156484974052	0.288446776351005	0.147518535130187	0.224167328555515
ribonucleoprotein complex assembly	1.4310854410753	1.12818665406128	-0.902242811804097	-1.26445974833986	-1.30560641671123	-0.515937725986724	-0.395419834279462	0.186369558155177	-0.237682158090127	0.00290768786308155	1.74082758060746	0.131971773449196	1.4310854410753	1.12818665406128	0.902242811804097	1.26445974833986	1.30560641671123	0.515937725986724	0.395419834279462	0.186369558155177	0.237682158090127	0.00290768786308155	1.74082758060746	0.131971773449196
secondary metabolic process	-0.171542474564627	-1.93978257788479	0.145966750558557	-0.550120490054741	0.459762481933337	-0.0562809178634229	-1.16433455989462	-0.475222516737524	1.21483587101906	1.60999788678023	1.00672595133847	-0.0800054046299327	0.171542474564627	1.93978257788479	0.145966750558557	0.550120490054741	0.459762481933337	0.0562809178634229	1.16433455989462	0.475222516737524	1.21483587101906	1.60999788678023	1.00672595133847	0.0800054046299327
signal transduction	0.753474710629266	1.15012034221687	0.204961283375903	0.833211496448322	-1.84476229451752	-0.439982283566975	-0.0442407681015931	0.577303244358919	-0.0129680372312662	-1.20192210933442	-1.21156416469811	1.23636858042061	0.753474710629266	1.15012034221687	0.204961283375903	0.833211496448322	1.84476229451752	0.439982283566975	0.0442407681015931	0.577303244358919	0.0129680372312662	1.20192210933442	1.21156416469811	1.23636858042061
small molecule metabolic process	1.76726979948474	-0.765099729968288	-0.364590075717064	-0.567575904559159	-1.4830855719254	-0.940331339591315	-0.844503732661463	1.18082613511459	-0.146546225939382	0.890649082117862	0.736565051807118	0.536422511837752	1.76726979948474	0.765099729968288	0.364590075717064	0.567575904559159	1.4830855719254	0.940331339591315	0.844503732661463	1.18082613511459	0.146546225939382	0.890649082117862	0.736565051807118	0.536422511837752
sulfur compound metabolic process	2.18326021788602	0.612506981973095	0.617702919716409	-1.35803351285986	-1.34729445426039	-0.094449945592392	0.236658825310439	0.362435945546901	-0.123726692986087	-1.09362641184189	-0.450248867935504	0.454814995043266	2.18326021788602	0.612506981973095	0.617702919716409	1.35803351285986	1.34729445426039	0.094449945592392	0.236658825310439	0.362435945546901	0.123726692986087	1.09362641184189	0.450248867935504	0.454814995043266
symbiont process	-0.814356757633169	-0.276394682262884	2.31397092151321	-0.427207848382419	0.692993095575888	-1.09335636396732	-1.12588198176026	1.04394068671658	-0.277390585359273	-0.647599519719265	0.245612496279376	0.365670538999543	0.814356757633169	0.276394682262884	2.31397092151321	0.427207848382419	0.692993095575888	1.09335636396732	1.12588198176026	1.04394068671658	0.277390585359273	0.647599519719265	0.245612496279376	0.365670538999543
translation	1.61157318307745	-0.0982066421853396	0.547365755501162	-0.910894439587723	-2.1739793103828	0.70732858096699	0.18695485655687	0.667094713149287	-0.716705647941683	-0.770027723383445	0.475245712810339	0.474250961418879	1.61157318307745	0.0982066421853396	0.547365755501162	0.910894439587723	2.1739793103828	0.70732858096699	0.18695485655687	0.667094713149287	0.716705647941683	0.770027723383445	0.475245712810339	0.474250961418879
transmembrane transport	0.986707277110479	-2.3033434668932	-0.384294695495455	-0.915602724081278	-0.356601194966835	-0.271904852618693	-0.300418901311125	0.838299390116082	0.264780549706476	1.21060714143459	1.08843411721531	0.143337359783645	0.986707277110479	2.3033434668932	0.384294695495455	0.915602724081278	0.356601194966835	0.271904852618693	0.300418901311125	0.838299390116082	0.264780549706476	1.21060714143459	1.08843411721531	0.143337359783645
transport	0.848787324155954	-1.67432984679316	-1.1036860323618	-0.503542202506547	-0.912472738219575	0.0410236758622983	0.485073762004055	1.87796592909402	-0.656562623924753	0.521343861040073	0.789166397638067	0.28723249401137	0.848787324155954	1.67432984679316	1.1036860323618	0.503542202506547	0.912472738219575	0.0410236758622983	0.485073762004055	1.87796592909402	0.656562623924753	0.521343861040073	0.789166397638067	0.28723249401137
tRNA metabolic process	0.416273468626296	-0.00687726428437798	1.10184337391564	-1.36888957846723	-1.36888957846723	0.949991041877495	-1.36888957846723	1.12195307397493	0.726111810280579	-0.870907979104986	0.734611334924376	-0.0663301248082556	0.416273468626296	0.00687726428437798	1.10184337391564	1.36888957846723	1.36888957846723	0.949991041877495	1.36888957846723	1.12195307397493	0.726111810280579	0.870907979104986	0.734611334924376	0.0663301248082556
vacuolar transport	-0.000856310901587125	0.854630948292607	0.101663408137015	1.37243274591191	-2.65934824646703	-0.815917775902461	-0.236425954996081	0.659463339476246	0.14537981208395	0.213318430065615	0.100487341835181	0.26517226246463	0.000856310901587125	0.854630948292607	0.101663408137015	1.37243274591191	2.65934824646703	0.815917775902461	0.236425954996081	0.659463339476246	0.14537981208395	0.213318430065615	0.100487341835181	0.26517226246463
vesicle-mediated transport	-0.74681523075171	0.0961927551074934	1.85856876200714	0.954891736409946	0.0352799074602583	-1.2146540138414	-1.08944360257226	1.41193073211226	-0.962938902402182	-0.502941102072839	-0.249325191933757	0.409254150477047	0.74681523075171	0.0961927551074934	1.85856876200714	0.954891736409946	0.0352799074602583	1.2146540138414	1.08944360257226	1.41193073211226	0.962938902402182	0.502941102072839	0.249325191933757	0.409254150477047
