Var1	Var2	semsimValue	type
kinase activity	methyltransferase activity	0.645755340658313	term-term
transferase activity, transferring ...	methyltransferase activity	0.645755340658313	term-term
cellular component assembly	mitochondrion organization	0.537157138879682	term-term
protein-containing complex assembly	mitochondrion organization	0.511208491420969	term-term
cytoskeleton organization	mitochondrion organization	0.758190401169787	term-term
membrane organization	mitochondrion organization	0.511208491420969	term-term
chromosome organization	mitochondrion organization	0.758190401169787	term-term
cell motility	locomotion	0.917418009339898	term-term
transport	transmembrane transport	0.727489495630406	term-term
vesicle-mediated transport	transmembrane transport	0.571696259584754	term-term
protein targeting	transmembrane transport	0.571696259584754	term-term
nucleocytoplasmic transport	transmembrane transport	0.571696259584754	term-term
vacuolar transport	transmembrane transport	0.571696259584754	term-term
cellular protein modification proce...	protein maturation	0.758190401169787	term-term
DNA metabolic process	protein maturation	0.605625530568628	term-term
translation	protein maturation	0.758190401169787	term-term
tRNA metabolic process	protein maturation	0.605625530568628	term-term
mRNA processing	protein maturation	0.605625530568628	term-term
hydrolase activity, acting on glyco...	hydrolase activity, acting on carbo...	0.571696259584754	term-term
GTPase activity	hydrolase activity, acting on carbo...	0.571696259584754	term-term
peptidase activity	hydrolase activity, acting on carbo...	0.571696259584754	term-term
nuclease activity	hydrolase activity, acting on carbo...	0.571696259584754	term-term
phosphatase activity	hydrolase activity, acting on carbo...	0.571696259584754	term-term
ATPase activity	hydrolase activity, acting on carbo...	0.571696259584754	term-term
cellular nitrogen compound metaboli...	sulfur compound metabolic process	0.588197252421378	term-term
cellular component assembly	extracellular matrix organization	0.537157138879682	term-term
protein-containing complex assembly	extracellular matrix organization	0.511208491420969	term-term
membrane organization	extracellular matrix organization	0.511208491420969	term-term
RNA binding	protein binding, bridging	0.513836254986634	term-term
enzyme binding	protein binding, bridging	0.605625530568628	term-term
cytoskeletal protein binding	protein binding, bridging	0.605625530568628	term-term
transcription factor binding	protein binding, bridging	0.605625530568628	term-term
cellular component assembly	cell junction organization	0.537157138879682	term-term
protein-containing complex assembly	cell junction organization	0.511208491420969	term-term
membrane organization	cell junction organization	0.511208491420969	term-term
lipid metabolic process	secondary metabolic process	0.694870258797681	term-term
small molecule metabolic process	secondary metabolic process	0.752254028019694	term-term
cellular amino acid metabolic proce...	secondary metabolic process	0.694870258797681	term-term
RNA binding	histone binding	0.513836254986634	term-term
enzyme binding	histone binding	0.605625530568628	term-term
cytoskeletal protein binding	histone binding	0.605625530568628	term-term
transcription factor binding	histone binding	0.605625530568628	term-term
protein binding, bridging	histone binding	0.605625530568628	term-term
RNA binding	unfolded protein binding	0.513836254986634	term-term
enzyme binding	unfolded protein binding	0.605625530568628	term-term
cytoskeletal protein binding	unfolded protein binding	0.605625530568628	term-term
transcription factor binding	unfolded protein binding	0.605625530568628	term-term
protein binding, bridging	unfolded protein binding	0.605625530568628	term-term
histone binding	unfolded protein binding	0.605625530568628	term-term
transport	cytoskeleton-dependent intracellula...	0.727489495630406	term-term
vesicle-mediated transport	cytoskeleton-dependent intracellula...	0.571696259584754	term-term
protein targeting	cytoskeleton-dependent intracellula...	0.758190401169787	term-term
nucleocytoplasmic transport	cytoskeleton-dependent intracellula...	0.758190401169787	term-term
vacuolar transport	cytoskeleton-dependent intracellula...	0.571696259584754	term-term
transmembrane transport	cytoskeleton-dependent intracellula...	0.571696259584754	term-term
RL6	cellular component assembly	NA	protein-term
RL6	protein-containing complex assembly	NA	protein-term
RL6	ribonucleoprotein complex assembly	NA	protein-term
RL23A	cellular component assembly	NA	protein-term
RL23A	protein-containing complex assembly	NA	protein-term
RL23A	ribonucleoprotein complex assembly	NA	protein-term
RSSA	protein-containing complex assembly	NA	protein-term
RSSA	cellular component assembly	NA	protein-term
RSSA	ribonucleoprotein complex assembly	NA	protein-term
RL6	RNA binding	NA	protein-term
SPTN5	cellular protein modification proce...	NA	protein-term
SPTN5	signal transduction	NA	protein-term
RL18A.1.8.m.12900	catabolic process	NA	protein-term
RL18A.1.8.m.12900	cellular nitrogen compound metaboli...	NA	protein-term
RL18A.1.8.m.12900	nucleobase-containing compound cata...	NA	protein-term
ERF3A	catabolic process	NA	protein-term
ERF3A	cellular nitrogen compound metaboli...	NA	protein-term
ERF3A	nucleobase-containing compound cata...	NA	protein-term
RL18A.6.8.m.61646	catabolic process	NA	protein-term
RL18A.6.8.m.61646	cellular nitrogen compound metaboli...	NA	protein-term
RL18A.6.8.m.61646	nucleobase-containing compound cata...	NA	protein-term
TBA1A	cytoskeleton organization	NA	protein-term
TBA1	cytoskeleton organization	NA	protein-term
TBA8	cytoskeleton organization	NA	protein-term
TBA3	cytoskeleton organization	NA	protein-term
CHIA	catabolic process	NA	protein-term
CHIA	carbohydrate metabolic process	NA	protein-term
TBA3	cell cycle	NA	protein-term
TBA3	mitotic cell cycle	NA	protein-term
TBA1	cell cycle	NA	protein-term
TBA1	mitotic cell cycle	NA	protein-term
FLNA.2.6.m.11845	cell cycle	NA	protein-term
FLNA.2.6.m.11845	mitotic cell cycle	NA	protein-term
TBA1A	cell cycle	NA	protein-term
TBA1A	mitotic cell cycle	NA	protein-term
TBA8	cell cycle	NA	protein-term
TBA8	mitotic cell cycle	NA	protein-term
ENO	ion binding	NA	protein-term
HPGDS	ion binding	NA	protein-term
PPIB.1.1.m.10086	cellular protein modification proce...	NA	protein-term
PPIB.1.1.m.1745	cellular protein modification proce...	NA	protein-term
PPIB.1.1.m.55368	cellular protein modification proce...	NA	protein-term
RL10A	cellular nitrogen compound metaboli...	NA	protein-term
XRN2	DNA metabolic process	NA	protein-term
XRN2	nucleobase-containing compound cata...	NA	protein-term
XRN2	catabolic process	NA	protein-term
XRN2	cellular nitrogen compound metaboli...	NA	protein-term
CAP1.2.2.m.45011	cell morphogenesis	NA	protein-term
CAP1.1.2.m.7245	cell morphogenesis	NA	protein-term
MUC1.1.2.m.17333	DNA binding	NA	protein-term
MUC1.1.2.m.4308	DNA binding	NA	protein-term
RBBP4	DNA binding	NA	protein-term
PRDX5	DNA binding	NA	protein-term
XRN2	DNA binding	NA	protein-term
HPGDS	biosynthetic process	NA	protein-term
HPGDS	lipid metabolic process	NA	protein-term
HPGDS	small molecule metabolic process	NA	protein-term
PGBM	lipid metabolic process	NA	protein-term
CEIP2	anatomical structure formation invo...	NA	protein-term
MYDGF.1.2.m.6533	anatomical structure formation invo...	NA	protein-term
MYDGF.1.1.m.22032	anatomical structure formation invo...	NA	protein-term
PGBM	anatomical structure formation invo...	NA	protein-term
DMBT1	lipid binding	NA	protein-term
POSTN	response to stress	NA	protein-term
TITIN.8.19.m.35861	embryo development	NA	protein-term
TITIN.8.19.m.35861	anatomical structure development	NA	protein-term
TITIN.8.19.m.35861	anatomical structure formation invo...	NA	protein-term
FAT4.1.1.m.34344	anatomical structure development	NA	protein-term
FAT4.1.1.m.65727	anatomical structure development	NA	protein-term
ROAA	cell differentiation	NA	protein-term
TITIN.m.27774	enzyme binding	NA	protein-term
TITIN.8.19.m.35861	enzyme binding	NA	protein-term
TITIN.6.19.m.31591	enzyme binding	NA	protein-term
TITIN.9.12.m.44986	enzyme binding	NA	protein-term
EXC4	anatomical structure development	NA	protein-term
HYDIN.2.6.m.7640	anatomical structure development	NA	protein-term
HYDIN.4.6.m.27594	anatomical structure development	NA	protein-term
LRP5	anatomical structure development	NA	protein-term
RS23	biosynthetic process	NA	protein-term
RS23	cellular nitrogen compound metaboli...	NA	protein-term
RS23	translation	NA	protein-term
RL18A.6.8.m.61646	biosynthetic process	NA	protein-term
RL18A.6.8.m.61646	translation	NA	protein-term
RL18A.1.8.m.12900	biosynthetic process	NA	protein-term
RL18A.1.8.m.12900	translation	NA	protein-term
RL6	biosynthetic process	NA	protein-term
RL6	cellular nitrogen compound metaboli...	NA	protein-term
RL6	translation	NA	protein-term
RL9	biosynthetic process	NA	protein-term
RL9	cellular nitrogen compound metaboli...	NA	protein-term
RL9	translation	NA	protein-term
MUC1.1.2.m.17333	signal transduction	NA	protein-term
MUC1.1.2.m.17333	immune system process	NA	protein-term
MUC1.1.2.m.4308	signal transduction	NA	protein-term
MUC1.1.2.m.4308	immune system process	NA	protein-term
CHIA	immune system process	NA	protein-term
TITIN.6.19.m.31591	transport	NA	protein-term
TITIN.6.19.m.31591	vesicle-mediated transport	NA	protein-term
FLNA.2.5.m.37450	transport	NA	protein-term
FLNA.2.5.m.37450	vesicle-mediated transport	NA	protein-term
TITIN.9.12.m.44986	transport	NA	protein-term
TITIN.9.12.m.44986	vesicle-mediated transport	NA	protein-term
TITIN.m.27774	transport	NA	protein-term
TITIN.m.27774	vesicle-mediated transport	NA	protein-term
CO6A3.1.1.m.64152	cell morphogenesis	NA	protein-term
CO6A3.3.5.m.39796	cell morphogenesis	NA	protein-term
CO6A3.2.5.m.39533	cell morphogenesis	NA	protein-term
CO6A3.5.9.m.39538	cell morphogenesis	NA	protein-term
CO6A3.2.4.m.33982	cell morphogenesis	NA	protein-term
MATN1	cell morphogenesis	NA	protein-term
CO6A3.1.2.m.17960	cell morphogenesis	NA	protein-term
H2B7	DNA binding	NA	protein-term
DMBT1	DNA binding	NA	protein-term
NDKB	DNA binding	NA	protein-term
HEXP	DNA binding	NA	protein-term
H4	DNA binding	NA	protein-term
H2A	DNA binding	NA	protein-term
ALRF2	DNA binding	NA	protein-term
FAS	DNA binding	NA	protein-term
ALRF2	translation factor activity, RNA bi...	NA	protein-term
ALRF2	rRNA binding	NA	protein-term
ALRF2	RNA binding	NA	protein-term
FLNA.2.5.m.37450	translation factor activity, RNA bi...	NA	protein-term
FLNA.2.5.m.37450	rRNA binding	NA	protein-term
FLNA.2.5.m.37450	RNA binding	NA	protein-term
RL18A.6.8.m.61646	translation factor activity, RNA bi...	NA	protein-term
RL18A.6.8.m.61646	rRNA binding	NA	protein-term
RL18A.6.8.m.61646	RNA binding	NA	protein-term
ROAA	translation factor activity, RNA bi...	NA	protein-term
ROAA	rRNA binding	NA	protein-term
ROAA	RNA binding	NA	protein-term
ETIF1	translation factor activity, RNA bi...	NA	protein-term
ETIF1	rRNA binding	NA	protein-term
ETIF1	RNA binding	NA	protein-term
RL6	translation factor activity, RNA bi...	NA	protein-term
RL6	rRNA binding	NA	protein-term
PABP4	translation factor activity, RNA bi...	NA	protein-term
PABP4	rRNA binding	NA	protein-term
PABP4	RNA binding	NA	protein-term
RL18A.1.8.m.12900	translation factor activity, RNA bi...	NA	protein-term
RL18A.1.8.m.12900	rRNA binding	NA	protein-term
RL18A.1.8.m.12900	RNA binding	NA	protein-term
RL10A	translation factor activity, RNA bi...	NA	protein-term
RL10A	rRNA binding	NA	protein-term
RL10A	RNA binding	NA	protein-term
MTHSD	translation factor activity, RNA bi...	NA	protein-term
MTHSD	rRNA binding	NA	protein-term
MTHSD	RNA binding	NA	protein-term
TPD54	translation factor activity, RNA bi...	NA	protein-term
TPD54	rRNA binding	NA	protein-term
TPD54	RNA binding	NA	protein-term
RL6	mRNA binding	NA	protein-term
PAIRB	RNA binding	NA	protein-term
PAIRB	mRNA binding	NA	protein-term
PABP4	mRNA binding	NA	protein-term
RLA1	structural molecule activity	NA	protein-term
RLA1	structural constituent of ribosome	NA	protein-term
RL6	structural molecule activity	NA	protein-term
RL6	structural constituent of ribosome	NA	protein-term
RL18A.6.8.m.61646	structural molecule activity	NA	protein-term
RL18A.6.8.m.61646	structural constituent of ribosome	NA	protein-term
RS3A	structural molecule activity	NA	protein-term
RS3A	structural constituent of ribosome	NA	protein-term
RLA2.1.7.m.1896	structural molecule activity	NA	protein-term
RLA2.1.7.m.1896	structural constituent of ribosome	NA	protein-term
RSSA	structural molecule activity	NA	protein-term
RSSA	structural constituent of ribosome	NA	protein-term
RS23	structural molecule activity	NA	protein-term
RS23	structural constituent of ribosome	NA	protein-term
RS27A.1.2.m.28362	structural molecule activity	NA	protein-term
RS27A.1.2.m.28362	structural constituent of ribosome	NA	protein-term
RS13	structural molecule activity	NA	protein-term
RS13	structural constituent of ribosome	NA	protein-term
RL18A.1.8.m.12900	structural molecule activity	NA	protein-term
RL18A.1.8.m.12900	structural constituent of ribosome	NA	protein-term
RS8	structural molecule activity	NA	protein-term
RS8	structural constituent of ribosome	NA	protein-term
RL402	structural molecule activity	NA	protein-term
RL402	structural constituent of ribosome	NA	protein-term
RS4	structural molecule activity	NA	protein-term
RS4	structural constituent of ribosome	NA	protein-term
RLA2.4.7.m.28172	structural molecule activity	NA	protein-term
RLA2.4.7.m.28172	structural constituent of ribosome	NA	protein-term
RL23A	structural molecule activity	NA	protein-term
RL23A	structural constituent of ribosome	NA	protein-term
RS12	structural molecule activity	NA	protein-term
RS12	structural constituent of ribosome	NA	protein-term
RL9	structural molecule activity	NA	protein-term
RL9	structural constituent of ribosome	NA	protein-term
RL10A	structural molecule activity	NA	protein-term
RL10A	structural constituent of ribosome	NA	protein-term
RS27A.1.1.m.22912	structural molecule activity	NA	protein-term
RS27A.1.1.m.22912	structural constituent of ribosome	NA	protein-term
IF2A	translation factor activity, RNA bi...	NA	protein-term
IF2A	RNA binding	NA	protein-term
IF5A1	translation factor activity, RNA bi...	NA	protein-term
IF5A1	RNA binding	NA	protein-term
EF2.5.5.m.39855	translation factor activity, RNA bi...	NA	protein-term
EF2.5.5.m.39855	RNA binding	NA	protein-term
EFTU	translation factor activity, RNA bi...	NA	protein-term
EFTU	RNA binding	NA	protein-term
EF1A.2.4.m.50858	translation factor activity, RNA bi...	NA	protein-term
EF1A.2.4.m.50858	RNA binding	NA	protein-term
EF1A.1.3.m.30022	translation factor activity, RNA bi...	NA	protein-term
EF1A.1.3.m.30022	RNA binding	NA	protein-term
EF2.4.5.m.30186	translation factor activity, RNA bi...	NA	protein-term
EF2.4.5.m.30186	RNA binding	NA	protein-term
ERF3A	RNA binding	NA	protein-term
ERF3A	translation factor activity, RNA bi...	NA	protein-term
PPIB.2.4.m.40019	isomerase activity	NA	protein-term
PPIB.1.1.m.1745	isomerase activity	NA	protein-term
PPIB.1.1.m.55368	isomerase activity	NA	protein-term
PPIB.1.1.m.10086	isomerase activity	NA	protein-term
FKB14	isomerase activity	NA	protein-term
PPIA	isomerase activity	NA	protein-term
PACRG	cytoskeletal protein binding	NA	protein-term
CNN3	cytoskeletal protein binding	NA	protein-term
ZASP.1.1.m.927	cytoskeletal protein binding	NA	protein-term
COFI	cytoskeletal protein binding	NA	protein-term
SPTCB	cytoskeletal protein binding	NA	protein-term
CAP1.2.2.m.45011	cytoskeletal protein binding	NA	protein-term
CAP1.1.2.m.7245	cytoskeletal protein binding	NA	protein-term
ZASP.2.1.4.m.8660	cytoskeletal protein binding	NA	protein-term
MSRB2	cytoskeletal protein binding	NA	protein-term
FLNA.2.6.m.11845	cytoskeletal protein binding	NA	protein-term
SPTN5	cytoskeletal protein binding	NA	protein-term
SPTCA	cytoskeletal protein binding	NA	protein-term
LYS3	hydrolase activity, acting on glyco...	NA	protein-term
TGM1	transferase activity, transferring ...	NA	protein-term
TPD54	lyase activity	NA	protein-term
TPD54	isomerase activity	NA	protein-term
TPD54	oxidoreductase activity	NA	protein-term
TPD54	ligase activity	NA	protein-term
EF1A.1.3.m.30022	GTPase activity	NA	protein-term
EF2.4.5.m.30186	GTPase activity	NA	protein-term
TBA1	GTPase activity	NA	protein-term
TBB.1.7.m.12262	GTPase activity	NA	protein-term
ERF3A	GTPase activity	NA	protein-term
EFTU	GTPase activity	NA	protein-term
EF2.5.5.m.39855	GTPase activity	NA	protein-term
EF1A.2.4.m.50858	GTPase activity	NA	protein-term
TBB.7.7.m.63980	GTPase activity	NA	protein-term
TBA1A	GTPase activity	NA	protein-term
RAN	GTPase activity	NA	protein-term
TBA3	GTPase activity	NA	protein-term
TBA8	GTPase activity	NA	protein-term
NDUS3	oxidoreductase activity	NA	protein-term
UAP1	nucleotidyltransferase activity	NA	protein-term
AL7A1	oxidoreductase activity	NA	protein-term
KARG	kinase activity	NA	protein-term
ASNS	ligase activity	NA	protein-term
CATA.3.3.m.21642	oxidoreductase activity	NA	protein-term
CATA.1.3.m.11120	oxidoreductase activity	NA	protein-term
KCY.1.1.m.2987	kinase activity	NA	protein-term
KCY.1.1.m.29973	kinase activity	NA	protein-term
COX5B	transmembrane transporter activity	NA	protein-term
COX5B	oxidoreductase activity	NA	protein-term
DLDH	oxidoreductase activity	NA	protein-term
CATL1	peptidase activity	NA	protein-term
PSA	peptidase activity	NA	protein-term
CNDP2	peptidase activity	NA	protein-term
MEP1A	peptidase activity	NA	protein-term
BP10	peptidase activity	NA	protein-term
FAS	transferase activity, transferring ...	NA	protein-term
FAS	oxidoreductase activity	NA	protein-term
GSTO1	transferase activity, transferring ...	NA	protein-term
GST	transferase activity, transferring ...	NA	protein-term
GSTA.1.1.m.54271	transferase activity, transferring ...	NA	protein-term
HPGDS	transferase activity, transferring ...	NA	protein-term
GSTA.2.2.m.34365	transferase activity, transferring ...	NA	protein-term
CEIP2	hydrolase activity, acting on glyco...	NA	protein-term
SNO1	oxidoreductase activity	NA	protein-term
XRN2	nuclease activity	NA	protein-term
NDKB	kinase activity	NA	protein-term
KAD9.3.3.m.63103	kinase activity	NA	protein-term
KAD9.2.3.m.49697	kinase activity	NA	protein-term
AMY1	hydrolase activity, acting on glyco...	NA	protein-term
CHIA	hydrolase activity, acting on glyco...	NA	protein-term
PRDX5	oxidoreductase activity	NA	protein-term
TXD17	oxidoreductase activity	NA	protein-term
PCKG	lyase activity	NA	protein-term
ENO	lyase activity	NA	protein-term
HPGDS	isomerase activity	NA	protein-term
VWKA	kinase activity	NA	protein-term
UNC89	kinase activity	NA	protein-term
TITIN.6.19.m.31591	kinase activity	NA	protein-term
TITIN.m.27774	kinase activity	NA	protein-term
UNC22.5.7.m.43551	kinase activity	NA	protein-term
TITIN.9.12.m.44986	kinase activity	NA	protein-term
UNC22.2.7.m.2274	kinase activity	NA	protein-term
UNC22.7.7.m.54053	kinase activity	NA	protein-term
UNC22.3.7.m.20773	kinase activity	NA	protein-term
TITIN.8.19.m.35861	kinase activity	NA	protein-term
PP2AB	phosphatase activity	NA	protein-term
ODP2	transferase activity, transferring ...	NA	protein-term
CO6A3.5.9.m.39538	enzyme regulator activity	NA	protein-term
CO6A3.3.5.m.39796	enzyme regulator activity	NA	protein-term
CO6A3.1.2.m.17960	enzyme regulator activity	NA	protein-term
CO6A3.2.4.m.33982	enzyme regulator activity	NA	protein-term
CO6A3.2.5.m.39533	enzyme regulator activity	NA	protein-term
CO6A3.1.1.m.64152	enzyme regulator activity	NA	protein-term
DPGN	enzyme regulator activity	NA	protein-term
ITIH4	enzyme regulator activity	NA	protein-term
CRB	enzyme binding	NA	protein-term
GDIR1	enzyme regulator activity	NA	protein-term
IFEA.1.1.m.42880	structural constituent of ribosome	NA	protein-term
IFEA.1.1.m.42880	structural molecule activity	NA	protein-term
HTS.3.5.m.17639	structural constituent of ribosome	NA	protein-term
HTS.3.5.m.17639	structural molecule activity	NA	protein-term
HTS.2.5.m.15081	structural constituent of ribosome	NA	protein-term
HTS.2.5.m.15081	structural molecule activity	NA	protein-term
IFEA.2.3.m.44496	structural constituent of ribosome	NA	protein-term
IFEA.2.3.m.44496	structural molecule activity	NA	protein-term
TBA1	structural molecule activity	NA	protein-term
SPTCB	structural molecule activity	NA	protein-term
TBB.7.7.m.63980	structural molecule activity	NA	protein-term
TBB.1.7.m.12262	structural molecule activity	NA	protein-term
ARP3	structural molecule activity	NA	protein-term
ARPC5	structural molecule activity	NA	protein-term
TBA8	structural molecule activity	NA	protein-term
TBA1A	structural molecule activity	NA	protein-term
ARPC2	structural molecule activity	NA	protein-term
TBA.2.2.m.57790	structural molecule activity	NA	protein-term
TBA3	structural molecule activity	NA	protein-term
TITIN.8.19.m.35861	structural molecule activity	NA	protein-term
TBA.1.6.m.12217	structural molecule activity	NA	protein-term
TBA.5.6.m.37448	structural molecule activity	NA	protein-term
TBA.1.1.m.57578	structural molecule activity	NA	protein-term
