protein_ID,GO
CHOYP_BET1L.1.1.m.8210,GO:0030173
CHOYP_BRAFLDRAFT_113696.1.1.m.54166,GO:0005737
CHOYP_BRAFLDRAFT_114350.1.1.m.14176,GO:0016429
CHOYP_BRAFLDRAFT_122339.1.1.m.58748,GO:0005737
CHOYP_BRAFLDRAFT_127065.5.7.m.28848,GO:0002062
CHOYP_BRAFLDRAFT_204923.2.2.m.63877,GO:0004252
CHOYP_BRAFLDRAFT_205939.3.3.m.64021,GO:0005509
CHOYP_BRAFLDRAFT_206907.11.11.m.60959,GO:0004065
CHOYP_BRAFLDRAFT_212086.4.11.m.42448,GO:0003875
CHOYP_BRAFLDRAFT_246447.1.1.m.30255,GO:0004065
CHOYP_BRAFLDRAFT_249506.2.2.m.60314,GO:0002735
CHOYP_BRAFLDRAFT_277091.1.3.m.1103,GO:0003735
CHOYP_BRAFLDRAFT_277797.1.1.m.26394,GO:0005737
CHOYP_BRAFLDRAFT_277920.1.1.m.28845,GO:0001829
CHOYP_BRAFLDRAFT_278918.4.5.m.39356,GO:0005576
CHOYP_BRAFLDRAFT_59154.3.3.m.53255,GO:0006355
CHOYP_BRAFLDRAFT_80064.1.1.m.40175,GO:0001934
CHOYP_BRAFLDRAFT_84054.1.2.m.8523,GO:0005737
CHOYP_BRAFLDRAFT_85896.1.1.m.38692,GO:0005765
CHOYP_C10.1.2.m.23678,GO:0009791
CHOYP_CADM4.1.1.m.60661,GO:0007155
CHOYP_CALM.37.50.m.52385,GO:0019722
CHOYP_CCBL1.1.1.m.30637,GO:0005739
CHOYP_CELF4.1.1.m.22429,GO:0003723
CHOYP_COQ9.1.2.m.4620,GO:0005743
CHOYP_CP3AB.4.4.m.47872,GO:0005506
CHOYP_DCDC2.7.7.m.46807,GO:0005654
CHOYP_DDX47.1.1.m.11144,GO:0004386
CHOYP_DSEC_GM16292.1.1.m.12184,GO:0005201
CHOYP_EHHADH.1.1.m.26459,GO:0004165
CHOYP_EPN4.1.3.m.10807,GO:0005798
CHOYP_EXOS3.1.1.m.10596,GO:0000176
CHOYP_FEN1.1.1.m.66181,GO:0003677
CHOYP_GOPC.1.1.m.45489,GO:0005109
CHOYP_GSTO1.1.2.m.14745,GO:0005737
CHOYP_LARP7.1.1.m.35019,GO:0005654
CHOYP_LOC100119750.1.1.m.7019,GO:0006513
CHOYP_LOC100123907.1.1.m.2987,GO:0004550
CHOYP_LOC100222774.1.1.m.56990,GO:0005524
CHOYP_LOC100367137.1.1.m.23977,GO:0005737
CHOYP_LOC100367581.3.3.m.56472,GO:0005737
CHOYP_LOC100367637.1.1.m.55661,GO:0000290
CHOYP_LOC100368004.1.1.m.62584,GO:0007369
CHOYP_LOC100368023.1.1.m.14890,GO:0005758
CHOYP_LOC100369194.1.1.m.42345,GO:0005737
CHOYP_LOC100369712.1.1.m.64282,GO:0000339
CHOYP_LOC100372208.1.1.m.18397,GO:0016021
CHOYP_LOC100372473.3.5.m.39839,GO:0000331
CHOYP_LOC100373578.1.1.m.478,GO:0005829
CHOYP_LOC100374254.1.1.m.22199,GO:0003676
CHOYP_LOC100376200.1.1.m.19157,GO:0006281
CHOYP_LOC100376749.1.1.m.27252,GO:0007165
CHOYP_LOC100378445.1.1.m.7111,GO:0005730
CHOYP_LOC100378487.1.1.m.64108,GO:0002931
CHOYP_LOC100561410.1.1.m.58687,GO:0005634
CHOYP_LOC100565534.1.3.m.28075,GO:0005634
CHOYP_LOC100638431.3.10.m.24462,GO:0016798
CHOYP_LOC100642891.1.1.m.25638,GO:0005829
CHOYP_LOC100644613.1.1.m.55011,GO:0030745
CHOYP_LOC100693418.2.2.m.56971,GO:0004126
CHOYP_LOC100740246.1.1.m.25108,GO:0005789
CHOYP_LOC100869188.1.1.m.18952,GO:0005739
CHOYP_LOC100890099.1.1.m.11505,GO:0005634
CHOYP_LOC100890753.1.3.m.50299,GO:0005001
CHOYP_LOC100909243.1.1.m.22728,GO:0005133
CHOYP_LOC101064328.2.3.m.57090,GO:0008119
CHOYP_LOC101072591.1.1.m.1861,GO:0005794
CHOYP_LOC101076180.1.1.m.41749,GO:0002903
CHOYP_LOC101159300.1.1.m.26609,GO:0005739
CHOYP_LOC101169131.2.2.m.32499,GO:0005737
CHOYP_LOC576498.1.1.m.10455,GO:0016324
CHOYP_LOC584364.2.2.m.57790,GO:0005525
CHOYP_LOC585972.1.1.m.25356,GO:0005759
CHOYP_LOC592209.1.1.m.48009,GO:0005737
CHOYP_LOC592411.1.1.m.19664,GO:0003723
CHOYP_LOC662320.2.2.m.19454,GO:0000398
CHOYP_LOC725079.1.1.m.66349,GO:0005768
CHOYP_LOC764898.1.1.m.28118,GO:0001822
CHOYP_MET14.1.1.m.5073,GO:0001510
CHOYP_MICPUN_58704.1.1.m.54967,GO:0005737
CHOYP_NAEGRDRAFT_47557.1.1.m.11283,GO:0005758
CHOYP_NEMVEDRAFT_V1G235461.1.1.m.28341,GO:0005576
CHOYP_NEMVEDRAFT_V1G96234.1.1.m.27743,GO:0003755
CHOYP_NRDC.1.1.m.28526,GO:0005739
CHOYP_P3A2.1.3.m.11560,GO:0001046
CHOYP_PAN2.1.1.m.44693,GO:0005737
CHOYP_PCDH9.5.5.m.59488,GO:0000184
CHOYP_POLR3K.1.1.m.8423,GO:0003899
CHOYP_PRP6.2.2.m.34365,GO:0005737
CHOYP_RNOY.1.3.m.4495,GO:0005576
CHOYP_RNOY.3.3.m.58342,GO:0005576
CHOYP_RS8.8.14.m.44842,GO:0005840
CHOYP_SMP_148160.1.1.m.11635,GO:0007275
CHOYP_SMP_168770.1.1.m.18618,GO:0005744
CHOYP_SODM.2.2.m.62946,GO:0005765
CHOYP_SPR.1.3.m.17978,GO:0005737
CHOYP_TBA.1.6.m.12217,GO:0005525
CHOYP_TBA.5.6.m.37448,GO:0005525
CHOYP_TBA1A.2.4.m.19573,GO:0000278
CHOYP_TBG1.1.1.m.28190,GO:0000086
CHOYP_TRIADDRAFT_37121.1.1.m.51940,GO:0004745
CHOYP_TRIADDRAFT_49883.1.1.m.29857,GO:0004356
CHOYP_TSP_02835.1.1.m.26375,GO:0005634
CHOYP_TXN4A.1.2.m.59542,GO:0005634
CHOYP_TXND3.2.4.m.21415,GO:0005623
CHOYP_UBE2C.1.1.m.55757,GO:0005680
CHOYP_UBR7.1.1.m.7300,GO:0008270
CHOYP_VOLCADRAFT_89567.1.1.m.27272,GO:0005737
CHOYP_XRN2.1.1.m.13943,GO:0001147
CHOYP_ACT.5.27.m.15585,GO:0005856
CHOYP_ACT.6.27.m.15622,GO:0005856
CHOYP_ADD.2.5.m.15081,GO:0005737
CHOYP_AMACR.1.1.m.21950,GO:0005739
CHOYP_ANK3.7.9.m.43272,GO:0005200
CHOYP_AOF.1.1.m.7109,GO:0008131
CHOYP_ARB_02478.1.1.m.29725,GO:0071949
CHOYP_B3GT2.1.1.m.35771,GO:0016021
CHOYP_BRAFLDRAFT_113696.1.1.m.54166,GO:0005886
CHOYP_BRAFLDRAFT_114350.1.1.m.14176,GO:0030488
CHOYP_BRAFLDRAFT_122339.1.1.m.58748,GO:0005856
CHOYP_BRAFLDRAFT_127065.5.7.m.28848,GO:0005178
CHOYP_BRAFLDRAFT_204923.2.2.m.63877,GO:0005737
CHOYP_BRAFLDRAFT_205939.3.3.m.64021,GO:0005604
CHOYP_BRAFLDRAFT_206907.11.11.m.60959,GO:0005739
CHOYP_BRAFLDRAFT_212086.4.11.m.42448,GO:0005096
CHOYP_BRAFLDRAFT_246447.1.1.m.30255,GO:0005739
CHOYP_BRAFLDRAFT_249506.2.2.m.60314,GO:0003690
CHOYP_BRAFLDRAFT_277091.1.3.m.1103,GO:0005840
CHOYP_BRAFLDRAFT_277797.1.1.m.26394,GO:0016787
CHOYP_BRAFLDRAFT_277920.1.1.m.28845,GO:0005634
CHOYP_BRAFLDRAFT_278918.4.5.m.39356,GO:0009820
CHOYP_BRAFLDRAFT_59154.3.3.m.53255,GO:0007346
CHOYP_BRAFLDRAFT_80064.1.1.m.40175,GO:0002756
CHOYP_BRAFLDRAFT_84054.1.2.m.8523,GO:0005813
CHOYP_BRAFLDRAFT_85896.1.1.m.38692,GO:0016021
CHOYP_C10.1.2.m.23678,GO:0014819
CHOYP_CADM4.1.1.m.60661,GO:0016021
CHOYP_CCBL1.1.1.m.30637,GO:0006520
CHOYP_CELF4.1.1.m.22429,GO:0003729
CHOYP_COQ9.1.2.m.4620,GO:0006120
CHOYP_CP3AB.4.4.m.47872,GO:0005789
CHOYP_DCDC2.7.7.m.46807,GO:0005737
CHOYP_DDX47.1.1.m.11144,GO:0005524
CHOYP_DSEC_GM16292.1.1.m.12184,GO:0005604
CHOYP_EHHADH.1.1.m.26459,GO:0004300
CHOYP_EPN4.1.3.m.10807,GO:0005802
CHOYP_EXOS3.1.1.m.10596,GO:0000177
CHOYP_FEN1.1.1.m.66181,GO:0004523
CHOYP_GOPC.1.1.m.45489,GO:0005737
CHOYP_GSTO1.1.2.m.14745,GO:0005829
CHOYP_LARP7.1.1.m.35019,GO:0006396
CHOYP_LOC100119750.1.1.m.7019,GO:0016567
CHOYP_LOC100123907.1.1.m.2987,GO:0005524
CHOYP_LOC100222774.1.1.m.56990,GO:0005739
CHOYP_LOC100367137.1.1.m.23977,GO:0005829
CHOYP_LOC100367581.3.3.m.56472,GO:0005769
CHOYP_LOC100367637.1.1.m.55661,GO:0000340
CHOYP_LOC100368004.1.1.m.62584,GO:0007498
CHOYP_LOC100368023.1.1.m.14890,GO:0016021
CHOYP_LOC100369712.1.1.m.64282,GO:0000375
CHOYP_LOC100372208.1.1.m.18397,GO:0016491
CHOYP_LOC100372473.3.5.m.39839,GO:0004672
CHOYP_LOC100373578.1.1.m.478,GO:0005868
CHOYP_LOC100374254.1.1.m.22199,GO:0005623
CHOYP_LOC100376200.1.1.m.19157,GO:0006974
CHOYP_LOC100376749.1.1.m.27252,GO:0031929
CHOYP_LOC100378445.1.1.m.7111,GO:0006364
CHOYP_LOC100378487.1.1.m.64108,GO:0003730
CHOYP_LOC100561410.1.1.m.58687,GO:0005794
CHOYP_LOC100565534.1.3.m.28075,GO:0019722
CHOYP_LOC100642891.1.1.m.25638,GO:0016607
CHOYP_LOC100644613.1.1.m.55011,GO:0052704
CHOYP_LOC100693418.2.2.m.56971,GO:0005576
CHOYP_LOC100740246.1.1.m.25108,GO:0005975
CHOYP_LOC100869188.1.1.m.18952,GO:0005763
CHOYP_LOC100890099.1.1.m.11505,GO:0005737
CHOYP_LOC100890753.1.3.m.50299,GO:0005886
CHOYP_LOC100909243.1.1.m.22728,GO:0005524
CHOYP_LOC101064328.2.3.m.57090,GO:0014070
CHOYP_LOC101072591.1.1.m.1861,GO:0005802
CHOYP_LOC101076180.1.1.m.41749,GO:0003714
CHOYP_LOC101159300.1.1.m.26609,GO:0005762
CHOYP_LOC101169131.2.2.m.32499,GO:0005769
CHOYP_LOC576498.1.1.m.10455,GO:0034451
CHOYP_LOC584364.2.2.m.57790,GO:0005737
CHOYP_LOC585972.1.1.m.25356,GO:0006744
CHOYP_LOC592209.1.1.m.48009,GO:0005813
CHOYP_LOC592411.1.1.m.19664,GO:0005634
CHOYP_LOC662320.2.2.m.19454,GO:0003729
CHOYP_LOC725079.1.1.m.66349,GO:0005794
CHOYP_LOC764898.1.1.m.28118,GO:0005813
CHOYP_MET14.1.1.m.5073,GO:0001734
CHOYP_MICPUN_58704.1.1.m.54967,GO:0005739
CHOYP_NAEGRDRAFT_47557.1.1.m.11283,GO:0006511
CHOYP_NEMVEDRAFT_V1G235461.1.1.m.28341,GO:0009820
CHOYP_NEMVEDRAFT_V1G96234.1.1.m.27743,GO:0005634
CHOYP_NRDC.1.1.m.28526,GO:0008233
CHOYP_P3A2.1.3.m.11560,GO:0003700
CHOYP_PAN2.1.1.m.44693,GO:0005856
CHOYP_PCDH9.5.5.m.59488,GO:0000289
CHOYP_POLR3K.1.1.m.8423,GO:0005654
CHOYP_RNOY.1.3.m.4495,GO:0033897
CHOYP_RNOY.3.3.m.58342,GO:0033897
CHOYP_RS8.8.14.m.44842,GO:0006412
CHOYP_SMP_148160.1.1.m.11635,GO:0007283
CHOYP_SMP_168770.1.1.m.18618,GO:0030150
CHOYP_SODM.2.2.m.62946,GO:0007160
CHOYP_SPR.1.3.m.17978,GO:0006729
CHOYP_TBA.1.6.m.12217,GO:0005737
CHOYP_TBA.5.6.m.37448,GO:0005737
CHOYP_TBA1A.2.4.m.19573,GO:0003924
CHOYP_TBG1.1.1.m.28190,GO:0000212
CHOYP_TRIADDRAFT_37121.1.1.m.51940,GO:0005622
CHOYP_TRIADDRAFT_49883.1.1.m.29857,GO:0005524
CHOYP_TSP_02835.1.1.m.26375,GO:0048471
CHOYP_TXN4A.1.2.m.59542,GO:0005682
CHOYP_TXND3.2.4.m.21415,GO:0006183
CHOYP_UBE2C.1.1.m.55757,GO:0006511
CHOYP_UBR7.1.1.m.7300,GO:0061630
CHOYP_VOLCADRAFT_89567.1.1.m.27272,GO:0005739
CHOYP_XRN2.1.1.m.13943,GO:0004534
CHOYP_ADD.2.5.m.15081,GO:0005856
CHOYP_AMACR.1.1.m.21950,GO:0005777
CHOYP_ANK3.7.9.m.43272,GO:0005739
CHOYP_AOF.1.1.m.7109,GO:0016021
CHOYP_B3GT2.1.1.m.35771,GO:0047275
CHOYP_BRAFLDRAFT_113696.1.1.m.54166,GO:0007405
CHOYP_BRAFLDRAFT_114350.1.1.m.14176,GO:0031515
CHOYP_BRAFLDRAFT_122339.1.1.m.58748,GO:0031514
CHOYP_BRAFLDRAFT_127065.5.7.m.28848,GO:0005201
CHOYP_BRAFLDRAFT_204923.2.2.m.63877,GO:0005829
CHOYP_BRAFLDRAFT_205939.3.3.m.64021,GO:0005913
CHOYP_BRAFLDRAFT_206907.11.11.m.60959,GO:0005764
CHOYP_BRAFLDRAFT_212086.4.11.m.42448,GO:0005623
CHOYP_BRAFLDRAFT_246447.1.1.m.30255,GO:0005764
CHOYP_BRAFLDRAFT_249506.2.2.m.60314,GO:0003725
CHOYP_BRAFLDRAFT_277091.1.3.m.1103,GO:0006412
CHOYP_BRAFLDRAFT_277797.1.1.m.26394,GO:0042127
CHOYP_BRAFLDRAFT_277920.1.1.m.28845,GO:0005730
CHOYP_BRAFLDRAFT_278918.4.5.m.39356,GO:0033784
CHOYP_BRAFLDRAFT_59154.3.3.m.53255,GO:0008283
CHOYP_BRAFLDRAFT_80064.1.1.m.40175,GO:0004672
CHOYP_BRAFLDRAFT_84054.1.2.m.8523,GO:0005874
CHOYP_C10.1.2.m.23678,GO:0016607
CHOYP_CADM4.1.1.m.60661,GO:0030054
CHOYP_CCBL1.1.1.m.30637,GO:0009058
CHOYP_CELF4.1.1.m.22429,GO:0005634
CHOYP_COQ9.1.2.m.4620,GO:0006744
CHOYP_CP3AB.4.4.m.47872,GO:0009617
CHOYP_DCDC2.7.7.m.46807,GO:0005815
CHOYP_DDX47.1.1.m.11144,GO:0005730
CHOYP_DSEC_GM16292.1.1.m.12184,GO:0007275
CHOYP_EHHADH.1.1.m.26459,GO:0005777
CHOYP_EPN4.1.3.m.10807,GO:0006897
CHOYP_EXOS3.1.1.m.10596,GO:0000178
CHOYP_FEN1.1.1.m.66181,GO:0005654
CHOYP_GOPC.1.1.m.45489,GO:0005794
CHOYP_GSTO1.1.2.m.14745,GO:0010880
CHOYP_LARP7.1.1.m.35019,GO:0060043
CHOYP_LOC100119750.1.1.m.7019,GO:0043022
CHOYP_LOC100123907.1.1.m.2987,GO:0005634
CHOYP_LOC100222774.1.1.m.56990,GO:0005759
CHOYP_LOC100367137.1.1.m.23977,GO:0005886
CHOYP_LOC100367581.3.3.m.56472,GO:0017145
CHOYP_LOC100367637.1.1.m.55661,GO:0000932
CHOYP_LOC100368004.1.1.m.62584,GO:0030900
CHOYP_LOC100368023.1.1.m.14890,GO:0042721
CHOYP_LOC100369712.1.1.m.64282,GO:0000932
CHOYP_LOC100372208.1.1.m.18397,GO:0042761
CHOYP_LOC100372473.3.5.m.39839,GO:0004674
CHOYP_LOC100373578.1.1.m.478,GO:0005930
CHOYP_LOC100374254.1.1.m.22199,GO:0008270
CHOYP_LOC100376200.1.1.m.19157,GO:0010212
CHOYP_LOC100376749.1.1.m.27252,GO:0043009
CHOYP_LOC100378445.1.1.m.7111,GO:0031965
CHOYP_LOC100378487.1.1.m.64108,GO:0005634
CHOYP_LOC100561410.1.1.m.58687,GO:0005829
CHOYP_LOC100565534.1.3.m.28075,GO:0051300
CHOYP_LOC100642891.1.1.m.25638,GO:0043461
CHOYP_LOC100644613.1.1.m.55011,GO:0052707
CHOYP_LOC100693418.2.2.m.56971,GO:0005829
CHOYP_LOC100740246.1.1.m.25108,GO:0016021
CHOYP_LOC100890099.1.1.m.11505,GO:0005856
CHOYP_LOC100890753.1.3.m.50299,GO:0005887
CHOYP_LOC100909243.1.1.m.22728,GO:0005634
CHOYP_LOC101064328.2.3.m.57090,GO:0033574
CHOYP_LOC101072591.1.1.m.1861,GO:0005829
CHOYP_LOC101076180.1.1.m.41749,GO:0005654
CHOYP_LOC101159300.1.1.m.26609,GO:0006412
CHOYP_LOC101169131.2.2.m.32499,GO:0005794
CHOYP_LOC576498.1.1.m.10455,GO:0036158
CHOYP_LOC584364.2.2.m.57790,GO:0005874
CHOYP_LOC585972.1.1.m.25356,GO:0031314
CHOYP_LOC592209.1.1.m.48009,GO:0036126
CHOYP_LOC592411.1.1.m.19664,GO:0071007
CHOYP_LOC662320.2.2.m.19454,GO:0005634
CHOYP_LOC725079.1.1.m.66349,GO:0005802
CHOYP_LOC764898.1.1.m.28118,GO:0005929
CHOYP_MET14.1.1.m.5073,GO:0003729
CHOYP_MICPUN_58704.1.1.m.54967,GO:0010917
CHOYP_NAEGRDRAFT_47557.1.1.m.11283,GO:0016567
CHOYP_NEMVEDRAFT_V1G235461.1.1.m.28341,GO:0033784
CHOYP_NEMVEDRAFT_V1G96234.1.1.m.27743,GO:0005654
CHOYP_NRDC.1.1.m.28526,GO:0046872
CHOYP_P3A2.1.3.m.11560,GO:0005634
CHOYP_PCDH9.5.5.m.59488,GO:0000495
CHOYP_POLR3K.1.1.m.8423,GO:0005666
CHOYP_SMP_148160.1.1.m.11635,GO:0030154
CHOYP_SODM.2.2.m.62946,GO:0009986
CHOYP_TBA.1.6.m.12217,GO:0005874
CHOYP_TBA.5.6.m.37448,GO:0005874
CHOYP_TBA1A.2.4.m.19573,GO:0005200
CHOYP_TBG1.1.1.m.28190,GO:0000226
CHOYP_TRIADDRAFT_37121.1.1.m.51940,GO:0007601
CHOYP_TRIADDRAFT_49883.1.1.m.29857,GO:0005739
CHOYP_TXN4A.1.2.m.59542,GO:0005737
CHOYP_TXND3.2.4.m.21415,GO:0006228
CHOYP_UBE2C.1.1.m.55757,GO:0010458
CHOYP_VOLCADRAFT_89567.1.1.m.27272,GO:0010917
CHOYP_XRN2.1.1.m.13943,GO:0005730
CHOYP_ADD.2.5.m.15081,GO:0005886
CHOYP_AMACR.1.1.m.21950,GO:0005886
CHOYP_ANK3.7.9.m.43272,GO:0005764
CHOYP_AOF.1.1.m.7109,GO:0042135
CHOYP_BRAFLDRAFT_113696.1.1.m.54166,GO:0014009
CHOYP_BRAFLDRAFT_114350.1.1.m.14176,GO:0061953
CHOYP_BRAFLDRAFT_127065.5.7.m.28848,GO:0005518
CHOYP_BRAFLDRAFT_204923.2.2.m.63877,GO:0070008
CHOYP_BRAFLDRAFT_205939.3.3.m.64021,GO:0005938
CHOYP_BRAFLDRAFT_206907.11.11.m.60959,GO:0005791
CHOYP_BRAFLDRAFT_212086.4.11.m.42448,GO:0006464
CHOYP_BRAFLDRAFT_246447.1.1.m.30255,GO:0005791
CHOYP_BRAFLDRAFT_249506.2.2.m.60314,GO:0003727
CHOYP_BRAFLDRAFT_277920.1.1.m.28845,GO:0005737
CHOYP_BRAFLDRAFT_278918.4.5.m.39356,GO:0050660
CHOYP_BRAFLDRAFT_59154.3.3.m.53255,GO:0019005
CHOYP_BRAFLDRAFT_80064.1.1.m.40175,GO:0004674
CHOYP_BRAFLDRAFT_84054.1.2.m.8523,GO:0007018
CHOYP_C10.1.2.m.23678,GO:0021540
