GO,Clust_Color,Clust_Num,sumsim,semsimsum,term,GOSlim_bin,p.value,p.adj
GO:0050811,gold4,4,3.38606310932212,39.6065610034553,GABA receptor binding,signal transduction activity,0.000981835980773718,0.199312704097065
GO:0052856,gold4,4,3.3637758505445,39.6065610034553,NADHX epimerase activity,NA,0.000981835980773718,0.199312704097065
GO:0052857,gold4,4,3.3637758505445,39.6065610034553,NADPHX epimerase activity,NA,0.000981835980773718,0.199312704097065
GO:0070181,gold4,4,3.3637758505445,39.6065610034553,small ribosomal subunit rRNA binding,nucleic acid binding activity,0.00130879332458626,0.265685044891012
GO:1990932,gold4,4,3.3637758505445,39.6065610034553,5.8S rRNA binding,NA,0.00130879332458626,0.265685044891012
GO:0007298,blue,13,4.40508580388079,23.7987346381124,border follicle cell migration,other biological processes,0.00424420026767584,0.861572654338196
GO:0007395,blue,13,4.40508580388079,23.7987346381124,dorsal closure; spreading of leading edge cells,developmental processes,0.00196222666825399,0.39833201365556
GO:0008347,blue,13,4.40508580388079,23.7987346381124,glial cell migration,developmental processes,0.00294117489773884,0.597058504240984
GO:0035099,blue,13,4.40508580388079,23.7987346381124,hemocyte migration,developmental processes,0.00130879332458626,0.265685044891012
GO:0070252,blue,13,6.1783914225892,23.7987346381124,actin-mediated cell contraction,other biological processes,0.000654718048874822,0.132907763921589
GO:0007042,chartreuse,6,3.53025109382456,20.1377974560969,lysosomal lumen acidification,cell organization and biogenesis,0.000981835980773718,0.199312704097065
GO:0035159,chartreuse,6,4.06025329230575,20.1377974560969,regulation of tube length; open tracheal system,developmental processes,0.00228870287804521,0.464606684243177
GO:0035298,chartreuse,6,3.79525219306516,20.1377974560969,regulation of Malpighian tubule size,developmental processes,0.000654718048874822,0.132907763921589
GO:2000300,chartreuse,6,8.75204087690143,20.1377974560969,regulation of synaptic vesicle exocytosis,NA,0.00326717091706277,0.663235696163743
GO:0002949,green4,3,3.00944561000131,17.5524507526002,tRNA threonylcarbamoyladenosine modification,NA,0.000981835980773718,0.199312704097065
GO:0006418,green4,3,3.34022042314941,17.5524507526002,tRNA aminoacylation for protein translation,protein metabolism;RNA metabolism,0.00326717091706277,0.663235696163743
GO:0006437,green4,3,3.16285468829554,17.5524507526002,tyrosyl-tRNA aminoacylation,RNA metabolism;protein metabolism,0.000981835980773718,0.199312704097065
GO:0035006,green4,3,5.20420968780714,17.5524507526002,melanization defense response,stress response;other metabolic processes,0.00130879332458626,0.265685044891012
GO:0051604,green4,3,2.83572034334679,17.5524507526002,protein maturation,protein metabolism,0.00130879332458626,0.265685044891012
GO:0007269,darkmagenta,8,9.17944187849935,9.17944187849935,neurotransmitter secretion,transport;cell-cell signaling,0.00359300708217652,0.729380437681833
GO:0006995,gray50,10,2.38859009060876,6.89743787048565,cellular response to nitrogen starvation,stress response,0.00163559018540937,0.332024807638102
GO:0009611,gray50,10,2.24196637215345,6.89743787048565,response to wounding,stress response,0.00359300708217652,0.729380437681833
GO:0035458,gray50,10,2.26688140772344,6.89743787048565,cellular response to interferon-beta,NA,0.00163559018540937,0.332024807638102
GO:0007422,lightgreen,12,2.26688140772344,6.65402050471502,peripheral nervous system development,developmental processes,0.0026150189196223,0.530848840683326
GO:0007424,lightgreen,12,2.26688140772344,6.65402050471502,open tracheal system development,developmental processes,0.00326717091706277,0.663235696163743
GO:0007519,lightgreen,12,2.12025768926813,6.65402050471502,skeletal muscle tissue development,developmental processes,0.0045695574967993,0.927620171850257
GO:0035149,lightslateblue,16,5.91550988233329,5.91550988233329,lumen formation; open tracheal system,developmental processes,0.000981835980773718,0.199312704097065
GO:0045199,cyan,17,0.853376281544689,0.853376281544689,maintenance of epithelial cell apical/basal polarity,cell organization and biogenesis,0.0026150189196223,0.530848840683326
