protein_ID,GO
CHOYP_LOC100367014.1.1.m.18505,GO:0005737
CHOYP_LOC100367166.1.1.m.1262,GO:0005634
CHOYP_LOC100367201.2.2.m.61573,GO:0005737
CHOYP_LOC100369721.1.1.m.17704,GO:0033735
CHOYP_LOC100373289.1.2.m.7904,GO:0042273
CHOYP_LOC100374522.1.1.m.66943,GO:0030154
CHOYP_LOC100374741.72.83.m.60196,GO:0005737
CHOYP_LOC100375204.2.2.m.21490,GO:0005829
CHOYP_LOC100375405.1.1.m.48387,GO:0005654
CHOYP_LOC100376200.1.1.m.19157,GO:0006974
CHOYP_LOC100376908.1.4.m.112,GO:0003723
CHOYP_LOC100378619.1.2.m.21468,GO:0005737
CHOYP_LOC100533384.3.5.m.37350,GO:0030154
CHOYP_LOC100561086.1.1.m.13015,GO:0016491
CHOYP_LOC100693418.2.2.m.56971,GO:0005576
CHOYP_LOC100710965.1.1.m.15140,GO:0005844
CHOYP_LOC100865976.1.1.m.15403,GO:0003723
CHOYP_LOC100872239.1.1.m.53052,GO:0005768
CHOYP_LOC100876012.1.1.m.8280,GO:0005654
CHOYP_LOC100890099.1.1.m.11505,GO:0005737
CHOYP_LOC100905387.1.1.m.30579,GO:0005739
CHOYP_LOC101064328.2.3.m.57090,GO:0014070
CHOYP_LOC101159300.1.1.m.26609,GO:0005762
CHOYP_LOC591797.1.3.m.11526,GO:0000790
CHOYP_LOC592411.1.1.m.19664,GO:0005634
CHOYP_LOC592528.1.2.m.17290,GO:0005737
CHOYP_LOC662320.2.2.m.19454,GO:0003729
CHOYP_LOC754102.1.1.m.57578,GO:0005737
CHOYP_MBLK1.1.1.m.51933,GO:0032433
CHOYP_PAN2.1.1.m.44691,GO:0005856
CHOYP_PAN2.1.1.m.44693,GO:0005856
CHOYP_PHUM_PHUM128460.4.7.m.38295,GO:0005886
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0003723
CHOYP_PK1IP.1.1.m.49466,GO:0005634
CHOYP_PLRG1.1.1.m.65600,GO:0001650
CHOYP_POLR3K.1.1.m.8423,GO:0005654
CHOYP_RAC1.1.3.m.20871,GO:0001934
CHOYP_RL8.10.10.m.65636,GO:0019843
CHOYP_ROAA.3.6.m.39522,GO:0003723
CHOYP_SAMH1.10.12.m.55275,GO:0003697
CHOYP_SEPT5.1.2.m.11458,GO:0005525
CHOYP_TBA.5.6.m.37448,GO:0005737
CHOYP_TBA1.2.9.m.9962,GO:0000281
CHOYP_TBA1A.2.4.m.19573,GO:0003924
CHOYP_TEKT5.1.1.m.60033,GO:0005634
CHOYP_THUM3.1.1.m.17928,GO:0005829
CHOYP_TOL2_C08810.1.1.m.6377,GO:0080030
CHOYP_UB2G2.1.1.m.7534,GO:0018279
CHOYP_VATG.1.2.m.4407,GO:0042626
CHOYP_WASP.1.1.m.35786,GO:0005634
CHOYP_ADA17.1.3.m.798,GO:0008157
CHOYP_AGAP_AGAP004885.1.1.m.29831,GO:0106034
CHOYP_BRAFLDRAFT_117263.1.1.m.28027,GO:0035091
CHOYP_BRAFLDRAFT_204736.1.2.m.27864,GO:0035694
CHOYP_BRAFLDRAFT_277091.1.3.m.1103,GO:0006412
CHOYP_BRAFLDRAFT_277775.1.1.m.12737,GO:0016236
CHOYP_BRAFLDRAFT_278918.4.5.m.39356,GO:0033784
CHOYP_BRAFLDRAFT_73486.1.1.m.16417,GO:0006559
CHOYP_C2D1.1.1.m.8807,GO:0005634
CHOYP_CCBL1.1.1.m.30637,GO:0009058
CHOYP_CIR1A.1.1.m.11568,GO:0005654
CHOYP_CNOT1.1.1.m.12106,GO:0003723
CHOYP_CUL3B.1.1.m.61644,GO:0022627
CHOYP_DCDC2.7.7.m.46807,GO:0005815
CHOYP_DCNL4.1.2.m.36826,GO:0032182
CHOYP_DDX47.1.1.m.11144,GO:0005730
CHOYP_EPRS.1.1.m.35443,GO:0005737
CHOYP_FABP7.1.2.m.22674,GO:0021846
CHOYP_HEM2.1.1.m.6789,GO:0006783
CHOYP_ISCW_ISCW006091.2.2.m.61313,GO:0005737
CHOYP_ISCW_ISCW012957.1.2.m.51659,GO:0005789
CHOYP_LOC100119750.1.1.m.7019,GO:0043022
CHOYP_LOC100222774.1.1.m.56990,GO:0005759
CHOYP_LOC100367014.1.1.m.18505,GO:0006006
CHOYP_LOC100367166.1.1.m.1262,GO:0005737
CHOYP_LOC100367201.2.2.m.61573,GO:0005829
CHOYP_LOC100369721.1.1.m.17704,GO:0050661
CHOYP_LOC100373289.1.2.m.7904,GO:0043231
CHOYP_LOC100374741.72.83.m.60196,GO:0008270
CHOYP_LOC100375204.2.2.m.21490,GO:0015031
CHOYP_LOC100375405.1.1.m.48387,GO:0005737
CHOYP_LOC100376200.1.1.m.19157,GO:0010212
CHOYP_LOC100376908.1.4.m.112,GO:0005634
CHOYP_LOC100378619.1.2.m.21468,GO:0005882
CHOYP_LOC100561086.1.1.m.13015,GO:0110095
CHOYP_LOC100693418.2.2.m.56971,GO:0005829
CHOYP_LOC100710965.1.1.m.15140,GO:0007569
CHOYP_LOC100865976.1.1.m.15403,GO:0022627
CHOYP_LOC100872239.1.1.m.53052,GO:0005886
CHOYP_LOC100876012.1.1.m.8280,GO:0005829
CHOYP_LOC100890099.1.1.m.11505,GO:0005856
CHOYP_LOC100905387.1.1.m.30579,GO:0005763
CHOYP_LOC101064328.2.3.m.57090,GO:0033574
CHOYP_LOC101159300.1.1.m.26609,GO:0006412
CHOYP_LOC591797.1.3.m.11526,GO:0001666
CHOYP_LOC592411.1.1.m.19664,GO:0071007
CHOYP_LOC592528.1.2.m.17290,GO:0008180
CHOYP_LOC662320.2.2.m.19454,GO:0005634
CHOYP_LOC754102.1.1.m.57578,GO:0005874
CHOYP_MBLK1.1.1.m.51933,GO:0048678
CHOYP_PHUM_PHUM128460.4.7.m.38295,GO:0007169
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0005634
CHOYP_PK1IP.1.1.m.49466,GO:0005737
CHOYP_PLRG1.1.1.m.65600,GO:0005634
CHOYP_POLR3K.1.1.m.8423,GO:0005666
CHOYP_RAC1.1.3.m.20871,GO:0002551
CHOYP_RL8.10.10.m.65636,GO:0022625
CHOYP_ROAA.3.6.m.39522,GO:0005634
CHOYP_SAMH1.10.12.m.55275,GO:0003723
CHOYP_SEPT5.1.2.m.11458,GO:0005886
CHOYP_TBA.5.6.m.37448,GO:0005874
CHOYP_TBA1.2.9.m.9962,GO:0003924
CHOYP_TBA1A.2.4.m.19573,GO:0005200
CHOYP_TEKT5.1.1.m.60033,GO:0030317
CHOYP_THUM3.1.1.m.17928,GO:0016423
CHOYP_TOL2_C08810.1.1.m.6377,GO:0102130
CHOYP_UB2G2.1.1.m.7534,GO:0030433
CHOYP_VATG.1.2.m.4407,GO:1902600
CHOYP_WASP.1.1.m.35786,GO:0005829
CHOYP_ADA17.1.3.m.798,GO:0032515
CHOYP_BRAFLDRAFT_117263.1.1.m.28027,GO:0042981
CHOYP_BRAFLDRAFT_204736.1.2.m.27864,GO:0035695
CHOYP_BRAFLDRAFT_277775.1.1.m.12737,GO:0016579
CHOYP_BRAFLDRAFT_278918.4.5.m.39356,GO:0050660
CHOYP_BRAFLDRAFT_73486.1.1.m.16417,GO:0006572
CHOYP_C2D1.1.1.m.8807,GO:0005737
CHOYP_CCBL1.1.1.m.30637,GO:0016212
CHOYP_CIR1A.1.1.m.11568,GO:0005694
CHOYP_CNOT1.1.1.m.12106,GO:0005634
CHOYP_DCDC2.7.7.m.46807,GO:0005829
CHOYP_DCNL4.1.2.m.36826,GO:0045116
CHOYP_DDX47.1.1.m.11144,GO:0006364
CHOYP_EPRS.1.1.m.35443,GO:0005829
CHOYP_FABP7.1.2.m.22674,GO:0022008
CHOYP_HEM2.1.1.m.6789,GO:0008270
CHOYP_ISCW_ISCW006091.2.2.m.61313,GO:0005819
CHOYP_ISCW_ISCW012957.1.2.m.51659,GO:0006656
CHOYP_LOC100119750.1.1.m.7019,GO:0046872
CHOYP_LOC100222774.1.1.m.56990,GO:0006551
CHOYP_LOC100367014.1.1.m.18505,GO:0016779
CHOYP_LOC100367166.1.1.m.1262,GO:0006511
CHOYP_LOC100367201.2.2.m.61573,GO:0006915
CHOYP_LOC100374741.72.83.m.60196,GO:0017022
CHOYP_LOC100375204.2.2.m.21490,GO:0031902
CHOYP_LOC100375405.1.1.m.48387,GO:0005789
CHOYP_LOC100376200.1.1.m.19157,GO:0070876
CHOYP_LOC100376908.1.4.m.112,GO:0016607
CHOYP_LOC100378619.1.2.m.21468,GO:0008283
CHOYP_LOC100693418.2.2.m.56971,GO:0007166
CHOYP_LOC100710965.1.1.m.15140,GO:0030521
CHOYP_LOC100865976.1.1.m.15403,GO:0032991
CHOYP_LOC100872239.1.1.m.53052,GO:0006612
CHOYP_LOC100876012.1.1.m.8280,GO:0006139
CHOYP_LOC100905387.1.1.m.30579,GO:0030054
CHOYP_LOC591797.1.3.m.11526,GO:0005634
CHOYP_LOC662320.2.2.m.19454,GO:0005685
CHOYP_LOC754102.1.1.m.57578,GO:0007017
CHOYP_PHUM_PHUM128460.4.7.m.38295,GO:0035556
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0005654
CHOYP_PLRG1.1.1.m.65600,GO:0005662
CHOYP_POLR3K.1.1.m.8423,GO:0005730
CHOYP_RAC1.1.3.m.20871,GO:0003924
CHOYP_ROAA.3.6.m.39522,GO:0005654
CHOYP_SAMH1.10.12.m.55275,GO:0004540
CHOYP_SEPT5.1.2.m.11458,GO:0005940
CHOYP_TBA.5.6.m.37448,GO:0007017
CHOYP_TBA1.2.9.m.9962,GO:0005200
CHOYP_TBA1A.2.4.m.19573,GO:0005525
CHOYP_TEKT5.1.1.m.60033,GO:0036126
CHOYP_THUM3.1.1.m.17928,GO:0030488
CHOYP_UB2G2.1.1.m.7534,GO:0070936
CHOYP_WASP.1.1.m.35786,GO:0005884
CHOYP_ADA17.1.3.m.798,GO:0035308
CHOYP_BRAFLDRAFT_204736.1.2.m.27864,GO:0043231
CHOYP_BRAFLDRAFT_277775.1.1.m.12737,GO:0030433
CHOYP_BRAFLDRAFT_278918.4.5.m.39356,GO:0050661
CHOYP_BRAFLDRAFT_73486.1.1.m.16417,GO:0042802
CHOYP_C2D1.1.1.m.8807,GO:0006886
CHOYP_CCBL1.1.1.m.30637,GO:0030170
CHOYP_CIR1A.1.1.m.11568,GO:0005730
CHOYP_CNOT1.1.1.m.12106,GO:0005737
CHOYP_DCDC2.7.7.m.46807,GO:0005874
CHOYP_DCNL4.1.2.m.36826,GO:0051443
CHOYP_DDX47.1.1.m.11144,GO:0006397
CHOYP_EPRS.1.1.m.35443,GO:0005886
CHOYP_FABP7.1.2.m.22674,GO:0042995
CHOYP_HEM2.1.1.m.6789,GO:0042802
CHOYP_ISCW_ISCW012957.1.2.m.51659,GO:0007283
CHOYP_LOC100119750.1.1.m.7019,GO:0061630
CHOYP_LOC100222774.1.1.m.56990,GO:0006552
CHOYP_LOC100367014.1.1.m.18505,GO:0016787
CHOYP_LOC100367166.1.1.m.1262,GO:0016567
CHOYP_LOC100367201.2.2.m.61573,GO:0008201
CHOYP_LOC100374741.72.83.m.60196,GO:0043161
CHOYP_LOC100375204.2.2.m.21490,GO:0032509
CHOYP_LOC100375405.1.1.m.48387,GO:0005829
CHOYP_LOC100376908.1.4.m.112,GO:0045292
CHOYP_LOC100693418.2.2.m.56971,GO:0008270
CHOYP_LOC100710965.1.1.m.15140,GO:0034599
CHOYP_LOC100865976.1.1.m.15403,GO:0045948
CHOYP_LOC100872239.1.1.m.53052,GO:0006623
CHOYP_LOC100876012.1.1.m.8280,GO:0006218
CHOYP_LOC100905387.1.1.m.30579,GO:0032543
CHOYP_LOC591797.1.3.m.11526,GO:0005730
CHOYP_LOC662320.2.2.m.19454,GO:0016607
CHOYP_PHUM_PHUM128460.4.7.m.38295,GO:0036464
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0005737
CHOYP_PLRG1.1.1.m.65600,GO:0016607
CHOYP_POLR3K.1.1.m.8423,GO:0005829
CHOYP_RAC1.1.3.m.20871,GO:0005525
CHOYP_ROAA.3.6.m.39522,GO:0005737
CHOYP_SAMH1.10.12.m.55275,GO:0005525
CHOYP_SEPT5.1.2.m.11458,GO:0008021
CHOYP_TBA1.2.9.m.9962,GO:0005525
CHOYP_TBA1A.2.4.m.19573,GO:0005737
CHOYP_TEKT5.1.1.m.60033,GO:0060271
CHOYP_WASP.1.1.m.35786,GO:0005911
CHOYP_ADA17.1.3.m.798,GO:0050710
CHOYP_BRAFLDRAFT_204736.1.2.m.27864,GO:0048545
CHOYP_BRAFLDRAFT_277775.1.1.m.12737,GO:0030968
CHOYP_BRAFLDRAFT_278918.4.5.m.39356,GO:0051289
CHOYP_BRAFLDRAFT_73486.1.1.m.16417,GO:0046872
CHOYP_C2D1.1.1.m.8807,GO:0007219
CHOYP_CCBL1.1.1.m.30637,GO:0047315
CHOYP_CIR1A.1.1.m.11568,GO:0006355
CHOYP_CNOT1.1.1.m.12106,GO:0006310
CHOYP_DCDC2.7.7.m.46807,GO:0005929
CHOYP_DCNL4.1.2.m.36826,GO:0097602
CHOYP_DDX47.1.1.m.11144,GO:0008380
CHOYP_EPRS.1.1.m.35443,GO:0006424
CHOYP_FABP7.1.2.m.22674,GO:0043025
CHOYP_HEM2.1.1.m.6789,GO:0051260
CHOYP_ISCW_ISCW012957.1.2.m.51659,GO:0031210
CHOYP_LOC100119750.1.1.m.7019,GO:0072344
CHOYP_LOC100222774.1.1.m.56990,GO:0007563
CHOYP_LOC100367014.1.1.m.18505,GO:0080048
CHOYP_LOC100367166.1.1.m.1262,GO:0030014
CHOYP_LOC100367201.2.2.m.61573,GO:0008285
CHOYP_LOC100374741.72.83.m.60196,GO:0043523
CHOYP_LOC100375204.2.2.m.21490,GO:0045324
CHOYP_LOC100375405.1.1.m.48387,GO:0005856
CHOYP_LOC100376908.1.4.m.112,GO:0048025
CHOYP_LOC100693418.2.2.m.56971,GO:0008655
CHOYP_LOC100710965.1.1.m.15140,GO:0071394
CHOYP_LOC100872239.1.1.m.53052,GO:0010008
CHOYP_LOC100876012.1.1.m.8280,GO:0009166
CHOYP_LOC591797.1.3.m.11526,GO:0006281
CHOYP_LOC662320.2.2.m.19454,GO:0030619
CHOYP_PHUM_PHUM128460.4.7.m.38295,GO:0042113
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0006397
CHOYP_PLRG1.1.1.m.65600,GO:0031965
CHOYP_POLR3K.1.1.m.8423,GO:0006383
CHOYP_RAC1.1.3.m.20871,GO:0005737
CHOYP_ROAA.3.6.m.39522,GO:0043565
CHOYP_SAMH1.10.12.m.55275,GO:0005622
CHOYP_SEPT5.1.2.m.11458,GO:0015630
CHOYP_TBA1.2.9.m.9962,GO:0005737
CHOYP_TBA1A.2.4.m.19573,GO:0005874
CHOYP_TEKT5.1.1.m.60033,GO:0060294
CHOYP_WASP.1.1.m.35786,GO:0006897
CHOYP_ADA17.1.3.m.798,GO:0050830
CHOYP_BRAFLDRAFT_277775.1.1.m.12737,GO:0035523
CHOYP_BRAFLDRAFT_278918.4.5.m.39356,GO:0055114
CHOYP_BRAFLDRAFT_73486.1.1.m.16417,GO:0070062
CHOYP_C2D1.1.1.m.8807,GO:0007423
CHOYP_CCBL1.1.1.m.30637,GO:0047804
CHOYP_CIR1A.1.1.m.11568,GO:0006364
CHOYP_CNOT1.1.1.m.12106,GO:0006338
CHOYP_DCDC2.7.7.m.46807,GO:0005930
CHOYP_DDX47.1.1.m.11144,GO:0008625
CHOYP_EPRS.1.1.m.35443,GO:0006433
CHOYP_FABP7.1.2.m.22674,GO:0060134
CHOYP_HEM2.1.1.m.6789,GO:0071353
CHOYP_LOC100222774.1.1.m.56990,GO:1905202
CHOYP_LOC100367166.1.1.m.1262,GO:0045652
CHOYP_LOC100367201.2.2.m.61573,GO:0010628
CHOYP_LOC100374741.72.83.m.60196,GO:0061630
CHOYP_LOC100375405.1.1.m.48387,GO:0005886
CHOYP_LOC100376908.1.4.m.112,GO:1990825
CHOYP_LOC100693418.2.2.m.56971,GO:0009972
CHOYP_LOC100710965.1.1.m.15140,GO:2000825
CHOYP_LOC100872239.1.1.m.53052,GO:0016197
CHOYP_LOC100876012.1.1.m.8280,GO:0042149
CHOYP_LOC591797.1.3.m.11526,GO:0006284
CHOYP_PHUM_PHUM241330.1.3.m.29132,GO:0006405
CHOYP_PLRG1.1.1.m.65600,GO:0034504
