GO,Clust_Color,Clust_Num,sumsim,semsimsum,term,GOSlim_bin,p.value
GO:0086091,green,4,6.40737070737569,62.7936425061212,regulation of heart rate by cardiac conduction,NA,0.042149492720218
GO:0098907,green,4,8.48347251430655,62.7936425061212,regulation of SA node cell action potential,NA,0.0283054009772392
GO:0098910,green,4,11.3129966794396,62.7936425061212,regulation of atrial cardiac muscle cell action potential,NA,0.0283054009772392
GO:0001725,yellow,5,4.26855944351958,44.9513492094559,stress fiber,cytoskeleton,0.0129533903448128
GO:0005585,yellow,5,3.66288270440567,44.9513492094559,collagen type II trimer,extracellular matrix,0.0142566018084177
GO:0005640,yellow,5,4.79130258078814,44.9513492094559,nuclear outer membrane,other membranes;nucleus,0.0352528436741845
GO:0005744,yellow,5,5.58496816541368,44.9513492094559,mitochondrial inner membrane presequence translocase complex,mitochondrion;other membranes,0.0213067821595928
GO:0005787,yellow,5,5.58496816541368,44.9513492094559,signal peptidase complex,other membranes;ER/Golgi,0.0213067821595928
GO:0005856,yellow,5,4.10641812124525,44.9513492094559,cytoskeleton,cytoskeleton,0.00041672947326417
GO:0034993,yellow,5,5.37863375003921,44.9513492094559,LINC complex,nucleus,0.0283054009772392
GO:0035183,yellow,5,1.5377757675773,44.9513492094559,female germline ring canal inner rim,non-structural extracellular,0.042149492720218
GO:0045172,yellow,5,1.5377757675773,44.9513492094559,germline ring canal,non-structural extracellular,0.0283054009772392
GO:0098794,yellow,5,3.93787427889929,44.9513492094559,postsynapse,NA,0.0402706897725258
GO:1904724,yellow,5,4.56019046457679,44.9513492094559,tertiary granule lumen,NA,0.0489957276650377
GO:0006465,darkmagenta,6,5.44941651066732,42.8640468520233,signal peptide processing,protein metabolism,0.042149492720218
GO:0006565,darkmagenta,6,5.60880881653228,42.8640468520233,L-serine catabolic process,other metabolic processes,0.0283054009772392
GO:0006567,darkmagenta,6,5.60880881653228,42.8640468520233,threonine catabolic process,other metabolic processes,0.0283054009772392
GO:0006629,darkmagenta,6,4.89592135138988,42.8640468520233,lipid metabolic process,other metabolic processes,0.00213446851181006
GO:0017186,darkmagenta,6,5.24308209529286,42.8640468520233,peptidyl-pyroglutamic acid biosynthetic process; using glutaminyl-peptide cyclotransferase,protein metabolism,0.0213067821595928
GO:0018243,darkmagenta,6,5.63857569936927,42.8640468520233,protein O-linked glycosylation via threonine,protein metabolism,0.042149492720218
GO:0030245,darkmagenta,6,5.30859018213881,42.8640468520233,cellulose catabolic process,other metabolic processes,0.042149492720218
GO:0046951,darkmagenta,6,5.11084338010061,42.8640468520233,ketone body biosynthetic process,other metabolic processes,0.0142566018084177
GO:0000212,black,1,4.05561403418036,42.8066524610573,meiotic spindle organization,cell organization and biogenesis;cell cycle and proliferation,0.0489957276650377
GO:0007282,black,1,3.9219558067177,42.8066524610573,cystoblast division,other biological processes,0.0213067821595928
GO:0008302,black,1,6.32557210211038,42.8066524610573,female germline ring canal formation; actin assembly,transport;cell organization and biogenesis,0.0352528436741845
GO:0030723,black,1,6.31991116668341,42.8066524610573,ovarian fusome organization,cell organization and biogenesis,0.0213067821595928
GO:0030724,black,1,6.31991116668341,42.8066524610573,testicular fusome organization,cell organization and biogenesis,0.0213067821595928
GO:0045478,black,1,7.5854389793532,42.8066524610573,fusome organization,cell organization and biogenesis,0.0352528436741845
GO:0048134,black,1,4.26428895550735,42.8066524610573,germ-line cyst formation,cell cycle and proliferation,0.0352528436741845
GO:0048135,black,1,4.01396024982148,42.8066524610573,female germ-line cyst formation,cell cycle and proliferation,0.0213067821595928
GO:0036309,purple,10,5.6816464211605,35.0643525903833,protein localization to M-band,NA,0.0283054009772392
GO:0045047,purple,10,6.37576437549721,35.0643525903833,protein targeting to ER,transport,0.0283054009772392
GO:0070296,purple,10,5.25932344666865,35.0643525903833,sarcoplasmic reticulum calcium ion transport,transport,0.0283054009772392
GO:0070972,purple,10,6.155241512707,35.0643525903833,protein localization to endoplasmic reticulum,NA,0.0283054009772392
GO:0072321,purple,10,6.13410331761349,35.0643525903833,chaperone-mediated protein transport,NA,0.0283054009772392
GO:1902463,purple,10,5.45827351673642,35.0643525903833,protein localization to cell leading edge,NA,0.0213067821595928
GO:0036371,dodgerblue2,11,7.42399015660805,31.8877128547489,protein localization to T-tubule,NA,0.0283054009772392
GO:0090286,dodgerblue2,11,8.54877283527013,31.8877128547489,cytoskeletal anchoring at nuclear membrane,NA,0.0283054009772392
GO:0090292,dodgerblue2,11,8.54877283527013,31.8877128547489,nuclear matrix anchoring at nuclear membrane,NA,0.0283054009772392
GO:0099641,dodgerblue2,11,7.36617702760061,31.8877128547489,anterograde axonal protein transport,NA,0.0142566018084177
GO:0007015,khaki1,9,8.52522756175542,21.8642510333943,actin filament organization,cell organization and biogenesis,0.0237114272558611
GO:0032392,khaki1,9,3.71477495982332,21.8642510333943,DNA geometric change,DNA metabolism,0.0213067821595928
GO:0051017,khaki1,9,3.04042786951671,21.8642510333943,actin filament bundle assembly,cell organization and biogenesis,0.0109486368609074
GO:0061572,khaki1,9,3.75130910595465,21.8642510333943,actin filament bundle organization,NA,0.0213067821595928
GO:0090135,khaki1,9,2.83251153634421,21.8642510333943,actin filament branching,NA,0.0213067821595928
GO:0001503,gold4,3,0.854184489471395,21.6901463919738,ossification,developmental processes,0.0489957276650377
GO:0003283,gold4,3,3.32079533121719,21.6901463919738,atrial septum development,NA,0.0283054009772392
GO:0003417,gold4,3,3.63617267874506,21.6901463919738,growth plate cartilage development,NA,0.0352528436741845
GO:0007527,gold4,3,3.32079533121719,21.6901463919738,adult somatic muscle development,developmental processes,0.0213067821595928
GO:0030903,gold4,3,3.54416823564127,21.6901463919738,notochord development,developmental processes,0.0213067821595928
GO:0042692,gold4,3,3.16436109842576,21.6901463919738,muscle cell differentiation,other biological processes,0.042149492720218
GO:0060351,gold4,3,3.84966922725596,21.6901463919738,cartilage development involved in endochondral bone morphogenesis,developmental processes,0.0283054009772392
GO:0034316,springgreen,8,6.25638794315533,20.5883126538632,negative regulation of Arp2/3 complex-mediated actin nucleation,cell organization and biogenesis,0.0352528436741845
GO:0048096,springgreen,8,6.84269786889494,20.5883126538632,chromatin-mediated maintenance of transcription,RNA metabolism;cell organization and biogenesis,0.0213067821595928
GO:0070940,springgreen,8,7.48922684181294,20.5883126538632,dephosphorylation of RNA polymerase II C-terminal domain,NA,0.0213067821595928
GO:0071316,darkslategray1,13,3.18562584167423,12.2828924264385,cellular response to nicotine,NA,0.0142566018084177
GO:0071374,darkslategray1,13,3.03981033114562,12.2828924264385,cellular response to parathyroid hormone stimulus,NA,0.0283054009772392
GO:0071375,darkslategray1,13,3.27092244735697,12.2828924264385,cellular response to peptide hormone stimulus,NA,0.042149492720218
GO:0071774,darkslategray1,13,2.78653380626165,12.2828924264385,response to fibroblast growth factor,NA,0.0142566018084177
GO:0033292,orchid1,12,1.37219074197496,10.0884605728626,T-tubule organization,cell organization and biogenesis,0.042149492720218
GO:0035767,orchid1,12,0.854184489471395,10.0884605728626,endothelial cell chemotaxis,NA,0.0213067821595928
GO:0071306,orchid1,12,4.61594059489616,10.0884605728626,cellular response to vitamin E,NA,0.0142566018084177
GO:0086066,orchid1,12,1.62307237326004,10.0884605728626,atrial cardiac muscle cell to AV node cell communication,NA,0.0283054009772392
GO:0086070,orchid1,12,1.62307237326004,10.0884605728626,SA node cell to atrial cardiac muscle cell communication,NA,0.0283054009772392
