protein_ID,GO
CHOYP_SMP_012720.1.2.m.31152,GO:0005884
CHOYP_SSU72.1.1.m.2079,GO:0006378
CHOYP_ADD.3.5.m.17639,GO:0005886
CHOYP_CLK2.1.1.m.3081,GO:0005634
CHOYP_CNOT1.1.1.m.12106,GO:0005634
CHOYP_contig_009176.m.10652,GO:0005829
CHOYP_contig_044078.m.50900,GO:0005764
CHOYP_DMOJ_GI18492.1.1.m.8903,GO:0018243
CHOYP_DSIM_GD24875.1.1.m.66201,GO:0042802
CHOYP_ISCW_ISCW008316.1.3.m.11997,GO:0048096
CHOYP_KPYK.2.4.m.19753,GO:0005829
CHOYP_LOC100120260.1.1.m.41888,GO:0003707
CHOYP_LOC100367535.1.2.m.4730,GO:0006567
CHOYP_LOC100375029.6.10.m.36981,GO:0007015
CHOYP_LOC100375029.8.10.m.60484,GO:0007015
CHOYP_LOC100377392.2.4.m.21904,GO:0005581
CHOYP_LOC100696604.1.1.m.40638,GO:0017148
CHOYP_LOC100710578.1.1.m.62426,GO:0005759
CHOYP_LOC100876515.1.2.m.37063,GO:0005634
CHOYP_LOC101063838.1.1.m.50540,GO:0031090
CHOYP_LOC101065149.1.1.m.49591,GO:0017040
CHOYP_LOC576797.1.1.m.8986,GO:0005929
CHOYP_LOC592142.4.9.m.49474,GO:0016139
CHOYP_LOC660510.1.1.m.56258,GO:0009897
CHOYP_MOB1.1.1.m.19452,GO:0006915
CHOYP_NEMVEDRAFT_V1G154974.1.1.m.44261,GO:0015450
CHOYP_QPCT.1.1.m.38977,GO:0017186
CHOYP_SMP_012720.1.2.m.31152,GO:0005886
CHOYP_SSU72.1.1.m.2079,GO:0008420
CHOYP_ADD.3.5.m.17639,GO:0007098
CHOYP_CLK2.1.1.m.3081,GO:0005654
CHOYP_CNOT1.1.1.m.12106,GO:0005737
CHOYP_contig_009176.m.10652,GO:0005913
CHOYP_contig_044078.m.50900,GO:0005769
CHOYP_DMOJ_GI18492.1.1.m.8903,GO:0030246
CHOYP_DSIM_GD24875.1.1.m.66201,GO:0042803
CHOYP_KPYK.2.4.m.19753,GO:0006096
CHOYP_LOC100120260.1.1.m.41888,GO:0003713
CHOYP_LOC100367535.1.2.m.4730,GO:0042802
CHOYP_LOC100375029.6.10.m.36981,GO:0030054
CHOYP_LOC100375029.8.10.m.60484,GO:0030054
CHOYP_LOC100377392.2.4.m.21904,GO:0005585
CHOYP_LOC100696604.1.1.m.40638,GO:0030425
CHOYP_LOC100710578.1.1.m.62426,GO:0005777
CHOYP_LOC100876515.1.2.m.37063,GO:0005635
CHOYP_LOC101063838.1.1.m.50540,GO:0045047
CHOYP_LOC101065149.1.1.m.49591,GO:0030324
CHOYP_LOC576797.1.1.m.8986,GO:0007010
CHOYP_LOC660510.1.1.m.56258,GO:0016491
CHOYP_MOB1.1.1.m.19452,GO:0007059
CHOYP_NEMVEDRAFT_V1G154974.1.1.m.44261,GO:0046872
CHOYP_QPCT.1.1.m.38977,GO:0035580
CHOYP_SMP_012720.1.2.m.31152,GO:0008092
CHOYP_SSU72.1.1.m.2079,GO:0070940
CHOYP_ADD.3.5.m.17639,GO:0007282
CHOYP_CLK2.1.1.m.3081,GO:0006468
CHOYP_CNOT1.1.1.m.12106,GO:0006310
CHOYP_contig_009176.m.10652,GO:0005925
CHOYP_contig_044078.m.50900,GO:0005829
CHOYP_DMOJ_GI18492.1.1.m.8903,GO:0046872
CHOYP_DSIM_GD24875.1.1.m.66201,GO:0044183
CHOYP_KPYK.2.4.m.19753,GO:0016301
CHOYP_LOC100120260.1.1.m.41888,GO:0005634
CHOYP_LOC100377392.2.4.m.21904,GO:0005615
CHOYP_LOC100696604.1.1.m.40638,GO:0050775
CHOYP_LOC100710578.1.1.m.62426,GO:0006552
CHOYP_LOC100876515.1.2.m.37063,GO:0005640
CHOYP_LOC101065149.1.1.m.49591,GO:0102121
CHOYP_LOC576797.1.1.m.8986,GO:0008360
CHOYP_MOB1.1.1.m.19452,GO:0007165
CHOYP_NEMVEDRAFT_V1G154974.1.1.m.44261,GO:0072321
CHOYP_QPCT.1.1.m.38977,GO:0043312
CHOYP_SMP_012720.1.2.m.31152,GO:0016477
CHOYP_ADD.3.5.m.17639,GO:0007294
CHOYP_CLK2.1.1.m.3081,GO:0010212
CHOYP_CNOT1.1.1.m.12106,GO:0006338
CHOYP_contig_009176.m.10652,GO:0006898
CHOYP_contig_044078.m.50900,GO:0005856
CHOYP_DSIM_GD24875.1.1.m.66201,GO:0061077
CHOYP_KPYK.2.4.m.19753,GO:0030955
CHOYP_LOC100120260.1.1.m.41888,GO:0005737
CHOYP_LOC100377392.2.4.m.21904,GO:0005737
CHOYP_LOC100696604.1.1.m.40638,GO:0061003
CHOYP_LOC100710578.1.1.m.62426,GO:0006629
CHOYP_LOC100876515.1.2.m.37063,GO:0005654
CHOYP_LOC576797.1.1.m.8986,GO:0031514
CHOYP_MOB1.1.1.m.19452,GO:0007275
CHOYP_QPCT.1.1.m.38977,GO:0070062
CHOYP_SMP_012720.1.2.m.31152,GO:0030027
CHOYP_ADD.3.5.m.17639,GO:0007411
CHOYP_CLK2.1.1.m.3081,GO:0016604
CHOYP_CNOT1.1.1.m.12106,GO:0006357
CHOYP_contig_009176.m.10652,GO:0007411
CHOYP_contig_044078.m.50900,GO:0005886
CHOYP_DSIM_GD24875.1.1.m.66201,GO:0099641
CHOYP_KPYK.2.4.m.19753,GO:0032869
CHOYP_LOC100120260.1.1.m.41888,GO:0006629
CHOYP_LOC100377392.2.4.m.21904,GO:0009612
CHOYP_LOC100696604.1.1.m.40638,GO:0098794
CHOYP_LOC100710578.1.1.m.62426,GO:0007005
CHOYP_LOC100876515.1.2.m.37063,GO:0005730
CHOYP_LOC576797.1.1.m.8986,GO:0032391
CHOYP_MOB1.1.1.m.19452,GO:0008283
CHOYP_QPCT.1.1.m.38977,GO:1904724
CHOYP_SMP_012720.1.2.m.31152,GO:0030036
CHOYP_ADD.3.5.m.17639,GO:0007527
CHOYP_CLK2.1.1.m.3081,GO:0016607
CHOYP_CNOT1.1.1.m.12106,GO:0008134
CHOYP_contig_009176.m.10652,GO:0015629
CHOYP_contig_044078.m.50900,GO:0006874
CHOYP_DSIM_GD24875.1.1.m.66201,GO:1904115
CHOYP_LOC100120260.1.1.m.41888,GO:0007275
CHOYP_LOC100377392.2.4.m.21904,GO:0010165
CHOYP_LOC100696604.1.1.m.40638,GO:0098978
CHOYP_LOC100710578.1.1.m.62426,GO:0030145
CHOYP_LOC100876515.1.2.m.37063,GO:0005737
CHOYP_LOC576797.1.1.m.8986,GO:0036064
CHOYP_MOB1.1.1.m.19452,GO:0019901
CHOYP_QPCT.1.1.m.38977,GO:1904813
CHOYP_SMP_012720.1.2.m.31152,GO:0031252
CHOYP_ADD.3.5.m.17639,GO:0008302
CHOYP_CLK2.1.1.m.3081,GO:0032526
CHOYP_CNOT1.1.1.m.12106,GO:0008301
CHOYP_contig_009176.m.10652,GO:0030036
CHOYP_contig_044078.m.50900,GO:0006888
CHOYP_LOC100120260.1.1.m.41888,GO:0008134
CHOYP_LOC100377392.2.4.m.21904,GO:0030198
CHOYP_LOC100710578.1.1.m.62426,GO:0042803
CHOYP_LOC100876515.1.2.m.37063,GO:0005794
CHOYP_LOC576797.1.1.m.8986,GO:0042769
CHOYP_MOB1.1.1.m.19452,GO:0030295
CHOYP_SMP_012720.1.2.m.31152,GO:0031529
CHOYP_ADD.3.5.m.17639,GO:0014069
CHOYP_CLK2.1.1.m.3081,GO:0042802
CHOYP_CNOT1.1.1.m.12106,GO:0032392
CHOYP_contig_009176.m.10652,GO:0045669
CHOYP_contig_044078.m.50900,GO:0006897
CHOYP_LOC100120260.1.1.m.41888,GO:0008270
CHOYP_LOC100377392.2.4.m.21904,GO:0030199
CHOYP_LOC100710578.1.1.m.62426,GO:0046872
CHOYP_LOC100876515.1.2.m.37063,GO:0005856
CHOYP_LOC576797.1.1.m.8986,GO:0044458
CHOYP_MOB1.1.1.m.19452,GO:0030707
CHOYP_SMP_012720.1.2.m.31152,GO:0034316
CHOYP_ADD.3.5.m.17639,GO:0016328
CHOYP_CLK2.1.1.m.3081,GO:0043484
CHOYP_CNOT1.1.1.m.12106,GO:0045087
CHOYP_contig_009176.m.10652,GO:0046872
CHOYP_contig_044078.m.50900,GO:0010628
CHOYP_LOC100120260.1.1.m.41888,GO:0008286
CHOYP_LOC100377392.2.4.m.21904,GO:0030903
CHOYP_LOC100710578.1.1.m.62426,GO:0046951
CHOYP_LOC100876515.1.2.m.37063,GO:0006997
CHOYP_LOC576797.1.1.m.8986,GO:0060271
CHOYP_MOB1.1.1.m.19452,GO:0035329
CHOYP_SMP_012720.1.2.m.31152,GO:0035767
CHOYP_ADD.3.5.m.17639,GO:0030507
CHOYP_CLK2.1.1.m.3081,GO:0045721
CHOYP_CNOT1.1.1.m.12106,GO:0045089
CHOYP_contig_044078.m.50900,GO:0010881
CHOYP_LOC100120260.1.1.m.41888,GO:0010875
CHOYP_LOC100377392.2.4.m.21904,GO:0031012
CHOYP_LOC100710578.1.1.m.62426,GO:0051262
CHOYP_LOC100876515.1.2.m.37063,GO:0007030
CHOYP_LOC576797.1.1.m.8986,GO:0060294
CHOYP_MOB1.1.1.m.19452,GO:0046872
CHOYP_SMP_012720.1.2.m.31152,GO:0036120
CHOYP_ADD.3.5.m.17639,GO:0030723
CHOYP_CLK2.1.1.m.3081,GO:0046777
CHOYP_CNOT1.1.1.m.12106,GO:0045578
CHOYP_contig_044078.m.50900,GO:0010882
CHOYP_LOC100120260.1.1.m.41888,GO:0030154
CHOYP_LOC100377392.2.4.m.21904,GO:0046872
CHOYP_LOC100876515.1.2.m.37063,GO:0007283
CHOYP_SMP_012720.1.2.m.31152,GO:0042060
CHOYP_ADD.3.5.m.17639,GO:0030724
CHOYP_CNOT1.1.1.m.12106,GO:0045638
CHOYP_contig_044078.m.50900,GO:0014704
CHOYP_LOC100120260.1.1.m.41888,GO:0030374
CHOYP_LOC100377392.2.4.m.21904,GO:0051216
CHOYP_LOC100876515.1.2.m.37063,GO:0016021
CHOYP_SMP_012720.1.2.m.31152,GO:0042802
CHOYP_ADD.3.5.m.17639,GO:0035183
CHOYP_CNOT1.1.1.m.12106,GO:0045944
CHOYP_contig_044078.m.50900,GO:0015031
CHOYP_LOC100120260.1.1.m.41888,GO:0038023
CHOYP_LOC100377392.2.4.m.21904,GO:0060351
CHOYP_LOC100876515.1.2.m.37063,GO:0019899
CHOYP_SMP_012720.1.2.m.31152,GO:0044877
CHOYP_ADD.3.5.m.17639,GO:0044853
CHOYP_contig_044078.m.50900,GO:0016020
CHOYP_LOC100120260.1.1.m.41888,GO:0042632
CHOYP_LOC100377392.2.4.m.21904,GO:0062023
CHOYP_LOC100876515.1.2.m.37063,GO:0030017
CHOYP_SMP_012720.1.2.m.31152,GO:0048471
CHOYP_ADD.3.5.m.17639,GO:0045169
CHOYP_contig_044078.m.50900,GO:0016323
CHOYP_LOC100120260.1.1.m.41888,GO:0043565
CHOYP_LOC100377392.2.4.m.21904,GO:0071260
CHOYP_LOC100876515.1.2.m.37063,GO:0031965
CHOYP_SMP_012720.1.2.m.31152,GO:0051015
CHOYP_ADD.3.5.m.17639,GO:0045170
CHOYP_contig_044078.m.50900,GO:0016324
CHOYP_LOC100120260.1.1.m.41888,GO:0045893
CHOYP_LOC100377392.2.4.m.21904,GO:0071300
CHOYP_LOC100876515.1.2.m.37063,GO:0034993
CHOYP_SMP_012720.1.2.m.31152,GO:0051017
CHOYP_ADD.3.5.m.17639,GO:0045172
CHOYP_contig_044078.m.50900,GO:0019899
CHOYP_LOC100120260.1.1.m.41888,GO:0045944
CHOYP_LOC100377392.2.4.m.21904,GO:0071306
CHOYP_LOC100876515.1.2.m.37063,GO:0042692
CHOYP_SMP_012720.1.2.m.31152,GO:0070528
CHOYP_ADD.3.5.m.17639,GO:0045214
CHOYP_contig_044078.m.50900,GO:0019901
CHOYP_LOC100120260.1.1.m.41888,GO:0046965
CHOYP_LOC100377392.2.4.m.21904,GO:0071316
CHOYP_LOC100876515.1.2.m.37063,GO:0042802
CHOYP_SMP_012720.1.2.m.31152,GO:0071672
CHOYP_ADD.3.5.m.17639,GO:0045478
CHOYP_contig_044078.m.50900,GO:0030018
CHOYP_LOC100120260.1.1.m.41888,GO:0046982
CHOYP_LOC100377392.2.4.m.21904,GO:0071356
CHOYP_LOC100876515.1.2.m.37063,GO:0042803
CHOYP_SMP_012720.1.2.m.31152,GO:0071933
CHOYP_ADD.3.5.m.17639,GO:0048134
CHOYP_contig_044078.m.50900,GO:0030315
CHOYP_LOC100120260.1.1.m.41888,GO:0050728
CHOYP_LOC100377392.2.4.m.21904,GO:0071374
CHOYP_LOC100876515.1.2.m.37063,GO:0045211
CHOYP_SMP_012720.1.2.m.31152,GO:0071944
CHOYP_ADD.3.5.m.17639,GO:0048135
CHOYP_contig_044078.m.50900,GO:0030507
CHOYP_LOC100120260.1.1.m.41888,GO:0055088
CHOYP_LOC100377392.2.4.m.21904,GO:0071375
CHOYP_LOC100876515.1.2.m.37063,GO:0051015
CHOYP_SMP_012720.1.2.m.31152,GO:0090135
CHOYP_ADD.3.5.m.17639,GO:0048477
CHOYP_contig_044078.m.50900,GO:0030674
CHOYP_LOC100120260.1.1.m.41888,GO:0071222
CHOYP_LOC100377392.2.4.m.21904,GO:0071774
CHOYP_LOC100876515.1.2.m.37063,GO:0090286
CHOYP_SMP_012720.1.2.m.31152,GO:1902463
CHOYP_ADD.3.5.m.17639,GO:0051015
CHOYP_contig_044078.m.50900,GO:0030913
CHOYP_LOC100120260.1.1.m.41888,GO:0090575
CHOYP_LOC100377392.2.4.m.21904,GO:1990314
CHOYP_LOC100876515.1.2.m.37063,GO:0090292
CHOYP_SMP_012720.1.2.m.31152,GO:2000393
CHOYP_ADD.3.5.m.17639,GO:0051016
CHOYP_contig_044078.m.50900,GO:0031430
CHOYP_LOC100120260.1.1.m.41888,GO:0120163
CHOYP_SMP_012720.1.2.m.31152,GO:2000394
CHOYP_ADD.3.5.m.17639,GO:0051017
CHOYP_contig_044078.m.50900,GO:0031647
CHOYP_LOC100120260.1.1.m.41888,GO:2000325
CHOYP_ADD.3.5.m.17639,GO:0061572
CHOYP_contig_044078.m.50900,GO:0031672
CHOYP_ADD.3.5.m.17639,GO:0072499
CHOYP_contig_044078.m.50900,GO:0033292
CHOYP_ADD.3.5.m.17639,GO:0098793
CHOYP_contig_044078.m.50900,GO:0033365
CHOYP_ADD.3.5.m.17639,GO:0098794
CHOYP_contig_044078.m.50900,GO:0034394
CHOYP_contig_044078.m.50900,GO:0034613
CHOYP_contig_044078.m.50900,GO:0036309
CHOYP_contig_044078.m.50900,GO:0036371
CHOYP_contig_044078.m.50900,GO:0042383
CHOYP_contig_044078.m.50900,GO:0043034
CHOYP_contig_044078.m.50900,GO:0043194
CHOYP_contig_044078.m.50900,GO:0043268
CHOYP_contig_044078.m.50900,GO:0044325
CHOYP_contig_044078.m.50900,GO:0045121
CHOYP_contig_044078.m.50900,GO:0045211
CHOYP_contig_044078.m.50900,GO:0050821
CHOYP_contig_044078.m.50900,GO:0051117
CHOYP_contig_044078.m.50900,GO:0051279
CHOYP_contig_044078.m.50900,GO:0051597
CHOYP_contig_044078.m.50900,GO:0051924
CHOYP_contig_044078.m.50900,GO:0051928
CHOYP_contig_044078.m.50900,GO:0055037
CHOYP_contig_044078.m.50900,GO:0055117
CHOYP_contig_044078.m.50900,GO:0060307
CHOYP_contig_044078.m.50900,GO:0070296
CHOYP_contig_044078.m.50900,GO:0070972
CHOYP_contig_044078.m.50900,GO:0072659
CHOYP_contig_044078.m.50900,GO:0086004
CHOYP_contig_044078.m.50900,GO:0086005
CHOYP_contig_044078.m.50900,GO:0086014
CHOYP_contig_044078.m.50900,GO:0086015
CHOYP_contig_044078.m.50900,GO:0086046
CHOYP_contig_044078.m.50900,GO:0086066
CHOYP_contig_044078.m.50900,GO:0086070
CHOYP_contig_044078.m.50900,GO:0086091
CHOYP_contig_044078.m.50900,GO:0098907
CHOYP_contig_044078.m.50900,GO:0098910
CHOYP_contig_044078.m.50900,GO:0140031
CHOYP_contig_044078.m.50900,GO:1901018
CHOYP_contig_044078.m.50900,GO:1901019
CHOYP_contig_044078.m.50900,GO:1901021
CHOYP_contig_044078.m.50900,GO:2001259
CHOYP_BRAFLDRAFT_208436.28.32.m.61328,GO:0005524
CHOYP_FABP6.2.2.m.59518,GO:0008289
CHOYP_LOC100367954.2.2.m.66596,GO:0016021
