protein_ID,GO
CHOYP_LOC660510.1.1.m.56258,GO:0007624
CHOYP_NCBP2.1.1.m.60410,GO:0030422
CHOYP_RAB21.1.1.m.56542,GO:0005769
CHOYP_ROA3.2.2.m.11068,GO:0006406
CHOYP_RS26.14.15.m.57342,GO:0042788
CHOYP_SI_CH211-197G15.7.3.3.m.61063,GO:0051607
CHOYP_SPTCA.2.2.m.25615,GO:0005794
CHOYP_TSN3.1.1.m.57074,GO:0007166
CHOYP_BRAFLDRAFT_284971.1.1.m.8608,GO:0005634
CHOYP_BRAFLDRAFT_91321.7.10.m.56158,GO:0006471
CHOYP_CBX1.3.4.m.27106,GO:0000792
CHOYP_DMOJ_GI18492.1.1.m.8903,GO:0018243
CHOYP_FLNA.6.6.m.37383,GO:0005634
CHOYP_G6PD.1.2.m.38380,GO:0006006
CHOYP_LOC100371761.1.1.m.57462,GO:0005886
CHOYP_LOC100376187.2.2.m.55240,GO:1901426
CHOYP_LOC100533330.1.2.m.2565,GO:0006886
CHOYP_LOC100565981.1.1.m.29912,GO:0017148
CHOYP_LOC100635245.3.4.m.44747,GO:0016021
CHOYP_LOC100692883.1.1.m.5437,GO:0007417
CHOYP_LOC100879487.2.3.m.32793,GO:0060041
CHOYP_LOC101076790.1.1.m.45316,GO:0016020
CHOYP_LOC578464.1.1.m.46553,GO:0031090
CHOYP_LOC592142.4.9.m.49474,GO:0016139
CHOYP_LOC657694.1.1.m.34526,GO:0005536
CHOYP_LOC660510.1.1.m.56258,GO:0009897
CHOYP_NCBP2.1.1.m.60410,GO:0031053
CHOYP_RAB21.1.1.m.56542,GO:0005789
CHOYP_RS26.14.15.m.57342,GO:0098556
CHOYP_SPTCA.2.2.m.25615,GO:0005886
CHOYP_TSN3.1.1.m.57074,GO:0007275
CHOYP_BRAFLDRAFT_284971.1.1.m.8608,GO:0005674
CHOYP_BRAFLDRAFT_91321.7.10.m.56158,GO:0010629
CHOYP_CBX1.3.4.m.27106,GO:0003682
CHOYP_DMOJ_GI18492.1.1.m.8903,GO:0030246
CHOYP_FLNA.6.6.m.37383,GO:0005737
CHOYP_G6PD.1.2.m.38380,GO:0006098
CHOYP_LOC100371761.1.1.m.57462,GO:0007032
CHOYP_LOC100533330.1.2.m.2565,GO:0006904
CHOYP_LOC100565981.1.1.m.29912,GO:0030425
CHOYP_LOC100635245.3.4.m.44747,GO:0030658
CHOYP_LOC100692883.1.1.m.5437,GO:0030246
CHOYP_LOC101076790.1.1.m.45316,GO:0046872
CHOYP_LOC578464.1.1.m.46553,GO:0050660
CHOYP_LOC657694.1.1.m.34526,GO:0005829
CHOYP_LOC660510.1.1.m.56258,GO:0016491
CHOYP_NCBP2.1.1.m.60410,GO:0045071
CHOYP_RAB21.1.1.m.56542,GO:0005802
CHOYP_SPTCA.2.2.m.25615,GO:0005938
CHOYP_TSN3.1.1.m.57074,GO:0043473
CHOYP_BRAFLDRAFT_284971.1.1.m.8608,GO:0006366
CHOYP_BRAFLDRAFT_91321.7.10.m.56158,GO:0019899
CHOYP_CBX1.3.4.m.27106,GO:0005634
CHOYP_DMOJ_GI18492.1.1.m.8903,GO:0046872
CHOYP_FLNA.6.6.m.37383,GO:0005829
CHOYP_G6PD.1.2.m.38380,GO:0006695
CHOYP_LOC100371761.1.1.m.57462,GO:0007040
CHOYP_LOC100533330.1.2.m.2565,GO:0007269
CHOYP_LOC100565981.1.1.m.29912,GO:0050775
CHOYP_LOC100635245.3.4.m.44747,GO:0031201
CHOYP_LOC100692883.1.1.m.5437,GO:0031012
CHOYP_LOC578464.1.1.m.46553,GO:0050661
CHOYP_LOC657694.1.1.m.34526,GO:0006000
CHOYP_NCBP2.1.1.m.60410,GO:0045292
CHOYP_RAB21.1.1.m.56542,GO:0006886
CHOYP_SPTCA.2.2.m.25615,GO:0007009
CHOYP_BRAFLDRAFT_284971.1.1.m.8608,GO:0006367
CHOYP_BRAFLDRAFT_91321.7.10.m.56158,GO:0042531
CHOYP_CBX1.3.4.m.27106,GO:0005654
CHOYP_FLNA.6.6.m.37383,GO:0005886
CHOYP_G6PD.1.2.m.38380,GO:0006739
CHOYP_LOC100371761.1.1.m.57462,GO:0010872
CHOYP_LOC100533330.1.2.m.2565,GO:0008021
CHOYP_LOC100565981.1.1.m.29912,GO:0061003
CHOYP_LOC657694.1.1.m.34526,GO:0006006
CHOYP_RAB21.1.1.m.56542,GO:0008089
CHOYP_SPTCA.2.2.m.25615,GO:0007026
CHOYP_BRAFLDRAFT_284971.1.1.m.8608,GO:0006368
CHOYP_BRAFLDRAFT_91321.7.10.m.56158,GO:0042532
CHOYP_CBX1.3.4.m.27106,GO:0005720
CHOYP_FLNA.6.6.m.37383,GO:0005903
CHOYP_G6PD.1.2.m.38380,GO:0006740
CHOYP_LOC100371761.1.1.m.57462,GO:0010874
CHOYP_LOC100533330.1.2.m.2565,GO:0009306
CHOYP_LOC100565981.1.1.m.29912,GO:0098794
CHOYP_LOC657694.1.1.m.34526,GO:0006013
CHOYP_RAB21.1.1.m.56542,GO:0009898
CHOYP_SPTCA.2.2.m.25615,GO:0007274
CHOYP_FND2.4.4.m.44570,GO:0005576
CHOYP_RL24.6.9.m.43124,GO:0005840
CHOYP_BRAFLDRAFT_284971.1.1.m.8608,GO:0032968
CHOYP_BRAFLDRAFT_91321.7.10.m.56158,GO:0045087
CHOYP_CBX1.3.4.m.27106,GO:0005721
CHOYP_FLNA.6.6.m.37383,GO:0005925
CHOYP_G6PD.1.2.m.38380,GO:0006749
CHOYP_LOC100371761.1.1.m.57462,GO:0016197
CHOYP_LOC100533330.1.2.m.2565,GO:0016192
CHOYP_LOC100565981.1.1.m.29912,GO:0098978
CHOYP_LOC657694.1.1.m.34526,GO:0006096
CHOYP_RAB21.1.1.m.56542,GO:0012506
CHOYP_SPTCA.2.2.m.25615,GO:0007294
CHOYP_BRAFLDRAFT_91321.7.10.m.56158,GO:0060336
CHOYP_CBX1.3.4.m.27106,GO:0005730
CHOYP_FLNA.6.6.m.37383,GO:0005938
CHOYP_G6PD.1.2.m.38380,GO:0009051
CHOYP_LOC100371761.1.1.m.57462,GO:0031902
CHOYP_LOC100533330.1.2.m.2565,GO:0017157
CHOYP_LOC657694.1.1.m.34526,GO:0008865
CHOYP_RAB21.1.1.m.56542,GO:0017157
CHOYP_SPTCA.2.2.m.25615,GO:0007308
CHOYP_BRAFLDRAFT_91321.7.10.m.56158,GO:0070212
CHOYP_CBX1.3.4.m.27106,GO:0006974
CHOYP_FLNA.6.6.m.37383,GO:0007519
CHOYP_G6PD.1.2.m.38380,GO:0009898
CHOYP_LOC100371761.1.1.m.57462,GO:0032008
CHOYP_LOC100533330.1.2.m.2565,GO:0030054
CHOYP_LOC657694.1.1.m.34526,GO:0019158
CHOYP_RAB21.1.1.m.56542,GO:0019003
CHOYP_SPTCA.2.2.m.25615,GO:0007417
CHOYP_BRAFLDRAFT_91321.7.10.m.56158,GO:0070403
CHOYP_CBX1.3.4.m.27106,GO:0010369
CHOYP_FLNA.6.6.m.37383,GO:0030018
CHOYP_G6PD.1.2.m.38380,GO:0010041
CHOYP_LOC100371761.1.1.m.57462,GO:0032418
CHOYP_LOC100533330.1.2.m.2565,GO:0031630
CHOYP_RAB21.1.1.m.56542,GO:0030516
CHOYP_SPTCA.2.2.m.25615,GO:0008017
CHOYP_BRAFLDRAFT_91321.7.10.m.56158,GO:1902216
CHOYP_CBX1.3.4.m.27106,GO:0016605
CHOYP_FLNA.6.6.m.37383,GO:0030036
CHOYP_G6PD.1.2.m.38380,GO:0010734
CHOYP_LOC100371761.1.1.m.57462,GO:0034613
CHOYP_LOC100533330.1.2.m.2565,GO:0031982
CHOYP_RAB21.1.1.m.56542,GO:0030659
CHOYP_SPTCA.2.2.m.25615,GO:0008091
CHOYP_CBX1.3.4.m.27106,GO:0017053
CHOYP_FLNA.6.6.m.37383,GO:0042802
CHOYP_G6PD.1.2.m.38380,GO:0014070
CHOYP_LOC100371761.1.1.m.57462,GO:0042632
CHOYP_LOC100533330.1.2.m.2565,GO:0032482
CHOYP_RAB21.1.1.m.56542,GO:0032154
CHOYP_SPTCA.2.2.m.25615,GO:0008092
CHOYP_CBX1.3.4.m.27106,GO:0030674
CHOYP_FLNA.6.6.m.37383,GO:0043005
CHOYP_G6PD.1.2.m.38380,GO:0019322
CHOYP_LOC100371761.1.1.m.57462,GO:0043410
CHOYP_LOC100533330.1.2.m.2565,GO:0045202
CHOYP_RAB21.1.1.m.56542,GO:0032482
CHOYP_SPTCA.2.2.m.25615,GO:0008360
CHOYP_CBX1.3.4.m.27106,GO:0032991
CHOYP_FLNA.6.6.m.37383,GO:0043025
CHOYP_G6PD.1.2.m.38380,GO:0030246
CHOYP_LOC100371761.1.1.m.57462,GO:0045121
CHOYP_LOC100533330.1.2.m.2565,GO:0048172
CHOYP_RAB21.1.1.m.56542,GO:0032580
CHOYP_SPTCA.2.2.m.25615,GO:0016199
CHOYP_CBX1.3.4.m.27106,GO:0035064
CHOYP_FLNA.6.6.m.37383,GO:0045335
CHOYP_G6PD.1.2.m.38380,GO:0032094
CHOYP_LOC100371761.1.1.m.57462,GO:0060620
CHOYP_LOC100533330.1.2.m.2565,GO:0048786
CHOYP_RAB21.1.1.m.56542,GO:0043005
CHOYP_SPTCA.2.2.m.25615,GO:0016323
CHOYP_CBX1.3.4.m.27106,GO:0035097
CHOYP_FLNA.6.6.m.37383,GO:0071346
CHOYP_G6PD.1.2.m.38380,GO:0034599
CHOYP_LOC100371761.1.1.m.57462,GO:0071230
CHOYP_LOC100533330.1.2.m.2565,GO:0048789
CHOYP_RAB21.1.1.m.56542,GO:0045202
CHOYP_SPTCA.2.2.m.25615,GO:0030707
CHOYP_CBX1.3.4.m.27106,GO:0042802
CHOYP_G6PD.1.2.m.38380,GO:0042803
CHOYP_LOC100371761.1.1.m.57462,GO:0071986
CHOYP_LOC100533330.1.2.m.2565,GO:0048790
CHOYP_RAB21.1.1.m.56542,GO:0048260
CHOYP_SPTCA.2.2.m.25615,GO:0030727
CHOYP_CBX1.3.4.m.27106,GO:0042803
CHOYP_G6PD.1.2.m.38380,GO:0043231
CHOYP_LOC100533330.1.2.m.2565,GO:0072659
CHOYP_RAB21.1.1.m.56542,GO:0050775
CHOYP_SPTCA.2.2.m.25615,GO:0031594
CHOYP_CBX1.3.4.m.27106,GO:0042826
CHOYP_G6PD.1.2.m.38380,GO:0043249
CHOYP_RAB21.1.1.m.56542,GO:0098559
CHOYP_SPTCA.2.2.m.25615,GO:0042062
CHOYP_CBX1.3.4.m.27106,GO:0043021
CHOYP_G6PD.1.2.m.38380,GO:0043523
CHOYP_RAB21.1.1.m.56542,GO:1904115
CHOYP_SPTCA.2.2.m.25615,GO:0045169
CHOYP_CBX1.3.4.m.27106,GO:0044877
CHOYP_G6PD.1.2.m.38380,GO:0045471
CHOYP_RAB21.1.1.m.56542,GO:2000643
CHOYP_SPTCA.2.2.m.25615,GO:0045170
CHOYP_CBX1.3.4.m.27106,GO:0045892
CHOYP_G6PD.1.2.m.38380,GO:0046390
CHOYP_SPTCA.2.2.m.25615,GO:0045478
CHOYP_CBX1.3.4.m.27106,GO:0070491
CHOYP_G6PD.1.2.m.38380,GO:0050661
CHOYP_SPTCA.2.2.m.25615,GO:0048134
CHOYP_CBX1.3.4.m.27106,GO:0090734
CHOYP_G6PD.1.2.m.38380,GO:0051156
CHOYP_SPTCA.2.2.m.25615,GO:0048790
CHOYP_CBX1.3.4.m.27106,GO:1990904
CHOYP_G6PD.1.2.m.38380,GO:0061052
CHOYP_SPTCA.2.2.m.25615,GO:0050807
CHOYP_G6PD.1.2.m.38380,GO:1904879
CHOYP_SPTCA.2.2.m.25615,GO:0051693
CHOYP_G6PD.1.2.m.38380,GO:2000378
